t,imu_accel_true_x,imu_accel_meas_x,imu_gyro_true_x,imu_gyro_meas_x,seeker_los_true,seeker_los_meas
2.015,-55.3256969,-55.3256969,0,0,0.336929819,0.336929819
2.02,-55.3060925,-55.3060925,0,0,0.336881923,0.336881923
2.025,-55.2864158,-55.2864158,0,0,0.336834164,0.336834164
2.03,-55.2666672,-55.2666672,0,0,0.336786544,0.336786544
2.035,-55.2468472,-55.2468472,0,0,0.336739062,0.336739062
2.04,-55.2269563,-55.2269563,0,0,0.336691716,0.336691716
2.045,-55.206995,-55.206995,0,0,0.336644508,0.336644508
2.05,-55.1869636,-55.1869636,0,0,0.336597437,0.336597437
2.055,-55.1668628,-55.1668628,0,0,0.336550502,0.336550502
2.06,-55.1466928,-55.1466928,0,0,0.336503704,0.336503704
2.065,-55.1264542,-55.1264542,0,0,0.336457042,0.336457042
2.07,-55.1061474,-55.1061474,0,0,0.336410516,0.336410516
2.075,-55.0857729,-55.0857729,0,0,0.336364125,0.336364125
2.08,-55.0653311,-55.0653311,0,0,0.33631787,0.33631787
2.085,-55.0448224,-55.0448224,0,0,0.336271751,0.336271751
2.09,-55.0242474,-55.0242474,0,0,0.336225766,0.336225766
2.095,-55.0036064,-55.0036064,0,0,0.336179917,0.336179917
2.1,-54.9828999,-54.9828999,0,0,0.336134202,0.336134202
2.105,-54.9621283,-54.9621283,0,0,0.336088621,0.336088621
2.11,-54.941292,-54.941292,0,0,0.336043174,0.336043174
2.115,-54.9203915,-54.9203915,0,0,0.335997862,0.335997862
2.12,-54.8994273,-54.8994273,0,0,0.335952683,0.335952683
2.125,-54.8783997,-54.8783997,0,0,0.335907637,0.335907637
2.13,-54.8573091,-54.8573091,0,0,0.335862725,0.335862725
2.135,-54.8361561,-54.8361561,0,0,0.335817946,0.335817946
2.14,-54.8149409,-54.8149409,0,0,0.3357733,0.3357733
2.145,-54.7936641,-54.7936641,0,0,0.335728786,0.335728786
2.15,-54.7723261,-54.7723261,0,0,0.335684404,0.335684404
2.155,-54.7509271,-54.7509271,0,0,0.335640155,0.335640155
2.16,-54.7294678,-54.7294678,0,0,0.335596038,0.335596038
2.165,-54.7079485,-54.7079485,0,0,0.335552052,0.335552052
2.17,-54.6863695,-54.6863695,0,0,0.335508198,0.335508198
2.175,-54.6647314,-54.6647314,0,0,0.335464475,0.335464475
2.18,-54.6430345,-54.6430345,0,0,0.335420883,0.335420883
2.185,-54.6212791,-54.6212791,0,0,0.335377422,0.335377422
2.19,-54.5994658,-54.5994658,0,0,0.335334092,0.335334092
2.195,-54.5775949,-54.5775949,0,0,0.335290892,0.335290892
2.2,-54.5556668,-54.5556668,0,0,0.335247822,0.335247822
2.205,-54.533682,-54.533682,0,0,0.335204882,0.335204882
2.21,-54.5116407,-54.5116407,0,0,0.335162072,0.335162072
2.215,-54.4895434,-54.4895434,0,0,0.335119391,0.335119391
2.22,-54.4673905,-54.4673905,0,0,0.33507684,0.33507684
2.225,-54.4451823,-54.4451823,0,0,0.335034418,0.335034418
2.23,-54.4229193,-54.4229193,0,0,0.334992125,0.334992125
2.235,-54.4006019,-54.4006019,0,0,0.33494996,0.33494996
2.24,-54.3782303,-54.3782303,0,0,0.334907924,0.334907924
2.245,-54.3558051,-54.3558051,0,0,0.334866016,0.334866016
2.25,-54.3333265,-54.3333265,0,0,0.334824236,0.334824236
2.255,-54.310795,-54.310795,0,0,0.334782584,0.334782584
2.26,-54.2882109,-54.2882109,0,0,0.33474106,0.33474106
2.265,-54.2655746,-54.2655746,0,0,0.334699662,0.334699662
2.27,-54.2428865,-54.2428865,0,0,0.334658393,0.334658393
2.275,-54.220147,-54.220147,0,0,0.33461725,0.33461725
2.28,-54.1973563,-54.1973563,0,0,0.334576233,0.334576233
2.285,-54.1745149,-54.1745149,0,0,0.334535344,0.334535344
2.29,-54.1516231,-54.1516231,0,0,0.334494581,0.334494581
2.295,-54.1286814,-54.1286814,0,0,0.334453944,0.334453944
2.3,-54.10569,-54.10569,0,0,0.334413432,0.334413432
2.305,-54.0826493,-54.0826493,0,0,0.334373047,0.334373047
2.31,-54.0595597,-54.0595597,0,0,0.334332787,0.334332787
2.315,-54.0364215,-54.0364215,0,0,0.334292652,0.334292652
2.32,-54.0132351,-54.0132351,0,0,0.334252643,0.334252643
2.325,-53.9900009,-53.9900009,0,0,0.334212758,0.334212758
2.33,-53.9667191,-53.9667191,0,0,0.334172998,0.334172998
2.335,-53.9433901,-53.9433901,0,0,0.334133363,0.334133363
2.34,-53.9200143,-53.9200143,0,0,0.334093851,0.334093851
2.345,-53.8965921,-53.8965921,0,0,0.334054464,0.334054464
2.35,-53.8731237,-53.8731237,0,0,0.334015201,0.334015201
2.355,-53.8496095,-53.8496095,0,0,0.333976061,0.333976061
2.36,-53.8260498,-53.8260498,0,0,0.333937045,0.333937045
2.365,-53.8024451,-53.8024451,0,0,0.333898152,0.333898152
2.37,-53.7787955,-53.7787955,0,0,0.333859383,0.333859383
2.375,-53.7551015,-53.7551015,0,0,0.333820736,0.333820736
2.38,-53.7313634,-53.7313634,0,0,0.333782211,0.333782211
2.385,-53.7075815,-53.7075815,0,0,0.333743809,0.333743809
2.39,-53.6837562,-53.6837562,0,0,0.33370553,0.33370553
2.395,-53.6598877,-53.6598877,0,0,0.333667372,0.333667372
2.4,-53.6359764,-53.6359764,0,0,0.333629337,0.333629337
2.405,-53.6120227,-53.6120227,0,0,0.333591423,0.333591423
2.41,-53.5880268,-53.5880268,0,0,0.33355363,0.33355363
2.415,-53.563989,-53.563989,0,0,0.333515959,0.333515959
2.42,-53.5399098,-53.5399098,0,0,0.333478408,0.333478408
2.425,-53.5157893,-53.5157893,0,0,0.333440979,0.333440979
2.43,-53.491628,-53.491628,0,0,0.33340367,0.33340367
2.435,-53.4674261,-53.4674261,0,0,0.333366482,0.333366482
2.44,-53.443184,-53.443184,0,0,0.333329414,0.333329414
2.445,-53.4189019,-53.4189019,0,0,0.333292466,0.333292466
2.45,-53.3945803,-53.3945803,0,0,0.333255638,0.333255638
2.455,-53.3702192,-53.3702192,0,0,0.333218929,0.333218929
2.46,-53.3458192,-53.3458192,0,0,0.33318234,0.33318234
2.465,-53.3213805,-53.3213805,0,0,0.333145871,0.333145871
2.47,-53.2969034,-53.2969034,0,0,0.33310952,0.33310952
2.475,-53.2723882,-53.2723882,0,0,0.333073288,0.333073288
2.48,-53.2478352,-53.2478352,0,0,0.333037175,0.333037175
2.485,-53.2232447,-53.2232447,0,0,0.333001181,0.333001181
2.49,-53.198617,-53.198617,0,0,0.332965305,0.332965305
2.495,-53.1739524,-53.1739524,0,0,0.332929547,0.332929547
2.5,-53.1492513,-53.1492513,0,0,0.332893907,0.332893907
2.505,-53.1245138,-53.1245138,0,0,0.332858385,0.332858385
2.51,-53.0997402,-53.0997402,0,0,0.33282298,0.33282298
2.515,-53.074931,-53.074931,0,0,0.332787693,0.332787693
2.52,-53.0500863,-53.0500863,0,0,0.332752522,0.332752522
2.525,-53.0252065,-53.0252065,0,0,0.332717469,0.332717469
2.53,-53.0002919,-53.0002919,0,0,0.332682533,0.332682533
2.535,-52.9753426,-52.9753426,0,0,0.332647713,0.332647713
2.54,-52.9503591,-52.9503591,0,0,0.332613009,0.332613009
2.545,-52.9253415,-52.9253415,0,0,0.332578422,0.332578422
2.55,-52.9002903,-52.9002903,0,0,0.332543951,0.332543951
2.555,-52.8752055,-52.8752055,0,0,0.332509596,0.332509596
2.56,-52.8500877,-52.8500877,0,0,0.332475356,0.332475356
2.565,-52.8249369,-52.8249369,0,0,0.332441232,0.332441232
2.57,-52.7997535,-52.7997535,0,0,0.332407223,0.332407223
2.575,-52.7745378,-52.7745378,0,0,0.332373329,0.332373329
2.58,-52.74929,-52.74929,0,0,0.332339551,0.332339551
2.585,-52.7240104,-52.7240104,0,0,0.332305887,0.332305887
2.59,-52.6986993,-52.6986993,0,0,0.332272337,0.332272337
2.595,-52.6733569,-52.6733569,0,0,0.332238902,0.332238902
2.6,-52.6479835,-52.6479835,0,0,0.332205581,0.332205581
2.605,-52.6225795,-52.6225795,0,0,0.332172374,0.332172374
2.61,-52.5971449,-52.5971449,0,0,0.332139281,0.332139281
2.615,-52.5716802,-52.5716802,0,0,0.332106301,0.332106301
2.62,-52.5461855,-52.5461855,0,0,0.332073435,0.332073435
2.625,-52.5206612,-52.5206612,0,0,0.332040682,0.332040682
2.63,-52.4951075,-52.4951075,0,0,0.332008042,0.332008042
2.635,-52.4695246,-52.4695246,0,0,0.331975515,0.331975515
2.64,-52.4439128,-52.4439128,0,0,0.331943101,0.331943101
2.645,-52.4182724,-52.4182724,0,0,0.3319108,0.3319108
2.65,-52.3926036,-52.3926036,0,0,0.33187861,0.33187861
2.655,-52.3669067,-52.3669067,0,0,0.331846533,0.331846533
2.66,-52.3411818,-52.3411818,0,0,0.331814568,0.331814568
2.665,-52.3154294,-52.3154294,0,0,0.331782715,0.331782715
2.67,-52.2896496,-52.2896496,0,0,0.331750973,0.331750973
2.675,-52.2638427,-52.2638427,0,0,0.331719343,0.331719343
2.68,-52.2380088,-52.2380088,0,0,0.331687824,0.331687824
2.685,-52.2121484,-52.2121484,0,0,0.331656417,0.331656417
2.69,-52.1862615,-52.1862615,0,0,0.33162512,0.33162512
2.695,-52.1603485,-52.1603485,0,0,0.331593934,0.331593934
2.7,-52.1344096,-52.1344096,0,0,0.331562858,0.331562858
2.705,-52.1084451,-52.1084451,0,0,0.331531893,0.331531893
2.71,-52.0824551,-52.0824551,0,0,0.331501038,0.331501038
2.715,-52.0564399,-52.0564399,0,0,0.331470293,0.331470293
2.72,-52.0303998,-52.0303998,0,0,0.331439658,0.331439658
2.725,-52.004335,-52.004335,0,0,0.331409133,0.331409133
2.73,-51.9782457,-51.9782457,0,0,0.331378717,0.331378717
2.735,-51.9521321,-51.9521321,0,0,0.331348411,0.331348411
2.74,-51.9259946,-51.9259946,0,0,0.331318213,0.331318213
2.745,-51.8998333,-51.8998333,0,0,0.331288125,0.331288125
2.75,-51.8736484,-51.8736484,0,0,0.331258146,0.331258146
2.755,-51.8474402,-51.8474402,0,0,0.331228275,0.331228275
2.76,-51.8212089,-51.8212089,0,0,0.331198512,0.331198512
2.765,-51.7949548,-51.7949548,0,0,0.331168858,0.331168858
2.77,-51.768678,-51.768678,0,0,0.331139313,0.331139313
2.775,-51.7423788,-51.7423788,0,0,0.331109875,0.331109875
2.78,-51.7160574,-51.7160574,0,0,0.331080545,0.331080545
2.785,-51.6897141,-51.6897141,0,0,0.331051322,0.331051322
2.79,-51.663349,-51.663349,0,0,0.331022207,0.331022207
2.795,-51.6369624,-51.6369624,0,0,0.330993199,0.330993199
2.8,-51.6105545,-51.6105545,0,0,0.330964298,0.330964298
2.805,-51.5841255,-51.5841255,0,0,0.330935505,0.330935505
2.81,-51.5576757,-51.5576757,0,0,0.330906818,0.330906818
2.815,-51.5312052,-51.5312052,0,0,0.330878237,0.330878237
2.82,-51.5047142,-51.5047142,0,0,0.330849763,0.330849763
2.825,-51.4782031,-51.4782031,0,0,0.330821396,0.330821396
2.83,-51.4516719,-51.4516719,0,0,0.330793134,0.330793134
2.835,-51.4251209,-51.4251209,0,0,0.330764979,0.330764979
2.84,-51.3985503,-51.3985503,0,0,0.330736929,0.330736929
2.845,-51.3719604,-51.3719604,0,0,0.330708984,0.330708984
2.85,-51.3453513,-51.3453513,0,0,0.330681146,0.330681146
2.855,-51.3187232,-51.3187232,0,0,0.330653412,0.330653412
2.86,-51.2920764,-51.2920764,0,0,0.330625784,0.330625784
2.865,-51.265411,-51.265411,0,0,0.33059826,0.33059826
2.87,-51.2387273,-51.2387273,0,0,0.330570841,0.330570841
2.875,-51.2120254,-51.2120254,0,0,0.330543527,0.330543527
2.88,-51.1853056,-51.1853056,0,0,0.330516317,0.330516317
2.885,-51.1585681,-51.1585681,0,0,0.330489212,0.330489212
2.89,-51.131813,-51.131813,0,0,0.33046221,0.33046221
2.895,-51.1050406,-51.1050406,0,0,0.330435313,0.330435313
2.9,-51.0782511,-51.0782511,0,0,0.330408519,0.330408519
2.905,-51.0514446,-51.0514446,0,0,0.330381829,0.330381829
2.91,-51.0246213,-51.0246213,0,0,0.330355243,0.330355243
2.915,-50.9977815,-50.9977815,0,0,0.33032876,0.33032876
2.92,-50.9709254,-50.9709254,0,0,0.330302379,0.330302379
2.925,-50.9440531,-50.9440531,0,0,0.330276102,0.330276102
2.93,-50.9171648,-50.9171648,0,0,0.330249928,0.330249928
2.935,-50.8902608,-50.8902608,0,0,0.330223856,0.330223856
2.94,-50.8633411,-50.8633411,0,0,0.330197887,0.330197887
2.945,-50.8364061,-50.8364061,0,0,0.33017202,0.33017202
2.95,-50.8094558,-50.8094558,0,0,0.330146256,0.330146256
2.955,-50.7824905,-50.7824905,0,0,0.330120593,0.330120593
2.96,-50.7555104,-50.7555104,0,0,0.330095032,0.330095032
2.965,-50.7285157,-50.7285157,0,0,0.330069573,0.330069573
2.97,-50.7015064,-50.7015064,0,0,0.330044215,0.330044215
2.975,-50.6744829,-50.6744829,0,0,0.330018959,0.330018959
2.98,-50.6474453,-50.6474453,0,0,0.329993804,0.329993804
2.985,-50.6203938,-50.6203938,0,0,0.32996875,0.32996875
2.99,-50.5933286,-50.5933286,0,0,0.329943797,0.329943797
2.995,-50.5662498,-50.5662498,0,0,0.329918945,0.329918945
3,-50.5391576,-50.5391576,0,0,0.329894193,0.329894193
3.005,-50.5120522,-50.5120522,0,0,0.329869542,0.329869542
3.01,-50.4849338,-50.4849338,0,0,0.329844991,0.329844991
3.015,-50.4578026,-50.4578026,0,0,0.32982054,0.32982054
3.02,-50.4306587,-50.4306587,0,0,0.329796189,0.329796189
3.025,-50.4035023,-50.4035023,0,0,0.329771938,0.329771938
3.03,-50.3763336,-50.3763336,0,0,0.329747787,0.329747787
3.035,-50.3491527,-50.3491527,0,0,0.329723735,0.329723735
3.04,-50.3219599,-50.3219599,0,0,0.329699782,0.329699782
3.045,-50.2947553,-50.2947553,0,0,0.329675929,0.329675929
3.05,-50.267539,-50.267539,0,0,0.329652175,0.329652175
3.055,-50.2403113,-50.2403113,0,0,0.329628519,0.329628519
3.06,-50.2130723,-50.2130723,0,0,0.329604962,0.329604962
3.065,-50.1858221,-50.1858221,0,0,0.329581504,0.329581504
3.07,-50.158561,-50.158561,0,0,0.329558145,0.329558145
3.075,-50.1312892,-50.1312892,0,0,0.329534883,0.329534883
3.08,-50.1040067,-50.1040067,0,0,0.32951172,0.32951172
3.085,-50.0767137,-50.0767137,0,0,0.329488655,0.329488655
3.09,-50.0494104,-50.0494104,0,0,0.329465687,0.329465687
3.095,-50.022097,-50.022097,0,0,0.329442817,0.329442817
3.1,-49.9947737,-49.9947737,0,0,0.329420045,0.329420045
3.105,-49.9674405,-49.9674405,0,0,0.32939737,0.32939737
3.11,-49.9400976,-49.9400976,0,0,0.329374792,0.329374792
3.115,-49.9127453,-49.9127453,0,0,0.329352312,0.329352312
3.12,-49.8853837,-49.8853837,0,0,0.329329928,0.329329928
3.125,-49.8580128,-49.8580128,0,0,0.329307641,0.329307641
3.13,-49.830633,-49.830633,0,0,0.329285451,0.329285451
3.135,-49.8032443,-49.8032443,0,0,0.329263357,0.329263357
3.14,-49.7758469,-49.7758469,0,0,0.32924136,0.32924136
3.145,-49.7484409,-49.7484409,0,0,0.329219458,0.329219458
3.15,-49.7210266,-49.7210266,0,0,0.329197653,0.329197653
3.155,-49.693604,-49.693604,0,0,0.329175944,0.329175944
3.16,-49.6661733,-49.6661733,0,0,0.32915433,0.32915433
3.165,-49.6387347,-49.6387347,0,0,0.329132812,0.329132812
3.17,-49.6112882,-49.6112882,0,0,0.32911139,0.32911139
3.175,-49.5838342,-49.5838342,0,0,0.329090062,0.329090062
3.18,-49.5563727,-49.5563727,0,0,0.32906883,0.32906883
3.185,-49.5289038,-49.5289038,0,0,0.329047693,0.329047693
3.19,-49.5014277,-49.5014277,0,0,0.329026651,0.329026651
3.195,-49.4739446,-49.4739446,0,0,0.329005703,0.329005703
3.2,-49.4464546,-49.4464546,0,0,0.328984851,0.328984851
3.205,-49.4189578,-49.4189578,0,0,0.328964092,0.328964092
3.21,-49.3914544,-49.3914544,0,0,0.328943428,0.328943428
3.215,-49.3639446,-49.3639446,0,0,0.328922858,0.328922858
3.22,-49.3364284,-49.3364284,0,0,0.328902382,0.328902382
3.225,-49.3089061,-49.3089061,0,0,0.328882,0.328882
3.23,-49.2813777,-49.2813777,0,0,0.328861711,0.328861711
3.235,-49.2538434,-49.2538434,0,0,0.328841516,0.328841516
3.24,-49.2263034,-49.2263034,0,0,0.328821415,0.328821415
3.245,-49.1987578,-49.1987578,0,0,0.328801407,0.328801407
3.25,-49.1712066,-49.1712066,0,0,0.328781492,0.328781492
3.255,-49.1436502,-49.1436502,0,0,0.32876167,0.32876167
3.26,-49.1160885,-49.1160885,0,0,0.328741941,0.328741941
3.265,-49.0885218,-49.0885218,0,0,0.328722304,0.328722304
3.27,-49.0609502,-49.0609502,0,0,0.32870276,0.32870276
3.275,-49.0333737,-49.0333737,0,0,0.328683309,0.328683309
3.28,-49.0057926,-49.0057926,0,0,0.32866395,0.32866395
3.285,-48.978207,-48.978207,0,0,0.328644683,0.328644683
3.29,-48.950617,-48.950617,0,0,0.328625508,0.328625508
3.295,-48.9230227,-48.9230227,0,0,0.328606425,0.328606425
3.3,-48.8954244,-48.8954244,0,0,0.328587434,0.328587434
3.305,-48.867822,-48.867822,0,0,0.328568534,0.328568534
3.31,-48.8402157,-48.8402157,0,0,0.328549726,0.328549726
3.315,-48.8126058,-48.8126058,0,0,0.32853101,0.32853101
3.32,-48.7849922,-48.7849922,0,0,0.328512384,0.328512384
3.325,-48.7573751,-48.7573751,0,0,0.328493849,0.328493849
3.33,-48.7297547,-48.7297547,0,0,0.328475406,0.328475406
3.335,-48.7021311,-48.7021311,0,0,0.328457053,0.328457053
3.34,-48.6745044,-48.6745044,0,0,0.328438791,0.328438791
3.345,-48.6468747,-48.6468747,0,0,0.328420619,0.328420619
3.35,-48.6192422,-48.6192422,0,0,0.328402538,0.328402538
3.355,-48.5916069,-48.5916069,0,0,0.328384547,0.328384547
3.36,-48.5639691,-48.5639691,0,0,0.328366646,0.328366646
3.365,-48.5363288,-48.5363288,0,0,0.328348835,0.328348835
3.37,-48.5086861,-48.5086861,0,0,0.328331114,0.328331114
3.375,-48.4810412,-48.4810412,0,0,0.328313482,0.328313482
3.38,-48.4533942,-48.4533942,0,0,0.328295941,0.328295941
3.385,-48.4257453,-48.4257453,0,0,0.328278488,0.328278488
3.39,-48.3980945,-48.3980945,0,0,0.328261125,0.328261125
3.395,-48.3704419,-48.3704419,0,0,0.328243851,0.328243851
3.4,-48.3427877,-48.3427877,0,0,0.328226666,0.328226666
3.405,-48.315132,-48.315132,0,0,0.32820957,0.32820957
3.41,-48.2874749,-48.2874749,0,0,0.328192563,0.328192563
3.415,-48.2598165,-48.2598165,0,0,0.328175644,0.328175644
3.42,-48.232157,-48.232157,0,0,0.328158814,0.328158814
3.425,-48.2044965,-48.2044965,0,0,0.328142073,0.328142073
3.43,-48.176835,-48.176835,0,0,0.328125419,0.328125419
3.435,-48.1491727,-48.1491727,0,0,0.328108854,0.328108854
3.44,-48.1215097,-48.1215097,0,0,0.328092376,0.328092376
3.445,-48.0938462,-48.0938462,0,0,0.328075987,0.328075987
3.45,-48.0661822,-48.0661822,0,0,0.328059685,0.328059685
3.455,-48.0385178,-48.0385178,0,0,0.328043471,0.328043471
3.46,-48.0108532,-48.0108532,0,0,0.328027344,0.328027344
3.465,-47.9831884,-47.9831884,0,0,0.328011304,0.328011304
3.47,-47.9555236,-47.9555236,0,0,0.327995352,0.327995352
3.475,-47.9278589,-47.9278589,0,0,0.327979487,0.327979487
3.48,-47.9001944,-47.9001944,0,0,0.327963709,0.327963709
3.485,-47.8725302,-47.8725302,0,0,0.327948017,0.327948017
3.49,-47.8448665,-47.8448665,0,0,0.327932412,0.327932412
3.495,-47.8172032,-47.8172032,0,0,0.327916894,0.327916894
3.5,-47.7895406,-47.7895406,0,0,0.327901462,0.327901462
3.505,-47.7618787,-47.7618787,0,0,0.327886117,0.327886117
3.51,-47.7342177,-47.7342177,0,0,0.327870858,0.327870858
3.515,-47.7065576,-47.7065576,0,0,0.327855684,0.327855684
3.52,-47.6788985,-47.6788985,0,0,0.327840597,0.327840597
3.525,-47.6512406,-47.6512406,0,0,0.327825595,0.327825595
3.53,-47.623584,-47.623584,0,0,0.327810679,0.327810679
3.535,-47.5959287,-47.5959287,0,0,0.327795849,0.327795849
3.54,-47.5682749,-47.5682749,0,0,0.327781104,0.327781104
3.545,-47.5406227,-47.5406227,0,0,0.327766444,0.327766444
3.55,-47.5129721,-47.5129721,0,0,0.32775187,0.32775187
3.555,-47.4853233,-47.4853233,0,0,0.32773738,0.32773738
3.56,-47.4576764,-47.4576764,0,0,0.327722975,0.327722975
3.565,-47.4300315,-47.4300315,0,0,0.327708656,0.327708656
3.57,-47.4023886,-47.4023886,0,0,0.32769442,0.32769442
3.575,-47.3747479,-47.3747479,0,0,0.32768027,0.32768027
3.58,-47.3471094,-47.3471094,0,0,0.327666204,0.327666204
3.585,-47.3194733,-47.3194733,0,0,0.327652222,0.327652222
3.59,-47.2918397,-47.2918397,0,0,0.327638324,0.327638324
3.595,-47.2642087,-47.2642087,0,0,0.32762451,0.32762451
3.6,-47.2365803,-47.2365803,0,0,0.32761078,0.32761078
3.605,-47.2089546,-47.2089546,0,0,0.327597134,0.327597134
3.61,-47.1813318,-47.1813318,0,0,0.327583572,0.327583572
3.615,-47.153712,-47.153712,0,0,0.327570093,0.327570093
3.62,-47.1260952,-47.1260952,0,0,0.327556698,0.327556698
3.625,-47.0984815,-47.0984815,0,0,0.327543386,0.327543386
3.63,-47.070871,-47.070871,0,0,0.327530157,0.327530157
3.635,-47.0432638,-47.0432638,0,0,0.327517011,0.327517011
3.64,-47.0156601,-47.0156601,0,0,0.327503948,0.327503948
3.645,-46.9880599,-46.9880599,0,0,0.327490968,0.327490968
3.65,-46.9604632,-46.9604632,0,0,0.327478071,0.327478071
3.655,-46.9328702,-46.9328702,0,0,0.327465256,0.327465256
3.66,-46.905281,-46.905281,0,0,0.327452523,0.327452523
3.665,-46.8776957,-46.8776957,0,0,0.327439873,0.327439873
3.67,-46.8501143,-46.8501143,0,0,0.327427306,0.327427306
3.675,-46.822537,-46.822537,0,0,0.32741482,0.32741482
3.68,-46.7949638,-46.7949638,0,0,0.327402416,0.327402416
3.685,-46.7673948,-46.7673948,0,0,0.327390094,0.327390094
3.69,-46.7398301,-46.7398301,0,0,0.327377854,0.327377854
3.695,-46.7122698,-46.7122698,0,0,0.327365696,0.327365696
3.7,-46.684714,-46.684714,0,0,0.327353619,0.327353619
3.705,-46.6571627,-46.6571627,0,0,0.327341623,0.327341623
3.71,-46.6296161,-46.6296161,0,0,0.327329709,0.327329709
3.715,-46.6020742,-46.6020742,0,0,0.327317876,0.327317876
3.72,-46.5745372,-46.5745372,0,0,0.327306124,0.327306124
3.725,-46.547005,-46.547005,0,0,0.327294453,0.327294453
3.73,-46.5194779,-46.5194779,0,0,0.327282862,0.327282862
3.735,-46.4919558,-46.4919558,0,0,0.327271353,0.327271353
3.74,-46.4644388,-46.4644388,0,0,0.327259923,0.327259923
3.745,-46.4369271,-46.4369271,0,0,0.327248575,0.327248575
3.75,-46.4094207,-46.4094207,0,0,0.327237306,0.327237306
3.755,-46.3819197,-46.3819197,0,0,0.327226118,0.327226118
3.76,-46.3544242,-46.3544242,0,0,0.32721501,0.32721501
3.765,-46.3269343,-46.3269343,0,0,0.327203982,0.327203982
3.77,-46.29945,-46.29945,0,0,0.327193034,0.327193034
3.775,-46.2719714,-46.2719714,0,0,0.327182166,0.327182166
3.78,-46.2444986,-46.2444986,0,0,0.327171377,0.327171377
3.785,-46.2170317,-46.2170317,0,0,0.327160668,0.327160668
3.79,-46.1895707,-46.1895707,0,0,0.327150038,0.327150038
3.795,-46.1621158,-46.1621158,0,0,0.327139488,0.327139488
3.8,-46.134667,-46.134667,0,0,0.327129016,0.327129016
3.805,-46.1072244,-46.1072244,0,0,0.327118624,0.327118624
3.81,-46.079788,-46.079788,0,0,0.327108311,0.327108311
3.815,-46.052358,-46.052358,0,0,0.327098077,0.327098077
3.82,-46.0249344,-46.0249344,0,0,0.327087921,0.327087921
3.825,-45.9975173,-45.9975173,0,0,0.327077844,0.327077844
3.83,-45.9701068,-45.9701068,0,0,0.327067845,0.327067845
3.835,-45.9427029,-45.9427029,0,0,0.327057925,0.327057925
3.84,-45.9153057,-45.9153057,0,0,0.327048084,0.327048084
3.845,-45.8879153,-45.8879153,0,0,0.32703832,0.32703832
3.85,-45.8605318,-45.8605318,0,0,0.327028634,0.327028634
3.855,-45.8331553,-45.8331553,0,0,0.327019027,0.327019027
3.86,-45.8057857,-45.8057857,0,0,0.327009497,0.327009497
3.865,-45.7784232,-45.7784232,0,0,0.327000045,0.327000045
3.87,-45.7510679,-45.7510679,0,0,0.326990671,0.326990671
3.875,-45.7237198,-45.7237198,0,0,0.326981374,0.326981374
3.88,-45.696379,-45.696379,0,0,0.326972154,0.326972154
3.885,-45.6690455,-45.6690455,0,0,0.326963012,0.326963012
3.89,-45.6417195,-45.6417195,0,0,0.326953947,0.326953947
3.895,-45.6280851,-45.6280851,0,0,0.326944959,0.326944959
3.9,-45.6155839,-45.6155839,0,0,0.326936048,0.326936048
3.905,-45.6030346,-45.6030346,0,0,0.326927214,0.326927214
3.91,-45.5904372,-45.5904372,0,0,0.326918457,0.326918457
3.915,-45.577792,-45.577792,0,0,0.326909776,0.326909776
3.92,-45.5650992,-45.5650992,0,0,0.326901172,0.326901172
3.925,-45.5523589,-45.5523589,0,0,0.326892645,0.326892645
3.93,-45.5395715,-45.5395715,0,0,0.326884193,0.326884193
3.935,-45.5267372,-45.5267372,0,0,0.326875818,0.326875818
3.94,-45.513856,-45.513856,0,0,0.32686752,0.32686752
3.945,-45.5009283,-45.5009283,0,0,0.326859297,0.326859297
3.95,-45.4879543,-45.4879543,0,0,0.32685115,0.32685115
3.955,-45.4749341,-45.4749341,0,0,0.326843079,0.326843079
3.96,-45.4618679,-45.4618679,0,0,0.326835084,0.326835084
3.965,-45.448756,-45.448756,0,0,0.326827165,0.326827165
3.97,-45.4355986,-45.4355986,0,0,0.326819321,0.326819321
3.975,-45.4223959,-45.4223959,0,0,0.326811553,0.326811553
3.98,-45.409148,-45.409148,0,0,0.32680386,0.32680386
3.985,-45.3958552,-45.3958552,0,0,0.326796242,0.326796242
3.99,-45.3825177,-45.3825177,0,0,0.3267887,0.3267887
3.995,-45.3691357,-45.3691357,0,0,0.326781232,0.326781232
4,-45.3557094,-45.3557094,0,0,0.32677384,0.32677384
4.005,-45.342239,-45.342239,0,0,0.326766522,0.326766522
4.01,-45.3287246,-45.3287246,0,0,0.32675928,0.32675928
4.015,-45.3151666,-45.3151666,0,0,0.326752112,0.326752112
4.02,-45.301565,-45.301565,0,0,0.326745018,0.326745018
4.025,-45.2879201,-45.2879201,0,0,0.326737999,0.326737999
4.03,-45.2742321,-45.2742321,0,0,0.326731055,0.326731055
4.035,-45.2605012,-45.2605012,0,0,0.326724185,0.326724185
4.04,-45.2467276,-45.2467276,0,0,0.326717389,0.326717389
4.045,-45.2329114,-45.2329114,0,0,0.326710667,0.326710667
4.05,-45.219053,-45.219053,0,0,0.326704019,0.326704019
4.055,-45.2051523,-45.2051523,0,0,0.326697445,0.326697445
4.06,-45.1912098,-45.1912098,0,0,0.326690945,0.326690945
4.065,-45.1772255,-45.1772255,0,0,0.326684519,0.326684519
4.07,-45.1631996,-45.1631996,0,0,0.326678166,0.326678166
