t,x,y,z,vx,vy,vz,roll,pitch,yaw,mass,mach,thrust
3.55,1998.11465,0,1315.22942,467.615922,0,233.680572,0,0,0,22,1.55948526,0
3.555,2000.45213,0,1316.39727,467.378357,0,233.461576,0,0,0,22,1.55858043,0
3.56,2002.78843,0,1317.56403,467.14093,0,233.243022,0,0,0,22,1.55767657,0
3.565,2005.12354,0,1318.7297,466.903642,0,233.024908,0,0,0,22,1.55677366,0
3.57,2007.45747,0,1319.89428,466.666492,0,232.807235,0,0,0,22,1.55587171,0
3.575,2009.79021,0,1321.05778,466.42948,0,232.590001,0,0,0,22,1.55497071,0
3.58,2012.12176,0,1322.22019,466.192606,0,232.373204,0,0,0,22,1.55407067,0
3.585,2014.45214,0,1323.38151,465.95587,0,232.156846,0,0,0,22,1.55317157,0
3.59,2016.78132,0,1324.54175,465.719273,0,231.940923,0,0,0,22,1.55227343,0
3.595,2019.10933,0,1325.70092,465.482814,0,231.725436,0,0,0,22,1.55137624,0
3.6,2021.43615,0,1326.85901,465.246493,0,231.510383,0,0,0,22,1.55048,0
3.605,2023.76179,0,1328.01603,465.01031,0,231.295764,0,0,0,22,1.5495847,0
3.61,2026.08626,0,1329.17197,464.774265,0,231.081577,0,0,0,22,1.54869034,0
3.615,2028.40954,0,1330.32684,464.538358,0,230.867822,0,0,0,22,1.54779693,0
3.62,2030.73164,0,1331.48065,464.30259,0,230.654498,0,0,0,22,1.54690445,0
3.625,2033.05256,0,1332.63339,464.066959,0,230.441604,0,0,0,22,1.54601292,0
3.63,2035.37231,0,1333.78507,463.831467,0,230.229139,0,0,0,22,1.54512233,0
3.635,2037.69088,0,1334.93568,463.596113,0,230.017102,0,0,0,22,1.54423267,0
3.64,2040.00827,0,1336.08524,463.360896,0,229.805492,0,0,0,22,1.54334394,0
3.645,2042.32449,0,1337.23374,463.125818,0,229.594309,0,0,0,22,1.54245615,0
3.65,2044.63953,0,1338.38118,462.890878,0,229.383551,0,0,0,22,1.5415693,0
3.655,2046.9534,0,1339.52757,462.656075,0,229.173217,0,0,0,22,1.54068337,0
3.66,2049.26609,0,1340.67291,462.421411,0,228.963307,0,0,0,22,1.53979837,0
3.665,2051.57761,0,1341.81721,462.186885,0,228.75382,0,0,0,22,1.5389143,0
3.67,2053.88796,0,1342.96045,461.952496,0,228.544755,0,0,0,22,1.53803115,0
3.675,2056.19714,0,1344.10266,461.718246,0,228.336111,0,0,0,22,1.53714893,0
3.68,2058.50514,0,1345.24382,461.484133,0,228.127887,0,0,0,22,1.53626763,0
3.685,2060.81198,0,1346.38394,461.250158,0,227.920082,0,0,0,22,1.53538725,0
3.69,2063.11764,0,1347.52302,461.016321,0,227.712695,0,0,0,22,1.53450779,0
3.695,2065.42214,0,1348.66106,460.782622,0,227.505726,0,0,0,22,1.53362925,0
3.7,2067.72547,0,1349.79808,460.549061,0,227.299173,0,0,0,22,1.53275163,0
3.705,2070.02763,0,1350.93406,460.315637,0,227.093037,0,0,0,22,1.53187492,0
3.71,2072.32863,0,1352.06901,460.082351,0,226.887315,0,0,0,22,1.53099913,0
3.715,2074.62846,0,1353.20293,459.849203,0,226.682007,0,0,0,22,1.53012424,0
3.72,2076.92712,0,1354.33583,459.616193,0,226.477112,0,0,0,22,1.52925027,0
3.725,2079.22462,0,1355.4677,459.38332,0,226.272629,0,0,0,22,1.52837721,0
3.73,2081.52095,0,1356.59856,459.150585,0,226.068558,0,0,0,22,1.52750506,0
3.735,2083.81612,0,1357.72839,458.917988,0,225.864897,0,0,0,22,1.52663381,0
3.74,2086.11013,0,1358.85721,458.685528,0,225.661646,0,0,0,22,1.52576347,0
3.745,2088.40298,0,1359.98501,458.453206,0,225.458804,0,0,0,22,1.52489403,0
3.75,2090.69467,0,1361.1118,458.221021,0,225.25637,0,0,0,22,1.52402549,0
3.755,2092.98519,0,1362.23757,457.988974,0,225.054342,0,0,0,22,1.52315786,0
3.76,2095.27456,0,1363.36234,457.757064,0,224.852722,0,0,0,22,1.52229112,0
3.765,2097.56276,0,1364.4861,457.525292,0,224.651506,0,0,0,22,1.52142528,0
3.77,2099.84981,0,1365.60886,457.293658,0,224.450695,0,0,0,22,1.52056034,0
3.775,2102.1357,0,1366.73061,457.06216,0,224.250288,0,0,0,22,1.51969629,0
3.78,2104.42043,0,1367.85136,456.8308,0,224.050284,0,0,0,22,1.51883314,0
3.785,2106.70401,0,1368.97111,456.599578,0,223.850682,0,0,0,22,1.51797087,0
3.79,2108.98643,0,1370.08987,456.368493,0,223.651481,0,0,0,22,1.5171095,0
3.795,2111.26769,0,1371.20763,456.137545,0,223.45268,0,0,0,22,1.51624902,0
3.8,2113.5478,0,1372.3244,455.906734,0,223.254279,0,0,0,22,1.51538942,0
3.805,2115.82676,0,1373.44017,455.676061,0,223.056277,0,0,0,22,1.51453072,0
3.81,2118.10456,0,1374.55496,455.445525,0,222.858673,0,0,0,22,1.51367289,0
3.815,2120.38122,0,1375.66876,455.215126,0,222.661465,0,0,0,22,1.51281595,0
3.82,2122.65672,0,1376.78157,454.984864,0,222.464654,0,0,0,22,1.51195989,0
3.825,2124.93106,0,1377.89341,454.754739,0,222.268238,0,0,0,22,1.51110472,0
3.83,2127.20426,0,1379.00426,454.524752,0,222.072217,0,0,0,22,1.51025042,0
3.835,2129.47631,0,1380.11413,454.294901,0,221.87659,0,0,0,22,1.509397,0
3.84,2131.74721,0,1381.22302,454.065188,0,221.681356,0,0,0,22,1.50854445,0
3.845,2134.01696,0,1382.33094,453.835611,0,221.486514,0,0,0,22,1.50769279,0
3.85,2136.28557,0,1383.43789,453.606172,0,221.292063,0,0,0,22,1.50684199,0
3.855,2138.55303,0,1384.54387,453.376869,0,221.098002,0,0,0,22,1.50599207,0
3.86,2140.81934,0,1385.64887,453.147703,0,220.904332,0,0,0,22,1.50514302,0
3.865,2143.0845,0,1386.75291,452.918674,0,220.71105,0,0,0,22,1.50429483,0
3.87,2145.34853,0,1387.85598,452.689782,0,220.518156,0,0,0,22,1.50344752,0
3.875,2147.6114,0,1388.95809,452.461027,0,220.32565,0,0,0,22,1.50260107,0
3.88,2149.87314,0,1390.05924,452.232408,0,220.13353,0,0,0,22,1.50175549,0
3.885,2152.13373,0,1391.15943,452.003926,0,219.941796,0,0,0,22,1.50091077,0
3.89,2154.39318,0,1392.25866,451.775581,0,219.750447,0,0,0,22,1.50006692,0
3.895,2156.65148,0,1393.35693,451.547373,0,219.559482,0,0,0,22,1.49922393,0
3.9,2158.90865,0,1394.45426,451.319232,0,219.368867,0,0,0,22,1.49838156,0
3.905,2161.16468,0,1395.55062,451.091154,0,219.178598,0,0,0,22,1.49753982,0
3.91,2163.41956,0,1396.64604,450.863139,0,218.988676,0,0,0,22,1.49669868,0
3.915,2165.67331,0,1397.74051,450.635187,0,218.799098,0,0,0,22,1.49585816,0
3.92,2167.92591,0,1398.83403,450.407298,0,218.609866,0,0,0,22,1.49501825,0
3.925,2170.17738,0,1399.92661,450.179472,0,218.420978,0,0,0,22,1.49417895,0
3.93,2172.42771,0,1401.01824,449.951711,0,218.232433,0,0,0,22,1.49334026,0
3.935,2174.6769,0,1402.10894,449.724013,0,218.044232,0,0,0,22,1.49250218,0
3.94,2176.92495,0,1403.19869,449.496379,0,217.856372,0,0,0,22,1.49166471,0
3.945,2179.17186,0,1404.2875,449.26881,0,217.668855,0,0,0,22,1.49082785,0
3.95,2181.41764,0,1405.37538,449.041305,0,217.481679,0,0,0,22,1.4899916,0
3.955,2183.66227,0,1406.46232,448.813865,0,217.294843,0,0,0,22,1.48915597,0
3.96,2185.90578,0,1407.54833,448.586491,0,217.108348,0,0,0,22,1.48832094,0
3.965,2188.14814,0,1408.6334,448.359181,0,216.922192,0,0,0,22,1.48748651,0
3.97,2190.38937,0,1409.71755,448.131938,0,216.736375,0,0,0,22,1.4866527,0
3.975,2192.62946,0,1410.80077,447.90476,0,216.550896,0,0,0,22,1.48581949,0
3.98,2194.86842,0,1411.88306,447.677648,0,216.365755,0,0,0,22,1.4849869,0
3.985,2197.10624,0,1412.96443,447.450602,0,216.180951,0,0,0,22,1.4841549,0
3.99,2199.34292,0,1414.04487,447.223623,0,215.996484,0,0,0,22,1.48332352,0
3.995,2201.57847,0,1415.12439,446.99671,0,215.812353,0,0,0,22,1.48249274,0
4,2203.81289,0,1416.20299,446.769864,0,215.628557,0,0,0,22,1.48166257,0
4.005,2206.04617,0,1417.28068,446.543086,0,215.445096,0,0,0,22,1.480833,0
4.01,2208.27832,0,1418.35745,446.316375,0,215.261969,0,0,0,22,1.48000404,0
4.015,2210.50934,0,1419.4333,446.089731,0,215.079175,0,0,0,22,1.47917569,0
4.02,2212.73922,0,1420.50824,445.863155,0,214.896715,0,0,0,22,1.47834793,0
4.025,2214.96797,0,1421.58227,445.636647,0,214.714588,0,0,0,22,1.47752079,0
4.03,2217.19558,0,1422.65539,445.410208,0,214.532792,0,0,0,22,1.47669424,0
4.035,2219.42207,0,1423.7276,445.183837,0,214.351328,0,0,0,22,1.4758683,0
4.04,2221.64742,0,1424.7989,444.957534,0,214.170194,0,0,0,22,1.47504297,0
4.045,2223.87164,0,1425.8693,444.7313,0,213.989391,0,0,0,22,1.47421823,0
4.05,2226.09474,0,1426.93879,444.505136,0,213.808918,0,0,0,22,1.4733941,0
4.055,2228.3167,0,1428.00739,444.279041,0,213.628773,0,0,0,22,1.47257057,0
4.06,2230.53753,0,1429.07508,444.053015,0,213.448957,0,0,0,22,1.47174764,0
4.065,2232.75723,0,1430.14188,443.827059,0,213.269469,0,0,0,22,1.47092531,0
4.07,2234.9758,0,1431.20778,443.601173,0,213.090309,0,0,0,22,1.47010359,0
4.075,2237.19324,0,1432.27278,443.375357,0,212.911475,0,0,0,22,1.46928246,0
4.08,2239.40955,0,1433.33689,443.149611,0,212.732967,0,0,0,22,1.46846194,0
4.085,2241.62473,0,1434.40011,442.923936,0,212.554785,0,0,0,22,1.46764201,0
4.09,2243.83879,0,1435.46244,442.698332,0,212.376929,0,0,0,22,1.46682269,0
4.095,2246.05172,0,1436.52388,442.472798,0,212.199397,0,0,0,22,1.46600396,0
4.1,2248.26352,0,1437.58444,442.247336,0,212.022188,0,0,0,22,1.46518583,0
4.105,2250.47419,0,1438.64411,442.021945,0,211.845304,0,0,0,22,1.4643683,0
4.11,2252.68374,0,1439.70289,441.796626,0,211.668742,0,0,0,22,1.46355137,0
4.115,2254.89216,0,1440.76079,441.571378,0,211.492503,0,0,0,22,1.46273504,0
4.12,2257.09945,0,1441.81782,441.346202,0,211.316585,0,0,0,22,1.4619193,0
4.125,2259.30562,0,1442.87396,441.121099,0,211.140989,0,0,0,22,1.46110416,0
4.13,2261.51066,0,1443.92923,440.896068,0,210.965713,0,0,0,22,1.46028962,0
4.135,2263.71458,0,1444.98362,440.671109,0,210.790757,0,0,0,22,1.45947567,0
4.14,2265.91737,0,1446.03714,440.446223,0,210.616121,0,0,0,22,1.45866232,0
4.145,2268.11904,0,1447.08978,440.22141,0,210.441804,0,0,0,22,1.45784957,0
4.15,2270.31959,0,1448.14155,439.996671,0,210.267806,0,0,0,22,1.45703741,0
4.155,2272.51901,0,1449.19246,439.772004,0,210.094125,0,0,0,22,1.45622584,0
4.16,2274.71731,0,1450.2425,439.547411,0,209.920762,0,0,0,22,1.45541487,0
4.165,2276.91448,0,1451.29167,439.322892,0,209.747715,0,0,0,22,1.4546045,0
4.17,2279.11054,0,1452.33997,439.098447,0,209.574985,0,0,0,22,1.45379471,0
4.175,2281.30547,0,1453.38742,438.874075,0,209.40257,0,0,0,22,1.45298552,0
4.18,2283.49928,0,1454.434,438.649778,0,209.230471,0,0,0,22,1.45217693,0
4.185,2285.69197,0,1455.47972,438.425556,0,209.058686,0,0,0,22,1.45136892,0
4.19,2287.88353,0,1456.52459,438.201408,0,208.887215,0,0,0,22,1.45056151,0
4.195,2290.07398,0,1457.5686,437.977335,0,208.716058,0,0,0,22,1.44975469,0
4.2,2292.26331,0,1458.61175,437.753337,0,208.545214,0,0,0,22,1.44894846,0
4.205,2294.45152,0,1459.65405,437.529414,0,208.374682,0,0,0,22,1.44814283,0
4.21,2296.6386,0,1460.6955,437.305567,0,208.204463,0,0,0,22,1.44733778,0
4.215,2298.82457,0,1461.7361,437.081795,0,208.034554,0,0,0,22,1.44653333,0
4.22,2301.00942,0,1462.77584,436.858099,0,207.864957,0,0,0,22,1.44572946,0
4.225,2303.19315,0,1463.81475,436.634478,0,207.69567,0,0,0,22,1.44492619,0
4.23,2305.37577,0,1464.8528,436.410934,0,207.526692,0,0,0,22,1.4441235,0
4.235,2307.55726,0,1465.89001,436.187467,0,207.358024,0,0,0,22,1.4433214,0
4.24,2309.73764,0,1466.92638,435.964075,0,207.189664,0,0,0,22,1.44251989,0
4.245,2311.9169,0,1467.96191,435.740761,0,207.021613,0,0,0,22,1.44171897,0
4.25,2314.09505,0,1468.9966,435.517523,0,206.853869,0,0,0,22,1.44091864,0
4.255,2316.27208,0,1470.03045,435.294362,0,206.686432,0,0,0,22,1.4401189,0
4.26,2318.44799,0,1471.06346,435.071278,0,206.519302,0,0,0,22,1.43931974,0
4.265,2320.62279,0,1472.09564,434.848271,0,206.352478,0,0,0,22,1.43852117,0
4.27,2322.79648,0,1473.12699,434.625343,0,206.185959,0,0,0,22,1.43772319,0
4.275,2324.96904,0,1474.1575,434.402491,0,206.019746,0,0,0,22,1.43692579,0
4.28,2327.1405,0,1475.18719,434.179718,0,205.853836,0,0,0,22,1.43612898,0
4.285,2329.31084,0,1476.21604,433.957023,0,205.688231,0,0,0,22,1.43533275,0
4.29,2331.48007,0,1477.24407,433.734405,0,205.522929,0,0,0,22,1.43453711,0
4.295,2333.64819,0,1478.27127,433.511867,0,205.35793,0,0,0,22,1.43374205,0
4.3,2335.81519,0,1479.29765,433.289406,0,205.193234,0,0,0,22,1.43294758,0
4.305,2337.98108,0,1480.32321,433.067025,0,205.028839,0,0,0,22,1.43215369,0
4.31,2340.14586,0,1481.34794,432.844722,0,204.864745,0,0,0,22,1.43136038,0
4.315,2342.30953,0,1482.37185,432.622498,0,204.700952,0,0,0,22,1.43056766,0
4.32,2344.47209,0,1483.39495,432.400353,0,204.53746,0,0,0,22,1.42977552,0
4.325,2346.63353,0,1484.41723,432.178288,0,204.374267,0,0,0,22,1.42898397,0
4.33,2348.79387,0,1485.43869,431.956303,0,204.211373,0,0,0,22,1.42819299,0
4.335,2350.95309,0,1486.45934,431.734396,0,204.048778,0,0,0,22,1.4274026,0
4.34,2353.11121,0,1487.47918,431.51257,0,203.886482,0,0,0,22,1.42661279,0
4.345,2355.26822,0,1488.49821,431.290824,0,203.724482,0,0,0,22,1.42582356,0
4.35,2357.42412,0,1489.51643,431.069158,0,203.562781,0,0,0,22,1.42503491,0
4.355,2359.57891,0,1490.53384,430.847572,0,203.401375,0,0,0,22,1.42424684,0
4.36,2361.7326,0,1491.55044,430.626067,0,203.240266,0,0,0,22,1.42345935,0
4.365,2363.88517,0,1492.56624,430.404642,0,203.079453,0,0,0,22,1.42267244,0
4.37,2366.03664,0,1493.58124,430.183298,0,202.918934,0,0,0,22,1.42188611,0
4.375,2368.18701,0,1494.59543,429.962035,0,202.75871,0,0,0,22,1.42110036,0
4.38,2370.33626,0,1495.60883,429.740853,0,202.59878,0,0,0,22,1.42031519,0
4.385,2372.48442,0,1496.62142,429.519752,0,202.439144,0,0,0,22,1.41953059,0
4.39,2374.63146,0,1497.63322,429.298733,0,202.279801,0,0,0,22,1.41874657,0
4.395,2376.7774,0,1498.64422,429.077795,0,202.12075,0,0,0,22,1.41796314,0
4.4,2378.92224,0,1499.65443,428.856939,0,201.961992,0,0,0,22,1.41718027,0
4.405,2381.06597,0,1500.66384,428.636165,0,201.803525,0,0,0,22,1.41639799,0
4.41,2383.2086,0,1501.67246,428.415472,0,201.645348,0,0,0,22,1.41561628,0
4.415,2385.35013,0,1502.68029,428.194862,0,201.487463,0,0,0,22,1.41483515,0
4.42,2387.49055,0,1503.68734,427.974334,0,201.329867,0,0,0,22,1.41405459,0
4.425,2389.62987,0,1504.69359,427.753889,0,201.172562,0,0,0,22,1.41327461,0
4.43,2391.76809,0,1505.69906,427.533526,0,201.015545,0,0,0,22,1.4124952,0
4.435,2393.90521,0,1506.70375,427.313246,0,200.858816,0,0,0,22,1.41171637,0
4.44,2396.04122,0,1507.70765,427.093049,0,200.702376,0,0,0,22,1.41093811,0
4.445,2398.17614,0,1508.71077,426.872934,0,200.546223,0,0,0,22,1.41016042,0
4.45,2400.30995,0,1509.71312,426.652903,0,200.390357,0,0,0,22,1.40938331,0
4.455,2402.44267,0,1510.71468,426.432955,0,200.234778,0,0,0,22,1.40860677,0
4.46,2404.57428,0,1511.71546,426.213091,0,200.079484,0,0,0,22,1.40783081,0
4.465,2406.7048,0,1512.71547,425.99331,0,199.924477,0,0,0,22,1.40705541,0
4.47,2408.83421,0,1513.71471,425.773613,0,199.769754,0,0,0,22,1.40628059,0
4.475,2410.96253,0,1514.71317,425.553999,0,199.615316,0,0,0,22,1.40550634,0
4.48,2413.08975,0,1515.71086,425.33447,0,199.461162,0,0,0,22,1.40473266,0
4.485,2415.21588,0,1516.70778,425.115025,0,199.307291,0,0,0,22,1.40395956,0
4.49,2417.34091,0,1517.70394,424.895664,0,199.153704,0,0,0,22,1.40318702,0
4.495,2419.46484,0,1518.69932,424.676388,0,199.000399,0,0,0,22,1.40241505,0
4.5,2421.58767,0,1519.69394,424.457196,0,198.847376,0,0,0,22,1.40164366,0
4.505,2423.70941,0,1520.6878,424.238088,0,198.694635,0,0,0,22,1.40087283,0
4.51,2425.83005,0,1521.68089,424.019066,0,198.542175,0,0,0,22,1.40010257,0
4.515,2427.9496,0,1522.67322,423.800128,0,198.389995,0,0,0,22,1.39933288,0
4.52,2430.06805,0,1523.66479,423.581276,0,198.238096,0,0,0,22,1.39856376,0
4.525,2432.18541,0,1524.6556,423.362508,0,198.086476,0,0,0,22,1.39779521,0
4.53,2434.30168,0,1525.64566,423.143826,0,197.935136,0,0,0,22,1.39702722,0
4.535,2436.41685,0,1526.63495,422.92523,0,197.784074,0,0,0,22,1.39625981,0
4.54,2438.53093,0,1527.6235,422.706719,0,197.633291,0,0,0,22,1.39549296,0
4.545,2440.64392,0,1528.61129,422.488294,0,197.482785,0,0,0,22,1.39472667,0
4.55,2442.75581,0,1529.59833,422.269954,0,197.332556,0,0,0,22,1.39396095,0
4.555,2444.86662,0,1530.58461,422.051701,0,197.182604,0,0,0,22,1.3931958,0
4.56,2446.97633,0,1531.57015,421.833533,0,197.032929,0,0,0,22,1.39243121,0
4.565,2449.08495,0,1532.55494,421.615452,0,196.883529,0,0,0,22,1.39166719,0
4.57,2451.19249,0,1533.53899,421.397458,0,196.734405,0,0,0,22,1.39090374,0
4.575,2453.29893,0,1534.52229,421.179549,0,196.585555,0,0,0,22,1.39014084,0
4.58,2455.40428,0,1535.50484,420.961728,0,196.43698,0,0,0,22,1.38937852,0
4.585,2457.50855,0,1536.48666,420.743993,0,196.288679,0,0,0,22,1.38861675,0
4.59,2459.61172,0,1537.46773,420.526344,0,196.140651,0,0,0,22,1.38785555,0
4.595,2461.71381,0,1538.44807,420.308783,0,195.992897,0,0,0,22,1.38709491,0
4.6,2463.81481,0,1539.42766,420.091309,0,195.845414,0,0,0,22,1.38633483,0
4.605,2465.91472,0,1540.40652,419.873922,0,195.698204,0,0,0,22,1.38557532,0
4.61,2468.01355,0,1541.38464,419.656623,0,195.551265,0,0,0,22,1.38481637,0
4.615,2470.11129,0,1542.36203,419.43941,0,195.404597,0,0,0,22,1.38405798,0
4.62,2472.20794,0,1543.33869,419.222286,0,195.2582,0,0,0,22,1.38330015,0
4.625,2474.30351,0,1544.31462,419.005249,0,195.112073,0,0,0,22,1.38254288,0
4.63,2476.398,0,1545.28981,418.7883,0,194.966216,0,0,0,22,1.38178617,0
4.635,2478.49139,0,1546.26428,418.571439,0,194.820628,0,0,0,22,1.38103003,0
4.64,2480.58371,0,1547.23802,418.354665,0,194.675309,0,0,0,22,1.38027444,0
4.645,2482.67494,0,1548.21103,418.13798,0,194.530258,0,0,0,22,1.37951941,0
4.65,2484.76509,0,1549.18332,417.921383,0,194.385475,0,0,0,22,1.37876494,0
4.655,2486.85416,0,1550.15489,417.704875,0,194.240959,0,0,0,22,1.37801103,0
4.66,2488.94214,0,1551.12573,417.488455,0,194.09671,0,0,0,22,1.37725768,0
4.665,2491.02904,0,1552.09586,417.272124,0,193.952727,0,0,0,22,1.37650488,0
4.67,2493.11486,0,1553.06526,417.055881,0,193.809011,0,0,0,22,1.37575265,0
4.675,2495.1996,0,1554.03395,416.839727,0,193.665559,0,0,0,22,1.37500097,0
4.68,2497.28326,0,1555.00192,416.623662,0,193.522373,0,0,0,22,1.37424984,0
4.685,2499.36584,0,1555.96917,416.407686,0,193.379452,0,0,0,22,1.37349928,0
4.69,2501.44734,0,1556.93571,416.191799,0,193.236795,0,0,0,22,1.37274926,0
4.695,2503.52775,0,1557.90154,415.976001,0,193.094401,0,0,0,22,1.37199981,0
4.7,2505.6071,0,1558.86666,415.760293,0,192.952271,0,0,0,22,1.37125091,0
4.705,2507.68536,0,1559.83106,415.544674,0,192.810403,0,0,0,22,1.37050257,0
4.71,2509.76254,0,1560.79476,415.329145,0,192.668798,0,0,0,22,1.36975478,0
4.715,2511.83865,0,1561.75775,415.113705,0,192.527454,0,0,0,22,1.36900754,0
4.72,2513.91368,0,1562.72004,414.898356,0,192.386372,0,0,0,22,1.36826086,0
4.725,2515.98763,0,1563.68162,414.683096,0,192.245551,0,0,0,22,1.36751473,0
4.73,2518.06051,0,1564.64249,414.467926,0,192.10499,0,0,0,22,1.36676916,0
4.735,2520.13231,0,1565.60267,414.252846,0,191.964689,0,0,0,22,1.36602413,0
4.74,2522.20304,0,1566.56214,414.037856,0,191.824648,0,0,0,22,1.36527966,0
4.745,2524.27269,0,1567.52091,413.822956,0,191.684867,0,0,0,22,1.36453575,0
4.75,2526.34127,0,1568.47899,413.608147,0,191.545344,0,0,0,22,1.36379238,0
4.755,2528.40877,0,1569.43637,413.393429,0,191.406079,0,0,0,22,1.36304957,0
4.76,2530.4752,0,1570.39305,413.178801,0,191.267072,0,0,0,22,1.3623073,0
4.765,2532.54056,0,1571.34904,412.964263,0,191.128322,0,0,0,22,1.36156559,0
4.77,2534.60485,0,1572.30433,412.749817,0,190.989829,0,0,0,22,1.36082443,0
4.775,2536.66806,0,1573.25894,412.535461,0,190.851593,0,0,0,22,1.36008382,0
4.78,2538.7302,0,1574.21285,412.321196,0,190.713613,0,0,0,22,1.35934375,0
4.785,2540.79127,0,1575.16607,412.107023,0,190.575888,0,0,0,22,1.35860424,0
4.79,2542.85127,0,1576.11861,411.89294,0,190.438418,0,0,0,22,1.35786528,0
4.795,2544.9102,0,1577.07046,411.678949,0,190.301204,0,0,0,22,1.35712686,0
4.8,2546.96806,0,1578.02162,411.465049,0,190.164243,0,0,0,22,1.35638899,0
4.805,2549.02485,0,1578.9721,411.25124,0,190.027536,0,0,0,22,1.35565167,0
4.81,2551.08057,0,1579.9219,411.037523,0,189.891083,0,0,0,22,1.3549149,0
4.815,2553.13523,0,1580.87101,410.823898,0,189.754883,0,0,0,22,1.35417868,0
4.82,2555.18881,0,1581.81945,410.610364,0,189.618935,0,0,0,22,1.353443,0
4.825,2557.24133,0,1582.7672,410.396922,0,189.483239,0,0,0,22,1.35270786,0
4.83,2559.29278,0,1583.71428,410.183572,0,189.347795,0,0,0,22,1.35197328,0
4.835,2561.34317,0,1584.66068,409.970314,0,189.212602,0,0,0,22,1.35123924,0
4.84,2563.39249,0,1585.60641,409.757149,0,189.07766,0,0,0,22,1.35050574,0
4.845,2565.44074,0,1586.55146,409.544075,0,188.942968,0,0,0,22,1.34977279,0
4.85,2567.48793,0,1587.49584,409.331093,0,188.808527,0,0,0,22,1.34904039,0
4.855,2569.53405,0,1588.43955,409.118204,0,188.674334,0,0,0,22,1.34830852,0
4.86,2571.57911,0,1589.38258,408.905407,0,188.540391,0,0,0,22,1.34757721,0
4.865,2573.6231,0,1590.32495,408.692703,0,188.406697,0,0,0,22,1.34684643,0
4.87,2575.66604,0,1591.26665,408.480092,0,188.27325,0,0,0,22,1.3461162,0
4.875,2577.70791,0,1592.20768,408.267573,0,188.140051,0,0,0,22,1.34538651,0
4.88,2579.74871,0,1593.14805,408.055147,0,188.0071,0,0,0,22,1.34465737,0
4.885,2581.78846,0,1594.08776,407.842813,0,187.874396,0,0,0,22,1.34392876,0
4.89,2583.82714,0,1595.0268,407.630573,0,187.741938,0,0,0,22,1.3432007,0
4.895,2585.86476,0,1595.96518,407.418425,0,187.609726,0,0,0,22,1.34247318,0
4.9,2587.90133,0,1596.90289,407.206371,0,187.47776,0,0,0,22,1.3417462,0
4.905,2589.93683,0,1597.83995,406.99441,0,187.346039,0,0,0,22,1.34101976,0
4.91,2591.97127,0,1598.77635,406.782542,0,187.214563,0,0,0,22,1.34029386,0
4.915,2594.00465,0,1599.7121,406.570768,0,187.083331,0,0,0,22,1.3395685,0
4.92,2596.03698,0,1600.64719,406.359087,0,186.952343,0,0,0,22,1.33884368,0
4.925,2598.06824,0,1601.58162,406.147499,0,186.821599,0,0,0,22,1.3381194,0
4.93,2600.09845,0,1602.51541,405.936005,0,186.691098,0,0,0,22,1.33739566,0
4.935,2602.1276,0,1603.44854,405.724605,0,186.56084,0,0,0,22,1.33667246,0
4.94,2604.1557,0,1604.38101,405.513298,0,186.430824,0,0,0,22,1.33594979,0
4.945,2606.18274,0,1605.31284,405.302085,0,186.301049,0,0,0,22,1.33522766,0
4.95,2608.20872,0,1606.24403,405.090966,0,186.171516,0,0,0,22,1.33450607,0
4.955,2610.23365,0,1607.17456,404.879941,0,186.042225,0,0,0,22,1.33378502,0
4.96,2612.25752,0,1608.10445,404.66901,0,185.913174,0,0,0,22,1.3330645,0
4.965,2614.28034,0,1609.03369,404.458173,0,185.784363,0,0,0,22,1.33234452,0
4.97,2616.3021,0,1609.96229,404.247431,0,185.655791,0,0,0,22,1.33162508,0
4.975,2618.32281,0,1610.89025,404.036782,0,185.52746,0,0,0,22,1.33090617,0
4.98,2620.34247,0,1611.81757,403.826228,0,185.399367,0,0,0,22,1.3301878,0
4.985,2622.36108,0,1612.74425,403.615769,0,185.271513,0,0,0,22,1.32946996,0
4.99,2624.37863,0,1613.67028,403.405403,0,185.143896,0,0,0,22,1.32875265,0
4.995,2626.39513,0,1614.59568,403.195133,0,185.016518,0,0,0,22,1.32803588,0
5,2628.41058,0,1615.52045,402.984957,0,184.889377,0,0,0,22,1.32731965,0
5.005,2630.42498,0,1616.44458,402.774875,0,184.762473,0,0,0,22,1.32660394,0
5.01,2632.43833,0,1617.36807,402.564889,0,184.635805,0,0,0,22,1.32588877,0
5.015,2634.45063,0,1618.29094,402.354997,0,184.509374,0,0,0,22,1.32517414,0
5.02,2636.46188,0,1619.21317,402.1452,0,184.383178,0,0,0,22,1.32446003,0
5.025,2638.47208,0,1620.13477,401.935498,0,184.257218,0,0,0,22,1.32374646,0
5.03,2640.48123,0,1621.05574,401.725891,0,184.131492,0,0,0,22,1.32303342,0
5.035,2642.48934,0,1621.97609,401.516379,0,184.006001,0,0,0,22,1.32232091,0
5.04,2644.4964,0,1622.8958,401.306963,0,183.880744,0,0,0,22,1.32160893,0
5.045,2646.50241,0,1623.81489,401.097641,0,183.755721,0,0,0,22,1.32089748,0
5.05,2648.50737,0,1624.73336,400.888415,0,183.630931,0,0,0,22,1.32018657,0
5.055,2650.51129,0,1625.6512,400.679284,0,183.506374,0,0,0,22,1.31947618,0
5.06,2652.51417,0,1626.56842,400.470249,0,183.382049,0,0,0,22,1.31876632,0
