t,x,y,z,vx,vy,vz,roll,pitch,yaw,mass,mach,thrust
7.395,3482.01947,0,2003.4009,313.585127,0,145.18985,0,0,0,22,1.03923854,0
7.4,3483.58699,0,2004.12673,313.421501,0,145.141113,0,0,0,22,1.03873932,0
7.405,3485.15369,0,2004.85232,313.257964,0,145.092484,0,0,0,22,1.03824048,0
7.41,3486.71957,0,2005.57766,313.094518,0,145.043965,0,0,0,22,1.03774201,0
7.415,3488.28464,0,2006.30276,312.931161,0,144.995554,0,0,0,22,1.03724392,0
7.42,3489.84888,0,2007.02761,312.767893,0,144.947252,0,0,0,22,1.0367462,0
7.425,3491.41231,0,2007.75223,312.604716,0,144.899059,0,0,0,22,1.03624886,0
7.43,3492.97493,0,2008.4766,312.441627,0,144.850974,0,0,0,22,1.0357519,0
7.435,3494.53673,0,2009.20074,312.278629,0,144.802997,0,0,0,22,1.03525531,0
7.44,3496.09772,0,2009.92463,312.115719,0,144.755128,0,0,0,22,1.0347591,0
7.445,3497.65789,0,2010.64829,311.952899,0,144.707368,0,0,0,22,1.03426326,0
7.45,3499.21725,0,2011.37171,311.790169,0,144.659714,0,0,0,22,1.03376779,0
7.455,3500.77579,0,2012.09489,311.627527,0,144.612169,0,0,0,22,1.0332727,0
7.46,3502.33352,0,2012.81783,311.464975,0,144.564731,0,0,0,22,1.03277798,0
7.465,3503.89044,0,2013.54054,311.302512,0,144.5174,0,0,0,22,1.03228364,0
7.47,3505.44655,0,2014.263,311.140138,0,144.470176,0,0,0,22,1.03178967,0
7.475,3507.00184,0,2014.98524,310.977853,0,144.423059,0,0,0,22,1.03129607,0
7.48,3508.55633,0,2015.70724,310.815657,0,144.376049,0,0,0,22,1.03080284,0
7.485,3510.11,0,2016.429,310.65355,0,144.329145,0,0,0,22,1.03030999,0
7.49,3511.66286,0,2017.15053,310.491532,0,144.282348,0,0,0,22,1.02981751,0
7.495,3513.21491,0,2017.87182,310.329603,0,144.235658,0,0,0,22,1.0293254,0
7.5,3514.76616,0,2018.59288,310.167762,0,144.189073,0,0,0,22,1.02883366,0
7.505,3516.31659,0,2019.31371,310.006011,0,144.142595,0,0,0,22,1.02834229,0
7.51,3517.86622,0,2020.03431,309.844348,0,144.096222,0,0,0,22,1.0278513,0
7.515,3519.41504,0,2020.75468,309.682773,0,144.049955,0,0,0,22,1.02736067,0
7.52,3520.96305,0,2021.47481,309.521287,0,144.003794,0,0,0,22,1.02687042,0
7.525,3522.51025,0,2022.19471,309.359889,0,143.957738,0,0,0,22,1.02638053,0
7.53,3524.05665,0,2022.91439,309.19858,0,143.911787,0,0,0,22,1.02589102,0
7.535,3525.60224,0,2023.63383,309.03736,0,143.865942,0,0,0,22,1.02540187,0
7.54,3527.14702,0,2024.35305,308.876227,0,143.820201,0,0,0,22,1.0249131,0
7.545,3528.691,0,2025.07203,308.715183,0,143.774565,0,0,0,22,1.02442469,0
7.55,3530.23417,0,2025.79079,308.554227,0,143.729034,0,0,0,22,1.02393665,0
7.555,3531.77654,0,2026.50932,308.39336,0,143.683608,0,0,0,22,1.02344898,0
7.56,3533.31811,0,2027.22763,308.23258,0,143.638285,0,0,0,22,1.02296168,0
7.565,3534.85887,0,2027.94571,308.071888,0,143.593067,0,0,0,22,1.02247475,0
7.57,3536.39882,0,2028.66356,307.911285,0,143.547953,0,0,0,22,1.02198818,0
7.575,3537.93798,0,2029.38119,307.750769,0,143.502943,0,0,0,22,1.02150198,0
7.58,3539.47633,0,2030.09859,307.590341,0,143.458037,0,0,0,22,1.02101615,0
7.585,3541.01388,0,2030.81577,307.430001,0,143.413234,0,0,0,22,1.02053069,0
7.59,3542.55063,0,2031.53272,307.269749,0,143.368534,0,0,0,22,1.02004559,0
7.595,3544.08658,0,2032.24945,307.109585,0,143.323938,0,0,0,22,1.01956086,0
7.6,3545.62173,0,2032.96596,306.949508,0,143.279445,0,0,0,22,1.01907649,0
7.605,3547.15608,0,2033.68225,306.789519,0,143.235056,0,0,0,22,1.01859249,0
7.61,3548.68962,0,2034.39831,306.629617,0,143.190769,0,0,0,22,1.01810886,0
7.615,3550.22237,0,2035.11416,306.469803,0,143.146584,0,0,0,22,1.01762559,0
7.62,3551.75432,0,2035.82978,306.310076,0,143.102502,0,0,0,22,1.01714268,0
7.625,3553.28547,0,2036.54518,306.150437,0,143.058523,0,0,0,22,1.01666015,0
7.63,3554.81583,0,2037.26036,305.990884,0,143.014646,0,0,0,22,1.01617797,0
7.635,3556.34538,0,2037.97533,305.83142,0,142.970871,0,0,0,22,1.01569616,0
7.64,3557.87414,0,2038.69007,305.672042,0,142.927198,0,0,0,22,1.01521471,0
7.645,3559.4021,0,2039.4046,305.512752,0,142.883627,0,0,0,22,1.01473363,0
7.65,3560.92927,0,2040.11891,305.353548,0,142.840158,0,0,0,22,1.01425291,0
7.655,3562.45564,0,2040.833,305.194432,0,142.79679,0,0,0,22,1.01377255,0
7.66,3563.98121,0,2041.54688,305.035402,0,142.753524,0,0,0,22,1.01329256,0
7.665,3565.50599,0,2042.26054,304.87646,0,142.710358,0,0,0,22,1.01281292,0
7.67,3567.02998,0,2042.97398,304.717604,0,142.667294,0,0,0,22,1.01233365,0
7.675,3568.55317,0,2043.68721,304.558835,0,142.624331,0,0,0,22,1.01185475,0
7.68,3570.07557,0,2044.40023,304.400153,0,142.581469,0,0,0,22,1.0113762,0
7.685,3571.59717,0,2045.11303,304.241558,0,142.538708,0,0,0,22,1.01089802,0
7.69,3573.11798,0,2045.82561,304.083049,0,142.496047,0,0,0,22,1.01042019,0
7.695,3574.638,0,2046.53799,303.924627,0,142.453486,0,0,0,22,1.00994273,0
7.7,3576.15723,0,2047.25015,303.766291,0,142.411026,0,0,0,22,1.00946563,0
7.705,3577.67566,0,2047.9621,303.608042,0,142.368665,0,0,0,22,1.00898889,0
7.71,3579.19331,0,2048.67384,303.449879,0,142.326405,0,0,0,22,1.0085125,0
7.715,3580.71016,0,2049.38536,303.291803,0,142.284245,0,0,0,22,1.00803648,0
7.72,3582.22623,0,2050.09668,303.133812,0,142.242184,0,0,0,22,1.00756082,0
7.725,3583.7415,0,2050.80778,302.975908,0,142.200223,0,0,0,22,1.00708552,0
7.73,3585.25599,0,2051.51868,302.818091,0,142.158361,0,0,0,22,1.00661057,0
7.735,3586.76968,0,2052.22937,302.660359,0,142.116599,0,0,0,22,1.00613599,0
7.74,3588.28259,0,2052.93985,302.502713,0,142.074935,0,0,0,22,1.00566176,0
7.745,3589.79471,0,2053.65012,302.345154,0,142.033371,0,0,0,22,1.00518789,0
7.75,3591.30604,0,2054.36018,302.18768,0,141.991906,0,0,0,22,1.00471438,0
7.755,3592.81659,0,2055.07004,302.030292,0,141.950539,0,0,0,22,1.00424123,0
7.76,3594.32635,0,2055.77969,301.87299,0,141.909271,0,0,0,22,1.00376844,0
7.765,3595.83532,0,2056.48913,301.715774,0,141.868101,0,0,0,22,1.003296,0
7.77,3597.3435,0,2057.19837,301.558643,0,141.82703,0,0,0,22,1.00282392,0
7.775,3598.8509,0,2057.9074,301.401598,0,141.786056,0,0,0,22,1.00235219,0
7.78,3600.35752,0,2058.61623,301.244639,0,141.745181,0,0,0,22,1.00188083,0
7.785,3601.86335,0,2059.32485,301.087765,0,141.704404,0,0,0,22,1.00140981,0
7.79,3603.3684,0,2060.03327,300.930977,0,141.663724,0,0,0,22,1.00093916,0
7.795,3604.87266,0,2060.74149,300.774274,0,141.623142,0,0,0,22,1.00046886,0
7.8,3606.37614,0,2061.4495,300.617656,0,141.582658,0,0,0,22,0.999998912,0
7.805,3607.87884,0,2062.15732,300.461125,0,141.542271,0,0,0,22,0.999529324,0
7.81,3609.38075,0,2062.86493,300.30488,0,141.502077,0,0,0,22,0.999060764,0
7.815,3610.88189,0,2063.57234,300.148923,0,141.462074,0,0,0,22,0.998593228,0
7.82,3612.38224,0,2064.27955,299.993251,0,141.422263,0,0,0,22,0.998126714,0
7.825,3613.88182,0,2064.98656,299.837863,0,141.382643,0,0,0,22,0.997661217,0
7.83,3615.38062,0,2065.69338,299.68276,0,141.343213,0,0,0,22,0.997196734,0
7.835,3616.87865,0,2066.39999,299.527938,0,141.303972,0,0,0,22,0.996733262,0
7.84,3618.3759,0,2067.10642,299.373398,0,141.26492,0,0,0,22,0.996270797,0
7.845,3619.87238,0,2067.81264,299.219138,0,141.226057,0,0,0,22,0.995809336,0
7.85,3621.36809,0,2068.51868,299.065158,0,141.187381,0,0,0,22,0.995348875,0
7.855,3622.86304,0,2069.22452,298.911456,0,141.148892,0,0,0,22,0.994889411,0
7.86,3624.35721,0,2069.93017,298.758032,0,141.11059,0,0,0,22,0.994430941,0
7.865,3625.85062,0,2070.63562,298.604884,0,141.072474,0,0,0,22,0.99397346,0
7.87,3627.34326,0,2071.34089,298.452011,0,141.034543,0,0,0,22,0.993516967,0
7.875,3628.83514,0,2072.04597,298.299413,0,140.996797,0,0,0,22,0.993061456,0
7.88,3630.32625,0,2072.75086,298.147088,0,140.959235,0,0,0,22,0.992606926,0
7.885,3631.81661,0,2073.45556,297.995036,0,140.921857,0,0,0,22,0.992153373,0
7.89,3633.3062,0,2074.16008,297.843255,0,140.884661,0,0,0,22,0.991700793,0
7.895,3634.79504,0,2074.86441,297.691745,0,140.847648,0,0,0,22,0.991249183,0
7.9,3636.28312,0,2075.56856,297.540504,0,140.810818,0,0,0,22,0.99079854,0
7.905,3637.77045,0,2076.27252,297.389532,0,140.774168,0,0,0,22,0.990348861,0
7.91,3639.25702,0,2076.9763,297.238828,0,140.737699,0,0,0,22,0.989900142,0
7.915,3640.74284,0,2077.6799,297.08839,0,140.701411,0,0,0,22,0.98945238,0
7.92,3642.2279,0,2078.38331,296.938218,0,140.665302,0,0,0,22,0.989005573,0
7.925,3643.71222,0,2079.08655,296.788311,0,140.629372,0,0,0,22,0.988559716,0
7.93,3645.19579,0,2079.78961,296.638667,0,140.593621,0,0,0,22,0.988114807,0
7.935,3646.67861,0,2080.49249,296.489287,0,140.558047,0,0,0,22,0.987670842,0
7.94,3648.16068,0,2081.19519,296.340168,0,140.522651,0,0,0,22,0.987227819,0
7.945,3649.64201,0,2081.89771,296.191311,0,140.487432,0,0,0,22,0.986785734,0
7.95,3651.12259,0,2082.60006,296.042714,0,140.45239,0,0,0,22,0.986344584,0
7.955,3652.60244,0,2083.30224,295.894376,0,140.417523,0,0,0,22,0.985904366,0
7.96,3654.08154,0,2084.00424,295.746296,0,140.382831,0,0,0,22,0.985465077,0
7.965,3655.5599,0,2084.70607,295.598474,0,140.348314,0,0,0,22,0.985026714,0
7.97,3657.03752,0,2085.40772,295.450908,0,140.313971,0,0,0,22,0.984589274,0
7.975,3658.51441,0,2086.10921,295.303598,0,140.279802,0,0,0,22,0.984152753,0
7.98,3659.99056,0,2086.81052,295.156543,0,140.245806,0,0,0,22,0.98371715,0
7.985,3661.46598,0,2087.51166,295.009741,0,140.211983,0,0,0,22,0.98328246,0
7.99,3662.94066,0,2088.21264,294.863193,0,140.178332,0,0,0,22,0.98284868,0
7.995,3664.41461,0,2088.91345,294.716896,0,140.144852,0,0,0,22,0.982415809,0
8,3665.88783,0,2089.61409,294.570851,0,140.111543,0,0,0,22,0.981983842,0
8.005,3667.36032,0,2090.31456,294.425056,0,140.078405,0,0,0,22,0.981552777,0
8.01,3668.83208,0,2091.01487,294.27951,0,140.045437,0,0,0,22,0.981122611,0
8.015,3670.30311,0,2091.71502,294.134213,0,140.012638,0,0,0,22,0.980693341,0
8.02,3671.77342,0,2092.415,293.989164,0,139.980008,0,0,0,22,0.980264963,0
8.025,3673.24301,0,2093.11482,293.844362,0,139.947547,0,0,0,22,0.979837476,0
8.03,3674.71187,0,2093.81448,293.699805,0,139.915254,0,0,0,22,0.979410877,0
8.035,3676.18001,0,2094.51397,293.555494,0,139.883128,0,0,0,22,0.978985161,0
8.04,3677.64742,0,2095.21331,293.411427,0,139.851169,0,0,0,22,0.978560327,0
8.045,3679.11412,0,2095.91248,293.267604,0,139.819377,0,0,0,22,0.978136372,0
8.05,3680.5801,0,2096.6115,293.124023,0,139.78775,0,0,0,22,0.977713293,0
8.055,3682.04536,0,2097.31036,292.980684,0,139.756289,0,0,0,22,0.977291087,0
8.06,3683.50991,0,2098.00907,292.837586,0,139.724993,0,0,0,22,0.97686975,0
8.065,3684.97374,0,2098.70761,292.694728,0,139.693861,0,0,0,22,0.976449282,0
8.07,3686.43685,0,2099.406,292.552109,0,139.662894,0,0,0,22,0.976029678,0
8.075,3687.89926,0,2100.10424,292.409729,0,139.632089,0,0,0,22,0.975610935,0
8.08,3689.36095,0,2100.80233,292.267587,0,139.601448,0,0,0,22,0.975193052,0
8.085,3690.82194,0,2101.50026,292.125681,0,139.57097,0,0,0,22,0.974776025,0
8.09,3692.28221,0,2102.19804,291.984012,0,139.540653,0,0,0,22,0.974359852,0
8.095,3693.74178,0,2102.89566,291.842578,0,139.510498,0,0,0,22,0.97394453,0
8.1,3695.20064,0,2103.59314,291.701378,0,139.480504,0,0,0,22,0.973530056,0
8.105,3696.65879,0,2104.29047,291.560412,0,139.450671,0,0,0,22,0.973116427,0
8.11,3698.11624,0,2104.98765,291.419678,0,139.420998,0,0,0,22,0.972703641,0
8.115,3699.57299,0,2105.68468,291.279177,0,139.391484,0,0,0,22,0.972291696,0
8.12,3701.02903,0,2106.38156,291.138907,0,139.36213,0,0,0,22,0.971880587,0
8.125,3702.48438,0,2107.0783,290.998868,0,139.332934,0,0,0,22,0.971470314,0
8.13,3703.93902,0,2107.77489,290.859058,0,139.303897,0,0,0,22,0.971060873,0
8.135,3705.39297,0,2108.47134,290.719477,0,139.275017,0,0,0,22,0.970652261,0
8.14,3706.84622,0,2109.16764,290.580125,0,139.246295,0,0,0,22,0.970244477,0
8.145,3708.29877,0,2109.8638,290.441,0,139.21773,0,0,0,22,0.969837517,0
8.15,3709.75063,0,2110.55982,290.302101,0,139.189321,0,0,0,22,0.969431378,0
8.155,3711.20179,0,2111.2557,290.163428,0,139.161068,0,0,0,22,0.969026059,0
8.16,3712.65226,0,2111.95143,290.024981,0,139.132971,0,0,0,22,0.968621556,0
8.165,3714.10204,0,2112.64703,289.886758,0,139.105028,0,0,0,22,0.968217868,0
8.17,3715.55113,0,2113.34248,289.748758,0,139.077241,0,0,0,22,0.967814991,0
8.175,3716.99953,0,2114.0378,289.610981,0,139.049607,0,0,0,22,0.967412923,0
8.18,3718.44724,0,2114.73298,289.473427,0,139.022127,0,0,0,22,0.967011662,0
8.185,3719.89427,0,2115.42802,289.336094,0,138.994801,0,0,0,22,0.966611204,0
8.19,3721.3406,0,2116.12293,289.198981,0,138.967627,0,0,0,22,0.966211548,0
8.195,3722.78626,0,2116.8177,289.062088,0,138.940606,0,0,0,22,0.965812692,0
8.2,3724.23122,0,2117.51233,288.925415,0,138.913737,0,0,0,22,0.965414631,0
8.205,3725.67551,0,2118.20684,288.78896,0,138.887019,0,0,0,22,0.965017365,0
8.21,3727.11911,0,2118.90121,288.652722,0,138.860452,0,0,0,22,0.96462089,0
8.215,3728.56204,0,2119.59544,288.516702,0,138.834036,0,0,0,22,0.964225205,0
8.22,3730.00428,0,2120.28955,288.380898,0,138.807771,0,0,0,22,0.963830306,0
8.225,3731.44585,0,2120.98352,288.245309,0,138.781655,0,0,0,22,0.963436192,0
8.23,3732.88674,0,2121.67736,288.109935,0,138.755688,0,0,0,22,0.96304286,0
8.235,3734.32695,0,2122.37108,287.974776,0,138.72987,0,0,0,22,0.962650307,0
8.24,3735.76648,0,2123.06466,287.839829,0,138.704201,0,0,0,22,0.962258531,0
8.245,3737.20535,0,2123.75812,287.705096,0,138.67868,0,0,0,22,0.96186753,0
8.25,3738.64354,0,2124.45145,287.570575,0,138.653307,0,0,0,22,0.961477302,0
8.255,3740.08105,0,2125.14465,287.436264,0,138.628081,0,0,0,22,0.961087843,0
8.26,3741.5179,0,2125.83773,287.302165,0,138.603001,0,0,0,22,0.960699152,0
8.265,3742.95407,0,2126.53068,287.168275,0,138.578069,0,0,0,22,0.960311227,0
8.27,3744.38958,0,2127.22351,287.034595,0,138.553282,0,0,0,22,0.959924065,0
8.275,3745.82442,0,2127.91622,286.901123,0,138.528641,0,0,0,22,0.959537663,0
8.28,3747.25859,0,2128.6088,286.767859,0,138.504145,0,0,0,22,0.95915202,0
8.285,3748.6921,0,2129.30126,286.634802,0,138.479794,0,0,0,22,0.958767133,0
8.29,3750.12494,0,2129.9936,286.501952,0,138.455587,0,0,0,22,0.958382999,0
8.295,3751.55712,0,2130.68581,286.369308,0,138.431524,0,0,0,22,0.957999618,0
8.3,3752.98864,0,2131.37791,286.236868,0,138.407605,0,0,0,22,0.957616985,0
8.305,3754.41949,0,2132.06989,286.104634,0,138.383828,0,0,0,22,0.9572351,0
8.31,3755.84968,0,2132.76175,285.972603,0,138.360195,0,0,0,22,0.95685396,0
8.315,3757.27922,0,2133.45349,285.840775,0,138.336704,0,0,0,22,0.956473562,0
8.32,3758.70809,0,2134.14512,285.70915,0,138.313355,0,0,0,22,0.956093904,0
8.325,3760.13631,0,2134.83663,285.577727,0,138.290148,0,0,0,22,0.955714984,0
8.33,3761.56387,0,2135.52802,285.446504,0,138.267082,0,0,0,22,0.955336801,0
8.335,3762.99077,0,2136.2193,285.315483,0,138.244156,0,0,0,22,0.954959351,0
8.34,3764.41702,0,2136.91046,285.184661,0,138.221371,0,0,0,22,0.954582633,0
8.345,3765.84262,0,2137.60151,285.054039,0,138.198726,0,0,0,22,0.954206644,0
8.35,3767.26756,0,2138.29245,284.923615,0,138.176221,0,0,0,22,0.953831382,0
8.355,3768.69186,0,2138.98327,284.793389,0,138.153855,0,0,0,22,0.953456845,0
8.36,3770.1155,0,2139.67399,284.66336,0,138.131627,0,0,0,22,0.953083031,0
8.365,3771.53849,0,2140.36459,284.533528,0,138.109539,0,0,0,22,0.952709938,0
8.37,3772.96084,0,2141.05508,284.403893,0,138.087588,0,0,0,22,0.952337563,0
8.375,3774.38253,0,2141.74547,284.274452,0,138.065775,0,0,0,22,0.951965905,0
8.38,3775.80358,0,2142.43574,284.145207,0,138.044099,0,0,0,22,0.951594961,0
8.385,3777.22398,0,2143.12591,284.016155,0,138.02256,0,0,0,22,0.95122473,0
8.39,3778.64374,0,2143.81597,283.887298,0,138.001158,0,0,0,22,0.950855209,0
8.395,3780.06286,0,2144.50592,283.758633,0,137.979892,0,0,0,22,0.950486395,0
8.4,3781.48133,0,2145.19577,283.63016,0,137.958762,0,0,0,22,0.950118288,0
8.405,3782.89916,0,2145.88551,283.501879,0,137.937768,0,0,0,22,0.949750885,0
8.41,3784.31635,0,2146.57515,283.37379,0,137.916908,0,0,0,22,0.949384183,0
8.415,3785.7329,0,2147.26468,283.24589,0,137.896183,0,0,0,22,0.949018182,0
8.42,3787.14881,0,2147.95411,283.118181,0,137.875593,0,0,0,22,0.948652878,0
8.425,3788.56408,0,2148.64343,282.990661,0,137.855136,0,0,0,22,0.948288269,0
8.43,3789.97871,0,2149.33266,282.86333,0,137.834814,0,0,0,22,0.947924355,0
8.435,3791.39271,0,2150.02178,282.736186,0,137.814624,0,0,0,22,0.947561132,0
8.44,3792.80608,0,2150.71081,282.609231,0,137.794567,0,0,0,22,0.947198599,0
8.445,3794.21881,0,2151.39973,282.482462,0,137.774643,0,0,0,22,0.946836754,0
8.45,3795.6309,0,2152.08855,282.355879,0,137.754851,0,0,0,22,0.946475594,0
8.455,3797.04237,0,2152.77728,282.229482,0,137.735191,0,0,0,22,0.946115118,0
8.46,3798.4532,0,2153.4659,282.10327,0,137.715663,0,0,0,22,0.945755323,0
8.465,3799.8634,0,2154.15443,281.977243,0,137.696265,0,0,0,22,0.945396209,0
8.47,3801.27297,0,2154.84287,281.8514,0,137.676998,0,0,0,22,0.945037772,0
8.475,3802.68191,0,2155.5312,281.72574,0,137.657862,0,0,0,22,0.944680011,0
8.48,3804.09023,0,2156.21945,281.600263,0,137.638856,0,0,0,22,0.944322924,0
8.485,3805.49792,0,2156.90759,281.474968,0,137.619979,0,0,0,22,0.943966509,0
8.49,3806.90498,0,2157.59565,281.349855,0,137.601232,0,0,0,22,0.943610764,0
8.495,3808.31142,0,2158.28361,281.224923,0,137.582614,0,0,0,22,0.943255687,0
8.5,3809.71723,0,2158.97147,281.100171,0,137.564125,0,0,0,22,0.942901276,0
8.505,3811.12242,0,2159.65925,280.975599,0,137.545764,0,0,0,22,0.94254753,0
8.51,3812.52698,0,2160.34693,280.851207,0,137.527531,0,0,0,22,0.942194446,0
8.515,3813.93093,0,2161.03452,280.726994,0,137.509425,0,0,0,22,0.941842023,0
8.52,3815.33425,0,2161.72203,280.602959,0,137.491447,0,0,0,22,0.941490258,0
8.525,3816.73696,0,2162.40944,280.479101,0,137.473596,0,0,0,22,0.94113915,0
8.53,3818.13905,0,2163.09676,280.355421,0,137.455872,0,0,0,22,0.940788697,0
8.535,3819.54051,0,2163.784,280.231917,0,137.438273,0,0,0,22,0.940438897,0
8.54,3820.94137,0,2164.47115,280.10859,0,137.420801,0,0,0,22,0.940089748,0
8.545,3822.3416,0,2165.15821,279.985437,0,137.403455,0,0,0,22,0.939741248,0
8.55,3823.74122,0,2165.84518,279.86246,0,137.386233,0,0,0,22,0.939393396,0
8.555,3825.14023,0,2166.53207,279.739658,0,137.369137,0,0,0,22,0.93904619,0
8.56,3826.53862,0,2167.21887,279.617029,0,137.352165,0,0,0,22,0.938699628,0
8.565,3827.9364,0,2167.90559,279.494573,0,137.335318,0,0,0,22,0.938353707,0
8.57,3829.33356,0,2168.59223,279.372291,0,137.318595,0,0,0,22,0.938008427,0
8.575,3830.73012,0,2169.27878,279.250181,0,137.301995,0,0,0,22,0.937663786,0
8.58,3832.12607,0,2169.96525,279.128242,0,137.285519,0,0,0,22,0.937319781,0
8.585,3833.5214,0,2170.65163,279.006475,0,137.269166,0,0,0,22,0.936976411,0
8.59,3834.91613,0,2171.33794,278.884878,0,137.252935,0,0,0,22,0.936633674,0
8.595,3836.31025,0,2172.02416,278.763451,0,137.236827,0,0,0,22,0.936291569,0
8.6,3837.70377,0,2172.71031,278.642195,0,137.220841,0,0,0,22,0.935950093,0
8.605,3839.09667,0,2173.39637,278.521107,0,137.204976,0,0,0,22,0.935609245,0
8.61,3840.48898,0,2174.08236,278.400188,0,137.189233,0,0,0,22,0.935269023,0
8.615,3841.88068,0,2174.76826,278.279437,0,137.173611,0,0,0,22,0.934929425,0
8.62,3843.27177,0,2175.45409,278.158853,0,137.15811,0,0,0,22,0.93459045,0
8.625,3844.66227,0,2176.13984,278.038437,0,137.142729,0,0,0,22,0.934252096,0
8.63,3846.05216,0,2176.82552,277.918187,0,137.127469,0,0,0,22,0.933914361,0
8.635,3847.44145,0,2177.51112,277.798103,0,137.112328,0,0,0,22,0.933577244,0
8.64,3848.83014,0,2178.19664,277.678185,0,137.097307,0,0,0,22,0.933240742,0
8.645,3850.21823,0,2178.88209,277.558432,0,137.082406,0,0,0,22,0.932904855,0
8.65,3851.60572,0,2179.56747,277.438843,0,137.067623,0,0,0,22,0.932569579,0
8.655,3852.99262,0,2180.25277,277.319418,0,137.052958,0,0,0,22,0.932234915,0
8.66,3854.37892,0,2180.938,277.200157,0,137.038412,0,0,0,22,0.931900859,0
8.665,3855.76462,0,2181.62315,277.081059,0,137.023984,0,0,0,22,0.931567411,0
8.67,3857.14973,0,2182.30824,276.962123,0,137.009674,0,0,0,22,0.931234569,0
8.675,3858.53424,0,2182.99325,276.84335,0,136.995481,0,0,0,22,0.93090233,0
8.68,3859.91816,0,2183.67819,276.724738,0,136.981406,0,0,0,22,0.930570694,0
8.685,3861.30149,0,2184.36307,276.606287,0,136.967447,0,0,0,22,0.930239659,0
8.69,3862.68423,0,2185.04787,276.487996,0,136.953604,0,0,0,22,0.929909223,0
8.695,3864.06637,0,2185.7326,276.369866,0,136.939878,0,0,0,22,0.929579384,0
8.7,3865.44793,0,2186.41727,276.251896,0,136.926267,0,0,0,22,0.929250141,0
8.705,3866.82889,0,2187.10186,276.134084,0,136.912773,0,0,0,22,0.928921493,0
8.71,3868.20927,0,2187.78639,276.016431,0,136.899393,0,0,0,22,0.928593437,0
8.715,3869.58905,0,2188.47086,275.898936,0,136.886129,0,0,0,22,0.928265972,0
8.72,3870.96826,0,2189.15526,275.781599,0,136.872979,0,0,0,22,0.927939096,0
8.725,3872.34687,0,2189.83959,275.66442,0,136.859944,0,0,0,22,0.927612808,0
8.73,3873.7249,0,2190.52386,275.547397,0,136.847023,0,0,0,22,0.927287107,0
8.735,3875.10235,0,2191.20806,275.43053,0,136.834216,0,0,0,22,0.92696199,0
8.74,3876.47921,0,2191.8922,275.313819,0,136.821522,0,0,0,22,0.926637456,0
8.745,3877.85548,0,2192.57627,275.197263,0,136.808942,0,0,0,22,0.926313503,0
8.75,3879.23118,0,2193.26029,275.080863,0,136.796474,0,0,0,22,0.925990131,0
8.755,3880.60629,0,2193.94424,274.964616,0,136.78412,0,0,0,22,0.925667337,0
8.76,3881.98083,0,2194.62813,274.848524,0,136.771877,0,0,0,22,0.92534512,0
8.765,3883.35478,0,2195.31196,274.732585,0,136.759747,0,0,0,22,0.925023478,0
8.77,3884.72815,0,2195.99573,274.616799,0,136.747729,0,0,0,22,0.92470241,0
8.775,3886.10095,0,2196.67944,274.501166,0,136.735822,0,0,0,22,0.924381914,0
8.78,3887.47316,0,2197.36309,274.385685,0,136.724027,0,0,0,22,0.924061989,0
8.785,3888.8448,0,2198.04668,274.270356,0,136.712342,0,0,0,22,0.923742633,0
8.79,3890.21587,0,2198.73021,274.155177,0,136.700769,0,0,0,22,0.923423844,0
8.795,3891.58636,0,2199.41368,274.04015,0,136.689306,0,0,0,22,0.923105622,0
8.8,3892.95627,0,2200.0971,273.925273,0,136.677953,0,0,0,22,0.922787965,0
8.805,3894.32561,0,2200.78046,273.810546,0,136.666709,0,0,0,22,0.92247087,0
8.81,3895.69438,0,2201.46377,273.695968,0,136.655576,0,0,0,22,0.922154338,0
8.815,3897.06257,0,2202.14702,273.581539,0,136.644552,0,0,0,22,0.921838365,0
8.82,3898.43019,0,2202.83022,273.467259,0,136.633637,0,0,0,22,0.921522951,0
8.825,3899.79724,0,2203.51336,273.353127,0,136.622831,0,0,0,22,0.921208095,0
8.83,3901.16372,0,2204.19644,273.239143,0,136.612133,0,0,0,22,0.920893794,0
8.835,3902.52963,0,2204.87948,273.125306,0,136.601544,0,0,0,22,0.920580048,0
8.84,3903.89498,0,2205.56246,273.011615,0,136.591062,0,0,0,22,0.920266854,0
8.845,3905.25975,0,2206.24539,272.898072,0,136.580689,0,0,0,22,0.919954212,0
8.85,3906.62396,0,2206.92827,272.784674,0,136.570422,0,0,0,22,0.91964212,0
8.855,3907.9876,0,2207.61109,272.671421,0,136.560263,0,0,0,22,0.919330576,0
8.86,3909.35067,0,2208.29387,272.558314,0,136.550211,0,0,0,22,0.919019579,0
8.865,3910.71318,0,2208.9766,272.445351,0,136.540266,0,0,0,22,0.918709128,0
8.87,3912.07513,0,2209.65927,272.332533,0,136.530427,0,0,0,22,0.918399222,0
8.875,3913.43651,0,2210.3419,272.219858,0,136.520694,0,0,0,22,0.918089858,0
8.88,3914.79733,0,2211.02448,272.107327,0,136.511067,0,0,0,22,0.917781035,0
8.885,3916.15758,0,2211.70701,271.994939,0,136.501546,0,0,0,22,0.917472753,0
8.89,3917.51727,0,2212.3895,271.882693,0,136.49213,0,0,0,22,0.917165009,0
8.895,3918.87641,0,2213.07193,271.77059,0,136.482819,0,0,0,22,0.916857802,0
8.9,3920.23498,0,2213.75432,271.658628,0,136.473613,0,0,0,22,0.916551131,0
8.905,3921.59299,0,2214.43667,271.546808,0,136.464512,0,0,0,22,0.916244995,0
