t,track_x,track_y,track_z,tgt_x,tgt_y,tgt_z,track_nis
5.97,0,0,0,7328.4,0,3261.2,0
5.975,0,0,0,7327,0,3261,0
5.98,0,0,0,7325.6,0,3260.8,0
5.985,0,0,0,7324.2,0,3260.6,0
5.99,0,0,0,7322.8,0,3260.4,0
5.995,0,0,0,7321.4,0,3260.2,0
6,0,0,0,7320,0,3260,0
6.005,0,0,0,7318.6,0,3259.8,0
6.01,0,0,0,7317.2,0,3259.6,0
6.015,0,0,0,7315.8,0,3259.4,0
6.02,0,0,0,7314.4,0,3259.2,0
6.025,0,0,0,7313,0,3259,0
6.03,0,0,0,7311.6,0,3258.8,0
6.035,0,0,0,7310.2,0,3258.6,0
6.04,0,0,0,7308.8,0,3258.4,0
6.045,0,0,0,7307.4,0,3258.2,0
6.05,0,0,0,7306,0,3258,0
6.055,0,0,0,7304.6,0,3257.8,0
6.06,0,0,0,7303.2,0,3257.6,0
6.065,0,0,0,7301.8,0,3257.4,0
6.07,0,0,0,7300.4,0,3257.2,0
6.075,0,0,0,7299,0,3257,0
6.08,0,0,0,7297.6,0,3256.8,0
6.085,0,0,0,7296.2,0,3256.6,0
6.09,0,0,0,7294.8,0,3256.4,0
6.095,0,0,0,7293.4,0,3256.2,0
6.1,0,0,0,7292,0,3256,0
6.105,0,0,0,7290.6,0,3255.8,0
6.11,0,0,0,7289.2,0,3255.6,0
6.115,0,0,0,7287.8,0,3255.4,0
6.12,0,0,0,7286.4,0,3255.2,0
6.125,0,0,0,7285,0,3255,0
6.13,0,0,0,7283.6,0,3254.8,0
6.135,0,0,0,7282.2,0,3254.6,0
6.14,0,0,0,7280.8,0,3254.4,0
6.145,0,0,0,7279.4,0,3254.2,0
6.15,0,0,0,7278,0,3254,0
6.155,0,0,0,7276.6,0,3253.8,0
6.16,0,0,0,7275.2,0,3253.6,0
6.165,0,0,0,7273.8,0,3253.4,0
6.17,0,0,0,7272.4,0,3253.2,0
6.175,0,0,0,7271,0,3253,0
6.18,0,0,0,7269.6,0,3252.8,0
6.185,0,0,0,7268.2,0,3252.6,0
6.19,0,0,0,7266.8,0,3252.4,0
6.195,0,0,0,7265.4,0,3252.2,0
6.2,0,0,0,7264,0,3252,0
6.205,0,0,0,7262.6,0,3251.8,0
6.21,0,0,0,7261.2,0,3251.6,0
6.215,0,0,0,7259.8,0,3251.4,0
6.22,0,0,0,7258.4,0,3251.2,0
6.225,0,0,0,7257,0,3251,0
6.23,0,0,0,7255.6,0,3250.8,0
6.235,0,0,0,7254.2,0,3250.6,0
6.24,0,0,0,7252.8,0,3250.4,0
6.245,0,0,0,7251.4,0,3250.2,0
6.25,0,0,0,7250,0,3250,0
6.255,0,0,0,7248.6,0,3249.8,0
6.26,0,0,0,7247.2,0,3249.6,0
6.265,0,0,0,7245.8,0,3249.4,0
6.27,0,0,0,7244.4,0,3249.2,0
6.275,0,0,0,7243,0,3249,0
6.28,0,0,0,7241.6,0,3248.8,0
6.285,0,0,0,7240.2,0,3248.6,0
6.29,0,0,0,7238.8,0,3248.4,0
6.295,0,0,0,7237.4,0,3248.2,0
6.3,0,0,0,7236,0,3248,0
6.305,0,0,0,7234.6,0,3247.8,0
6.31,0,0,0,7233.2,0,3247.6,0
6.315,0,0,0,7231.8,0,3247.4,0
6.32,0,0,0,7230.4,0,3247.2,0
6.325,0,0,0,7229,0,3247,0
6.33,0,0,0,7227.6,0,3246.8,0
6.335,0,0,0,7226.2,0,3246.6,0
6.34,0,0,0,7224.8,0,3246.4,0
6.345,0,0,0,7223.4,0,3246.2,0
6.35,0,0,0,7222,0,3246,0
6.355,0,0,0,7220.6,0,3245.8,0
6.36,0,0,0,7219.2,0,3245.6,0
6.365,0,0,0,7217.8,0,3245.4,0
6.37,0,0,0,7216.4,0,3245.2,0
6.375,0,0,0,7215,0,3245,0
6.38,0,0,0,7213.6,0,3244.8,0
6.385,0,0,0,7212.2,0,3244.6,0
6.39,0,0,0,7210.8,0,3244.4,0
6.395,0,0,0,7209.4,0,3244.2,0
6.4,0,0,0,7208,0,3244,0
6.405,0,0,0,7206.6,0,3243.8,0
6.41,0,0,0,7205.2,0,3243.6,0
6.415,0,0,0,7203.8,0,3243.4,0
6.42,0,0,0,7202.4,0,3243.2,0
6.425,0,0,0,7201,0,3243,0
6.43,0,0,0,7199.6,0,3242.8,0
6.435,0,0,0,7198.2,0,3242.6,0
6.44,0,0,0,7196.8,0,3242.4,0
6.445,0,0,0,7195.4,0,3242.2,0
6.45,0,0,0,7194,0,3242,0
6.455,0,0,0,7192.6,0,3241.8,0
6.46,0,0,0,7191.2,0,3241.6,0
6.465,0,0,0,7189.8,0,3241.4,0
6.47,0,0,0,7188.4,0,3241.2,0
6.475,0,0,0,7187,0,3241,0
6.48,0,0,0,7185.6,0,3240.8,0
6.485,0,0,0,7184.2,0,3240.6,0
6.49,0,0,0,7182.8,0,3240.4,0
6.495,0,0,0,7181.4,0,3240.2,0
6.5,0,0,0,7180,0,3240,0
6.505,0,0,0,7178.6,0,3239.8,0
6.51,0,0,0,7177.2,0,3239.6,0
6.515,0,0,0,7175.8,0,3239.4,0
6.52,0,0,0,7174.4,0,3239.2,0
6.525,0,0,0,7173,0,3239,0
6.53,0,0,0,7171.6,0,3238.8,0
6.535,0,0,0,7170.2,0,3238.6,0
6.54,0,0,0,7168.8,0,3238.4,0
6.545,0,0,0,7167.4,0,3238.2,0
6.55,0,0,0,7166,0,3238,0
6.555,0,0,0,7164.6,0,3237.8,0
6.56,0,0,0,7163.2,0,3237.6,0
6.565,0,0,0,7161.8,0,3237.4,0
6.57,0,0,0,7160.4,0,3237.2,0
6.575,0,0,0,7159,0,3237,0
6.58,0,0,0,7157.6,0,3236.8,0
6.585,0,0,0,7156.2,0,3236.6,0
6.59,0,0,0,7154.8,0,3236.4,0
6.595,0,0,0,7153.4,0,3236.2,0
6.6,0,0,0,7152,0,3236,0
6.605,0,0,0,7150.6,0,3235.8,0
6.61,0,0,0,7149.2,0,3235.6,0
6.615,0,0,0,7147.8,0,3235.4,0
6.62,0,0,0,7146.4,0,3235.2,0
6.625,0,0,0,7145,0,3235,0
6.63,0,0,0,7143.6,0,3234.8,0
6.635,0,0,0,7142.2,0,3234.6,0
6.64,0,0,0,7140.8,0,3234.4,0
6.645,0,0,0,7139.4,0,3234.2,0
6.65,0,0,0,7138,0,3234,0
6.655,0,0,0,7136.6,0,3233.8,0
6.66,0,0,0,7135.2,0,3233.6,0
6.665,0,0,0,7133.8,0,3233.4,0
6.67,0,0,0,7132.4,0,3233.2,0
6.675,0,0,0,7131,0,3233,0
6.68,0,0,0,7129.6,0,3232.8,0
6.685,0,0,0,7128.2,0,3232.6,0
6.69,0,0,0,7126.8,0,3232.4,0
6.695,0,0,0,7125.4,0,3232.2,0
6.7,0,0,0,7124,0,3232,0
6.705,0,0,0,7122.6,0,3231.8,0
6.71,0,0,0,7121.2,0,3231.6,0
6.715,0,0,0,7119.8,0,3231.4,0
6.72,0,0,0,7118.4,0,3231.2,0
6.725,0,0,0,7117,0,3231,0
6.73,0,0,0,7115.6,0,3230.8,0
6.735,0,0,0,7114.2,0,3230.6,0
6.74,0,0,0,7112.8,0,3230.4,0
6.745,0,0,0,7111.4,0,3230.2,0
6.75,0,0,0,7110,0,3230,0
6.755,0,0,0,7108.6,0,3229.8,0
6.76,0,0,0,7107.2,0,3229.6,0
6.765,0,0,0,7105.8,0,3229.4,0
6.77,0,0,0,7104.4,0,3229.2,0
6.775,0,0,0,7103,0,3229,0
6.78,0,0,0,7101.6,0,3228.8,0
6.785,0,0,0,7100.2,0,3228.6,0
6.79,0,0,0,7098.8,0,3228.4,0
6.795,0,0,0,7097.4,0,3228.2,0
6.8,0,0,0,7096,0,3228,0
6.805,0,0,0,7094.6,0,3227.8,0
6.81,0,0,0,7093.2,0,3227.6,0
6.815,0,0,0,7091.8,0,3227.4,0
6.82,0,0,0,7090.4,0,3227.2,0
6.825,0,0,0,7089,0,3227,0
6.83,0,0,0,7087.6,0,3226.8,0
6.835,0,0,0,7086.2,0,3226.6,0
6.84,0,0,0,7084.8,0,3226.4,0
6.845,0,0,0,7083.4,0,3226.2,0
6.85,0,0,0,7082,0,3226,0
6.855,0,0,0,7080.6,0,3225.8,0
6.86,0,0,0,7079.2,0,3225.6,0
6.865,0,0,0,7077.8,0,3225.4,0
6.87,0,0,0,7076.4,0,3225.2,0
6.875,0,0,0,7075,0,3225,0
6.88,0,0,0,7073.6,0,3224.8,0
6.885,0,0,0,7072.2,0,3224.6,0
6.89,0,0,0,7070.8,0,3224.4,0
6.895,0,0,0,7069.4,0,3224.2,0
6.9,0,0,0,7068,0,3224,0
6.905,0,0,0,7066.6,0,3223.8,0
6.91,0,0,0,7065.2,0,3223.6,0
6.915,0,0,0,7063.8,0,3223.4,0
6.92,0,0,0,7062.4,0,3223.2,0
6.925,0,0,0,7061,0,3223,0
6.93,0,0,0,7059.6,0,3222.8,0
6.935,0,0,0,7058.2,0,3222.6,0
6.94,0,0,0,7056.8,0,3222.4,0
6.945,0,0,0,7055.4,0,3222.2,0
6.95,0,0,0,7054,0,3222,0
6.955,0,0,0,7052.6,0,3221.8,0
6.96,0,0,0,7051.2,0,3221.6,0
6.965,0,0,0,7049.8,0,3221.4,0
6.97,0,0,0,7048.4,0,3221.2,0
6.975,0,0,0,7047,0,3221,0
6.98,0,0,0,7045.6,0,3220.8,0
6.985,0,0,0,7044.2,0,3220.6,0
6.99,0,0,0,7042.8,0,3220.4,0
6.995,0,0,0,7041.4,0,3220.2,0
7,0,0,0,7040,0,3220,0
7.005,0,0,0,7038.6,0,3219.8,0
7.01,0,0,0,7037.2,0,3219.6,0
7.015,0,0,0,7035.8,0,3219.4,0
7.02,0,0,0,7034.4,0,3219.2,0
7.025,0,0,0,7033,0,3219,0
7.03,0,0,0,7031.6,0,3218.8,0
7.035,0,0,0,7030.2,0,3218.6,0
7.04,0,0,0,7028.8,0,3218.4,0
7.045,0,0,0,7027.4,0,3218.2,0
7.05,0,0,0,7026,0,3218,0
7.055,0,0,0,7024.6,0,3217.8,0
7.06,0,0,0,7023.2,0,3217.6,0
7.065,0,0,0,7021.8,0,3217.4,0
7.07,0,0,0,7020.4,0,3217.2,0
7.075,0,0,0,7019,0,3217,0
7.08,0,0,0,7017.6,0,3216.8,0
7.085,0,0,0,7016.2,0,3216.6,0
7.09,0,0,0,7014.8,0,3216.4,0
7.095,0,0,0,7013.4,0,3216.2,0
7.1,0,0,0,7012,0,3216,0
7.105,0,0,0,7010.6,0,3215.8,0
7.11,0,0,0,7009.2,0,3215.6,0
7.115,0,0,0,7007.8,0,3215.4,0
7.12,0,0,0,7006.4,0,3215.2,0
7.125,0,0,0,7005,0,3215,0
7.13,0,0,0,7003.6,0,3214.8,0
7.135,0,0,0,7002.2,0,3214.6,0
7.14,0,0,0,7000.8,0,3214.4,0
7.145,0,0,0,6999.4,0,3214.2,0
7.15,0,0,0,6998,0,3214,0
7.155,0,0,0,6996.6,0,3213.8,0
7.16,0,0,0,6995.2,0,3213.6,0
7.165,0,0,0,6993.8,0,3213.4,0
7.17,0,0,0,6992.4,0,3213.2,0
7.175,0,0,0,6991,0,3213,0
7.18,0,0,0,6989.6,0,3212.8,0
7.185,0,0,0,6988.2,0,3212.6,0
7.19,0,0,0,6986.8,0,3212.4,0
7.195,0,0,0,6985.4,0,3212.2,0
7.2,0,0,0,6984,0,3212,0
7.205,0,0,0,6982.6,0,3211.8,0
7.21,0,0,0,6981.2,0,3211.6,0
7.215,0,0,0,6979.8,0,3211.4,0
7.22,0,0,0,6978.4,0,3211.2,0
7.225,0,0,0,6977,0,3211,0
7.23,0,0,0,6975.6,0,3210.8,0
7.235,0,0,0,6974.2,0,3210.6,0
7.24,0,0,0,6972.8,0,3210.4,0
7.245,0,0,0,6971.4,0,3210.2,0
7.25,0,0,0,6970,0,3210,0
7.255,0,0,0,6968.6,0,3209.8,0
7.26,0,0,0,6967.2,0,3209.6,0
7.265,0,0,0,6965.8,0,3209.4,0
7.27,0,0,0,6964.4,0,3209.2,0
7.275,0,0,0,6963,0,3209,0
7.28,0,0,0,6961.6,0,3208.8,0
7.285,0,0,0,6960.2,0,3208.6,0
7.29,0,0,0,6958.8,0,3208.4,0
7.295,0,0,0,6957.4,0,3208.2,0
7.3,0,0,0,6956,0,3208,0
7.305,0,0,0,6954.6,0,3207.8,0
7.31,0,0,0,6953.2,0,3207.6,0
7.315,0,0,0,6951.8,0,3207.4,0
7.32,0,0,0,6950.4,0,3207.2,0
7.325,0,0,0,6949,0,3207,0
7.33,0,0,0,6947.6,0,3206.8,0
7.335,0,0,0,6946.2,0,3206.6,0
7.34,0,0,0,6944.8,0,3206.4,0
7.345,0,0,0,6943.4,0,3206.2,0
7.35,0,0,0,6942,0,3206,0
7.355,0,0,0,6940.6,0,3205.8,0
7.36,0,0,0,6939.2,0,3205.6,0
7.365,0,0,0,6937.8,0,3205.4,0
7.37,0,0,0,6936.4,0,3205.2,0
7.375,0,0,0,6935,0,3205,0
7.38,0,0,0,6933.6,0,3204.8,0
7.385,0,0,0,6932.2,0,3204.6,0
7.39,0,0,0,6930.8,0,3204.4,0
7.395,0,0,0,6929.4,0,3204.2,0
7.4,0,0,0,6928,0,3204,0
7.405,0,0,0,6926.6,0,3203.8,0
7.41,0,0,0,6925.2,0,3203.6,0
7.415,0,0,0,6923.8,0,3203.4,0
7.42,0,0,0,6922.4,0,3203.2,0
7.425,0,0,0,6921,0,3203,0
7.43,0,0,0,6919.6,0,3202.8,0
7.435,0,0,0,6918.2,0,3202.6,0
7.44,0,0,0,6916.8,0,3202.4,0
7.445,0,0,0,6915.4,0,3202.2,0
7.45,0,0,0,6914,0,3202,0
7.455,0,0,0,6912.6,0,3201.8,0
7.46,0,0,0,6911.2,0,3201.6,0
7.465,0,0,0,6909.8,0,3201.4,0
7.47,0,0,0,6908.4,0,3201.2,0
7.475,0,0,0,6907,0,3201,0
7.48,0,0,0,6905.6,0,3200.8,0
7.485,0,0,0,6904.2,0,3200.6,0
7.49,0,0,0,6902.8,0,3200.4,0
7.495,0,0,0,6901.4,0,3200.2,0
7.5,0,0,0,6900,0,3200,0
7.505,0,0,0,6898.6,0,3199.8,0
7.51,0,0,0,6897.2,0,3199.6,0
7.515,0,0,0,6895.8,0,3199.4,0
7.52,0,0,0,6894.4,0,3199.2,0
7.525,0,0,0,6893,0,3199,0
7.53,0,0,0,6891.6,0,3198.8,0
7.535,0,0,0,6890.2,0,3198.6,0
7.54,0,0,0,6888.8,0,3198.4,0
7.545,0,0,0,6887.4,0,3198.2,0
7.55,0,0,0,6886,0,3198,0
7.555,0,0,0,6884.6,0,3197.8,0
7.56,0,0,0,6883.2,0,3197.6,0
7.565,0,0,0,6881.8,0,3197.4,0
7.57,0,0,0,6880.4,0,3197.2,0
7.575,0,0,0,6879,0,3197,0
7.58,0,0,0,6877.6,0,3196.8,0
7.585,0,0,0,6876.2,0,3196.6,0
7.59,0,0,0,6874.8,0,3196.4,0
7.595,0,0,0,6873.4,0,3196.2,0
7.6,0,0,0,6872,0,3196,0
7.605,0,0,0,6870.6,0,3195.8,0
7.61,0,0,0,6869.2,0,3195.6,0
7.615,0,0,0,6867.8,0,3195.4,0
7.62,0,0,0,6866.4,0,3195.2,0
7.625,0,0,0,6865,0,3195,0
7.63,0,0,0,6863.6,0,3194.8,0
7.635,0,0,0,6862.2,0,3194.6,0
7.64,0,0,0,6860.8,0,3194.4,0
7.645,0,0,0,6859.4,0,3194.2,0
7.65,0,0,0,6858,0,3194,0
7.655,0,0,0,6856.6,0,3193.8,0
7.66,0,0,0,6855.2,0,3193.6,0
7.665,0,0,0,6853.8,0,3193.4,0
7.67,0,0,0,6852.4,0,3193.2,0
7.675,0,0,0,6851,0,3193,0
7.68,0,0,0,6849.6,0,3192.8,0
7.685,0,0,0,6848.2,0,3192.6,0
7.69,0,0,0,6846.8,0,3192.4,0
7.695,0,0,0,6845.4,0,3192.2,0
7.7,0,0,0,6844,0,3192,0
7.705,0,0,0,6842.6,0,3191.8,0
7.71,0,0,0,6841.2,0,3191.6,0
7.715,0,0,0,6839.8,0,3191.4,0
7.72,0,0,0,6838.4,0,3191.2,0
7.725,0,0,0,6837,0,3191,0
7.73,0,0,0,6835.6,0,3190.8,0
7.735,0,0,0,6834.2,0,3190.6,0
7.74,0,0,0,6832.8,0,3190.4,0
7.745,0,0,0,6831.4,0,3190.2,0
7.75,0,0,0,6830,0,3190,0
7.755,0,0,0,6828.6,0,3189.8,0
7.76,0,0,0,6827.2,0,3189.6,0
7.765,0,0,0,6825.8,0,3189.4,0
7.77,0,0,0,6824.4,0,3189.2,0
7.775,0,0,0,6823,0,3189,0
7.78,0,0,0,6821.6,0,3188.8,0
7.785,0,0,0,6820.2,0,3188.6,0
7.79,0,0,0,6818.8,0,3188.4,0
7.795,0,0,0,6817.4,0,3188.2,0
7.8,0,0,0,6816,0,3188,0
7.805,0,0,0,6814.6,0,3187.8,0
7.81,0,0,0,6813.2,0,3187.6,0
7.815,0,0,0,6811.8,0,3187.4,0
7.82,0,0,0,6810.4,0,3187.2,0
7.825,0,0,0,6809,0,3187,0
7.83,0,0,0,6807.6,0,3186.8,0
7.835,0,0,0,6806.2,0,3186.6,0
7.84,0,0,0,6804.8,0,3186.4,0
7.845,0,0,0,6803.4,0,3186.2,0
7.85,0,0,0,6802,0,3186,0
7.855,0,0,0,6800.6,0,3185.8,0
7.86,0,0,0,6799.2,0,3185.6,0
7.865,0,0,0,6797.8,0,3185.4,0
7.87,0,0,0,6796.4,0,3185.2,0
7.875,0,0,0,6795,0,3185,0
7.88,0,0,0,6793.6,0,3184.8,0
7.885,0,0,0,6792.2,0,3184.6,0
7.89,0,0,0,6790.8,0,3184.4,0
7.895,0,0,0,6789.4,0,3184.2,0
7.9,0,0,0,6788,0,3184,0
7.905,0,0,0,6786.6,0,3183.8,0
7.91,0,0,0,6785.2,0,3183.6,0
7.915,0,0,0,6783.8,0,3183.4,0
7.92,0,0,0,6782.4,0,3183.2,0
7.925,0,0,0,6781,0,3183,0
7.93,0,0,0,6779.6,0,3182.8,0
7.935,0,0,0,6778.2,0,3182.6,0
7.94,0,0,0,6776.8,0,3182.4,0
7.945,0,0,0,6775.4,0,3182.2,0
7.95,0,0,0,6774,0,3182,0
7.955,0,0,0,6772.6,0,3181.8,0
7.96,0,0,0,6771.2,0,3181.6,0
7.965,0,0,0,6769.8,0,3181.4,0
7.97,0,0,0,6768.4,0,3181.2,0
7.975,0,0,0,6767,0,3181,0
7.98,0,0,0,6765.6,0,3180.8,0
7.985,0,0,0,6764.2,0,3180.6,0
7.99,0,0,0,6762.8,0,3180.4,0
7.995,0,0,0,6761.4,0,3180.2,0
8,0,0,0,6760,0,3180,0
8.005,0,0,0,6758.6,0,3179.8,0
8.01,0,0,0,6757.2,0,3179.6,0
8.015,0,0,0,6755.8,0,3179.4,0
8.02,0,0,0,6754.4,0,3179.2,0
8.025,0,0,0,6753,0,3179,0
8.03,0,0,0,6751.6,0,3178.8,0
8.035,0,0,0,6750.2,0,3178.6,0
8.04,0,0,0,6748.8,0,3178.4,0
8.045,0,0,0,6747.4,0,3178.2,0
8.05,0,0,0,6746,0,3178,0
8.055,0,0,0,6744.6,0,3177.8,0
8.06,0,0,0,6743.2,0,3177.6,0
8.065,0,0,0,6741.8,0,3177.4,0
8.07,0,0,0,6740.4,0,3177.2,0
8.075,0,0,0,6739,0,3177,0
8.08,0,0,0,6737.6,0,3176.8,0
8.085,0,0,0,6736.2,0,3176.6,0
8.09,0,0,0,6734.8,0,3176.4,0
8.095,0,0,0,6733.4,0,3176.2,0
8.1,0,0,0,6732,0,3176,0
8.105,0,0,0,6730.6,0,3175.8,0
8.11,0,0,0,6729.2,0,3175.6,0
8.115,0,0,0,6727.8,0,3175.4,0
8.12,0,0,0,6726.4,0,3175.2,0
8.125,0,0,0,6725,0,3175,0
8.13,0,0,0,6723.6,0,3174.8,0
8.135,0,0,0,6722.2,0,3174.6,0
8.14,0,0,0,6720.8,0,3174.4,0
8.145,0,0,0,6719.4,0,3174.2,0
8.15,0,0,0,6718,0,3174,0
8.155,0,0,0,6716.6,0,3173.8,0
8.16,0,0,0,6715.2,0,3173.6,0
8.165,0,0,0,6713.8,0,3173.4,0
8.17,0,0,0,6712.4,0,3173.2,0
8.175,0,0,0,6711,0,3173,0
8.18,0,0,0,6709.6,0,3172.8,0
8.185,0,0,0,6708.2,0,3172.6,0
8.19,0,0,0,6706.8,0,3172.4,0
8.195,0,0,0,6705.4,0,3172.2,0
8.2,0,0,0,6704,0,3172,0
8.205,0,0,0,6702.6,0,3171.8,0
8.21,0,0,0,6701.2,0,3171.6,0
8.215,0,0,0,6699.8,0,3171.4,0
8.22,0,0,0,6698.4,0,3171.2,0
8.225,0,0,0,6697,0,3171,0
8.23,0,0,0,6695.6,0,3170.8,0
8.235,0,0,0,6694.2,0,3170.6,0
8.24,0,0,0,6692.8,0,3170.4,0
8.245,0,0,0,6691.4,0,3170.2,0
8.25,0,0,0,6690,0,3170,0
8.255,0,0,0,6688.6,0,3169.8,0
8.26,0,0,0,6687.2,0,3169.6,0
8.265,0,0,0,6685.8,0,3169.4,0
8.27,0,0,0,6684.4,0,3169.2,0
8.275,0,0,0,6683,0,3169,0
8.28,0,0,0,6681.6,0,3168.8,0
8.285,0,0,0,6680.2,0,3168.6,0
8.29,0,0,0,6678.8,0,3168.4,0
8.295,0,0,0,6677.4,0,3168.2,0
8.3,0,0,0,6676,0,3168,0
8.305,0,0,0,6674.6,0,3167.8,0
8.31,0,0,0,6673.2,0,3167.6,0
8.315,0,0,0,6671.8,0,3167.4,0
8.32,0,0,0,6670.4,0,3167.2,0
8.325,0,0,0,6669,0,3167,0
8.33,0,0,0,6667.6,0,3166.8,0
8.335,0,0,0,6666.2,0,3166.6,0
8.34,0,0,0,6664.8,0,3166.4,0
8.345,0,0,0,6663.4,0,3166.2,0
8.35,0,0,0,6662,0,3166,0
8.355,0,0,0,6660.6,0,3165.8,0
8.36,0,0,0,6659.2,0,3165.6,0
8.365,0,0,0,6657.8,0,3165.4,0
8.37,0,0,0,6656.4,0,3165.2,0
8.375,0,0,0,6655,0,3165,0
8.38,0,0,0,6653.6,0,3164.8,0
8.385,0,0,0,6652.2,0,3164.6,0
8.39,0,0,0,6650.8,0,3164.4,0
8.395,0,0,0,6649.4,0,3164.2,0
8.4,0,0,0,6648,0,3164,0
8.405,0,0,0,6646.6,0,3163.8,0
8.41,0,0,0,6645.2,0,3163.6,0
8.415,0,0,0,6643.8,0,3163.4,0
8.42,0,0,0,6642.4,0,3163.2,0
8.425,0,0,0,6641,0,3163,0
8.43,0,0,0,6639.6,0,3162.8,0
8.435,0,0,0,6638.2,0,3162.6,0
8.44,0,0,0,6636.8,0,3162.4,0
8.445,0,0,0,6635.4,0,3162.2,0
8.45,0,0,0,6634,0,3162,0
8.455,0,0,0,6632.6,0,3161.8,0
8.46,0,0,0,6631.2,0,3161.6,0
8.465,0,0,0,6629.8,0,3161.4,0
8.47,0,0,0,6628.4,0,3161.2,0
8.475,0,0,0,6627,0,3161,0
8.48,0,0,0,6625.6,0,3160.8,0
8.485,0,0,0,6624.2,0,3160.6,0
8.49,0,0,0,6622.8,0,3160.4,0
8.495,0,0,0,6621.4,0,3160.2,0
8.5,0,0,0,6620,0,3160,0
8.505,0,0,0,6618.6,0,3159.8,0
8.51,0,0,0,6617.2,0,3159.6,0
8.515,0,0,0,6615.8,0,3159.4,0
8.52,0,0,0,6614.4,0,3159.2,0
8.525,0,0,0,6613,0,3159,0
8.53,0,0,0,6611.6,0,3158.8,0
8.535,0,0,0,6610.2,0,3158.6,0
8.54,0,0,0,6608.8,0,3158.4,0
8.545,0,0,0,6607.4,0,3158.2,0
8.55,0,0,0,6606,0,3158,0
8.555,0,0,0,6604.6,0,3157.8,0
8.56,0,0,0,6603.2,0,3157.6,0
8.565,0,0,0,6601.8,0,3157.4,0
8.57,0,0,0,6600.4,0,3157.2,0
8.575,0,0,0,6599,0,3157,0
8.58,0,0,0,6597.6,0,3156.8,0
8.585,0,0,0,6596.2,0,3156.6,0
8.59,0,0,0,6594.8,0,3156.4,0
8.595,0,0,0,6593.4,0,3156.2,0
8.6,0,0,0,6592,0,3156,0
8.605,0,0,0,6590.6,0,3155.8,0
8.61,0,0,0,6589.2,0,3155.6,0
8.615,0,0,0,6587.8,0,3155.4,0
8.62,0,0,0,6586.4,0,3155.2,0
8.625,0,0,0,6585,0,3155,0
8.63,0,0,0,6583.6,0,3154.8,0
8.635,0,0,0,6582.2,0,3154.6,0
8.64,0,0,0,6580.8,0,3154.4,0
8.645,0,0,0,6579.4,0,3154.2,0
8.65,0,0,0,6578,0,3154,0
8.655,0,0,0,6576.6,0,3153.8,0
8.66,0,0,0,6575.2,0,3153.6,0
8.665,0,0,0,6573.8,0,3153.4,0
8.67,0,0,0,6572.4,0,3153.2,0
8.675,0,0,0,6571,0,3153,0
8.68,0,0,0,6569.6,0,3152.8,0
8.685,0,0,0,6568.2,0,3152.6,0
8.69,0,0,0,6566.8,0,3152.4,0
8.695,0,0,0,6565.4,0,3152.2,0
8.7,0,0,0,6564,0,3152,0
8.705,0,0,0,6562.6,0,3151.8,0
8.71,0,0,0,6561.2,0,3151.6,0
8.715,0,0,0,6559.8,0,3151.4,0
8.72,0,0,0,6558.4,0,3151.2,0
8.725,0,0,0,6557,0,3151,0
8.73,0,0,0,6555.6,0,3150.8,0
8.735,0,0,0,6554.2,0,3150.6,0
8.74,0,0,0,6552.8,0,3150.4,0
8.745,0,0,0,6551.4,0,3150.2,0
8.75,0,0,0,6550,0,3150,0
8.755,0,0,0,6548.6,0,3149.8,0
8.76,0,0,0,6547.2,0,3149.6,0
8.765,0,0,0,6545.8,0,3149.4,0
8.77,0,0,0,6544.4,0,3149.2,0
8.775,0,0,0,6543,0,3149,0
8.78,0,0,0,6541.6,0,3148.8,0
8.785,0,0,0,6540.2,0,3148.6,0
8.79,0,0,0,6538.8,0,3148.4,0
8.795,0,0,0,6537.4,0,3148.2,0
8.8,0,0,0,6536,0,3148,0
8.805,0,0,0,6534.6,0,3147.8,0
8.81,0,0,0,6533.2,0,3147.6,0
8.815,0,0,0,6531.8,0,3147.4,0
8.82,0,0,0,6530.4,0,3147.2,0
8.825,0,0,0,6529,0,3147,0
8.83,0,0,0,6527.6,0,3146.8,0
8.835,0,0,0,6526.2,0,3146.6,0
8.84,0,0,0,6524.8,0,3146.4,0
8.845,0,0,0,6523.4,0,3146.2,0
8.85,0,0,0,6522,0,3146,0
8.855,0,0,0,6520.6,0,3145.8,0
8.86,0,0,0,6519.2,0,3145.6,0
8.865,0,0,0,6517.8,0,3145.4,0
8.87,0,0,0,6516.4,0,3145.2,0
8.875,0,0,0,6515,0,3145,0
8.88,0,0,0,6513.6,0,3144.8,0
8.885,0,0,0,6512.2,0,3144.6,0
8.89,0,0,0,6510.8,0,3144.4,0
8.895,0,0,0,6509.4,0,3144.2,0
8.9,0,0,0,6508,0,3144,0
8.905,0,0,0,6506.6,0,3143.8,0
8.91,0,0,0,6505.2,0,3143.6,0
8.915,0,0,0,6503.8,0,3143.4,0
8.92,0,0,0,6502.4,0,3143.2,0
8.925,0,0,0,6501,0,3143,0
8.93,0,0,0,6499.6,0,3142.8,0
8.935,0,0,0,6498.2,0,3142.6,0
8.94,0,0,0,6496.8,0,3142.4,0
8.945,0,0,0,6495.4,0,3142.2,0
8.95,0,0,0,6494,0,3142,0
8.955,0,0,0,6492.6,0,3141.8,0
8.96,0,0,0,6491.2,0,3141.6,0
8.965,0,0,0,6489.8,0,3141.4,0
8.97,0,0,0,6488.4,0,3141.2,0
8.975,0,0,0,6487,0,3141,0
