t,accel_cmd_x,accel_cmd_y,accel_cmd_z,fin_x,fin_y,fin_z,los_angle,los_rate,v_closing,range,nav_x,nav_y,nav_z
11.005,-7.13097988,0,18.7843943,0,0,0,0.362817156,0.00927931204,541.322327,1573.2168,5918.6,0,3059.8
11.01,-7.1337267,0,18.7890021,0,0,0,0.362863562,0.00928304674,541.246813,1570.51038,5917.2,0,3059.6
11.015,-7.1364725,0,18.7936047,0,0,0,0.362909987,0.00928677927,541.17135,1567.80433,5915.8,0,3059.4
11.02,-7.13921729,0,18.7982023,0,0,0,0.36295643,0.00929050962,541.095937,1565.09866,5914.4,0,3059.2
11.025,-7.14196106,0,18.8027948,0,0,0,0.363002892,0.0092942378,541.020573,1562.39337,5913,0,3059
11.03,-7.14470383,0,18.8073822,0,0,0,0.363049372,0.00929796382,540.94526,1559.68846,5911.6,0,3058.8
11.035,-7.14744558,0,18.8119645,0,0,0,0.363095871,0.00930168767,540.869997,1556.98392,5910.2,0,3058.6
11.04,-7.15018632,0,18.8165417,0,0,0,0.363142389,0.00930540935,540.794784,1554.27976,5908.8,0,3058.4
11.045,-7.15292606,0,18.8211138,0,0,0,0.363188925,0.00930912887,540.719621,1551.57597,5907.4,0,3058.2
11.05,-7.1556648,0,18.8256808,0,0,0,0.36323548,0.00931284623,540.644507,1548.87256,5906,0,3058
11.055,-7.15840253,0,18.8302428,0,0,0,0.363282054,0.00931656144,540.569443,1546.16953,5904.6,0,3057.8
11.06,-7.16113926,0,18.8347998,0,0,0,0.363328646,0.00932027449,540.494429,1543.46687,5903.2,0,3057.6
11.065,-7.16387499,0,18.8393516,0,0,0,0.363375256,0.00932398539,540.419464,1540.76458,5901.8,0,3057.4
11.07,-7.16660972,0,18.8438985,0,0,0,0.363421886,0.00932769414,540.344548,1538.06267,5900.4,0,3057.2
11.075,-7.16934346,0,18.8484403,0,0,0,0.363468533,0.00933140074,540.269682,1535.36114,5899,0,3057
11.08,-7.1720762,0,18.852977,0,0,0,0.3635152,0.0093351052,540.194865,1532.65998,5897.6,0,3056.8
11.085,-7.17480795,0,18.8575088,0,0,0,0.363561884,0.00933880752,540.120098,1529.95919,5896.2,0,3056.6
11.09,-7.17753871,0,18.8620355,0,0,0,0.363608588,0.00934250769,540.045379,1527.25877,5894.8,0,3056.4
11.095,-7.18026848,0,18.8665572,0,0,0,0.363655309,0.00934620573,539.97071,1524.55873,5893.4,0,3056.2
11.1,-7.18299727,0,18.8710739,0,0,0,0.36370205,0.00934990163,539.89609,1521.85907,5892,0,3056
11.105,-7.18572506,0,18.8755855,0,0,0,0.363748808,0.00935359539,539.821518,1519.15977,5890.6,0,3055.8
11.11,-7.18845188,0,18.8800922,0,0,0,0.363795586,0.00935728703,539.746996,1516.46085,5889.2,0,3055.6
11.115,-7.19117771,0,18.8845939,0,0,0,0.363842381,0.00936097653,539.672522,1513.7623,5887.8,0,3055.4
11.12,-7.19390256,0,18.8890906,0,0,0,0.363889195,0.00936466392,539.598097,1511.06413,5886.4,0,3055.2
11.125,-7.19662642,0,18.8935824,0,0,0,0.363936028,0.00936834917,539.52372,1508.36632,5885,0,3055
11.13,-7.19934932,0,18.8980691,0,0,0,0.363982879,0.00937203231,539.449393,1505.66889,5883.6,0,3054.8
11.135,-7.20207123,0,18.9025509,0,0,0,0.364029748,0.00937571332,539.375113,1502.97183,5882.2,0,3054.6
11.14,-7.20479218,0,18.9070278,0,0,0,0.364076636,0.00937939222,539.300883,1500.27514,5880.8,0,3054.4
11.145,-7.20751214,0,18.9114997,0,0,0,0.364123542,0.009383069,539.2267,1497.57882,5879.4,0,3054.2
11.15,-7.21023114,0,18.9159666,0,0,0,0.364170467,0.00938674367,539.152566,1494.88287,5878,0,3054
11.155,-7.21294917,0,18.9204286,0,0,0,0.36421741,0.00939041623,539.07848,1492.18729,5876.6,0,3053.8
11.16,-7.21566623,0,18.9248856,0,0,0,0.364264371,0.00939408668,539.004442,1489.49209,5875.2,0,3053.6
11.165,-7.21838233,0,18.9293378,0,0,0,0.36431135,0.00939775503,538.930452,1486.79725,5873.8,0,3053.4
11.17,-7.22109746,0,18.933785,0,0,0,0.364358348,0.00940142127,538.856511,1484.10278,5872.4,0,3053.2
11.175,-7.22381163,0,18.9382273,0,0,0,0.364405365,0.00940508542,538.782617,1481.40868,5871,0,3053
11.18,-7.22652483,0,18.9426646,0,0,0,0.364452399,0.00940874746,538.708771,1478.71495,5869.6,0,3052.8
11.185,-7.22923708,0,18.9470971,0,0,0,0.364499452,0.00941240741,538.634973,1476.0216,5868.2,0,3052.6
11.19,-7.23194837,0,18.9515247,0,0,0,0.364546523,0.00941606526,538.561223,1473.3286,5866.8,0,3052.4
11.195,-7.2346587,0,18.9559474,0,0,0,0.364593613,0.00941972102,538.48752,1470.63598,5865.4,0,3052.2
11.2,-7.23736808,0,18.9603651,0,0,0,0.36464072,0.00942337469,538.413865,1467.94373,5864,0,3052
11.205,-7.2400765,0,18.9647781,0,0,0,0.364687846,0.00942702627,538.340257,1465.25184,5862.6,0,3051.8
11.21,-7.24278398,0,18.9691861,0,0,0,0.364734991,0.00943067577,538.266697,1462.56033,5861.2,0,3051.6
11.215,-7.2454905,0,18.9735892,0,0,0,0.364782153,0.00943432318,538.193185,1459.86918,5859.8,0,3051.4
11.22,-7.24819607,0,18.9779875,0,0,0,0.364829334,0.00943796852,538.119719,1457.1784,5858.4,0,3051.2
11.225,-7.2509007,0,18.982381,0,0,0,0.364876533,0.00944161177,538.046301,1454.48798,5857,0,3051
11.23,-7.25360438,0,18.9867696,0,0,0,0.36492375,0.00944525295,537.97293,1451.79793,5855.6,0,3050.8
11.235,-7.25630712,0,18.9911533,0,0,0,0.364970985,0.00944889206,537.899606,1449.10825,5854.2,0,3050.6
11.24,-7.25900892,0,18.9955322,0,0,0,0.365018239,0.00945252909,537.82633,1446.41894,5852.8,0,3050.4
11.245,-7.26170978,0,18.9999063,0,0,0,0.365065511,0.00945616406,537.7531,1443.72999,5851.4,0,3050.2
11.25,-7.26440969,0,19.0042755,0,0,0,0.365112801,0.00945979696,537.679917,1441.0414,5850,0,3050
11.255,-7.26710867,0,19.0086399,0,0,0,0.365160109,0.00946342779,537.606781,1438.35319,5848.6,0,3049.8
11.26,-7.26980672,0,19.0129995,0,0,0,0.365207435,0.00946705656,537.533692,1435.66534,5847.2,0,3049.6
11.265,-7.27250383,0,19.0173543,0,0,0,0.365254779,0.00947068327,537.460649,1432.97785,5845.8,0,3049.4
11.27,-7.27520001,0,19.0217043,0,0,0,0.365302142,0.00947430792,537.387653,1430.29073,5844.4,0,3049.2
11.275,-7.27789525,0,19.0260495,0,0,0,0.365349522,0.00947793051,537.314704,1427.60397,5843,0,3049
11.28,-7.28058957,0,19.0303899,0,0,0,0.365396921,0.00948155105,537.241801,1424.91758,5841.6,0,3048.8
11.285,-7.28328296,0,19.0347255,0,0,0,0.365444338,0.00948516954,537.168945,1422.23156,5840.2,0,3048.6
11.29,-7.28597542,0,19.0390563,0,0,0,0.365491773,0.00948878598,537.096135,1419.54589,5838.8,0,3048.4
11.295,-7.28866696,0,19.0433823,0,0,0,0.365539226,0.00949240038,537.023371,1416.86059,5837.4,0,3048.2
11.3,-7.29135758,0,19.0477036,0,0,0,0.365586697,0.00949601273,536.950654,1414.17566,5836,0,3048
11.305,-7.29404727,0,19.0520201,0,0,0,0.365634186,0.00949962303,536.877983,1411.49109,5834.6,0,3047.8
11.31,-7.29673604,0,19.0563318,0,0,0,0.365681693,0.0095032313,536.805358,1408.80688,5833.2,0,3047.6
11.315,-7.2994239,0,19.0606388,0,0,0,0.365729218,0.00950683752,536.732779,1406.12303,5831.8,0,3047.4
11.32,-7.30211084,0,19.0649411,0,0,0,0.365776761,0.00951044172,536.660246,1403.43955,5830.4,0,3047.2
11.325,-7.30479686,0,19.0692386,0,0,0,0.365824322,0.00951404387,536.587758,1400.75643,5829,0,3047
11.33,-7.30748197,0,19.0735314,0,0,0,0.365871902,0.009517644,536.515317,1398.07367,5827.6,0,3046.8
11.335,-7.31016616,0,19.0778194,0,0,0,0.365919499,0.00952124209,536.442921,1395.39128,5826.2,0,3046.6
11.34,-7.31284945,0,19.0821027,0,0,0,0.365967114,0.00952483816,536.370572,1392.70924,5824.8,0,3046.4
11.345,-7.31553182,0,19.0863813,0,0,0,0.366014747,0.00952843221,536.298267,1390.02757,5823.4,0,3046.2
11.35,-7.31821329,0,19.0906552,0,0,0,0.366062398,0.00953202423,536.226009,1387.34626,5822,0,3046
11.355,-7.32089385,0,19.0949244,0,0,0,0.366110067,0.00953561423,536.153796,1384.66531,5820.6,0,3045.8
11.36,-7.3235735,0,19.0991888,0,0,0,0.366157754,0.00953920221,536.081628,1381.98472,5819.2,0,3045.6
11.365,-7.32625226,0,19.1034486,0,0,0,0.366205459,0.00954278817,536.009506,1379.3045,5817.8,0,3045.4
11.37,-7.32893011,0,19.1077037,0,0,0,0.366253182,0.00954637212,535.937429,1376.62463,5816.4,0,3045.2
11.375,-7.33160706,0,19.1119541,0,0,0,0.366300923,0.00954995406,535.865397,1373.94512,5815,0,3045
11.38,-7.33428311,0,19.1161998,0,0,0,0.366348682,0.00955353399,535.793411,1371.26597,5813.6,0,3044.8
11.385,-7.33695826,0,19.1204408,0,0,0,0.366396458,0.00955711192,535.721469,1368.58719,5812.2,0,3044.6
11.39,-7.33963252,0,19.1246772,0,0,0,0.366444253,0.00956068783,535.649573,1365.90876,5810.8,0,3044.4
11.395,-7.34230588,0,19.1289089,0,0,0,0.366492065,0.00956426174,535.577722,1363.23069,5809.4,0,3044.2
11.4,-7.34497835,0,19.133136,0,0,0,0.366539896,0.00956783366,535.505915,1360.55298,5808,0,3044
11.405,-7.34764993,0,19.1373584,0,0,0,0.366587744,0.00957140357,535.434154,1357.87563,5806.6,0,3043.8
11.41,-7.35032062,0,19.1415761,0,0,0,0.36663561,0.00957497149,535.362437,1355.19864,5805.2,0,3043.6
11.415,-7.35299042,0,19.1457893,0,0,0,0.366683493,0.00957853741,535.290765,1352.52201,5803.8,0,3043.4
11.42,-7.35565934,0,19.1499977,0,0,0,0.366731395,0.00958210134,535.219138,1349.84573,5802.4,0,3043.2
11.425,-7.35832737,0,19.1542016,0,0,0,0.366779314,0.00958566328,535.147555,1347.16982,5801,0,3043
11.43,-7.36099451,0,19.1584008,0,0,0,0.366827252,0.00958922323,535.076017,1344.49426,5799.6,0,3042.8
11.435,-7.36366077,0,19.1625954,0,0,0,0.366875207,0.00959278119,535.004524,1341.81906,5798.2,0,3042.6
11.44,-7.36632615,0,19.1667854,0,0,0,0.366923179,0.00959633717,534.933075,1339.14421,5796.8,0,3042.4
11.445,-7.36899065,0,19.1709708,0,0,0,0.36697117,0.00959989117,534.86167,1336.46973,5795.4,0,3042.2
11.45,-7.37165428,0,19.1751516,0,0,0,0.367019178,0.00960344319,534.790309,1333.7956,5794,0,3042
11.455,-7.37431703,0,19.1793278,0,0,0,0.367067204,0.00960699323,534.718993,1331.12182,5792.6,0,3041.8
11.46,-7.3769789,0,19.1834994,0,0,0,0.367115248,0.0096105413,534.647721,1328.44841,5791.2,0,3041.6
11.465,-7.37963989,0,19.1876664,0,0,0,0.36716331,0.00961408739,534.576493,1325.77534,5789.8,0,3041.4
11.47,-7.38230002,0,19.1918289,0,0,0,0.367211389,0.00961763152,534.505309,1323.10264,5788.4,0,3041.2
11.475,-7.38495928,0,19.1959867,0,0,0,0.367259486,0.00962117367,534.434169,1320.43029,5787,0,3041
11.48,-7.38761766,0,19.20014,0,0,0,0.367307601,0.00962471386,534.363073,1317.7583,5785.6,0,3040.8
11.485,-7.39027518,0,19.2042887,0,0,0,0.367355733,0.00962825208,534.292021,1315.08666,5784.2,0,3040.6
11.49,-7.39293183,0,19.2084329,0,0,0,0.367403883,0.00963178834,534.221012,1312.41538,5782.8,0,3040.4
11.495,-7.39558762,0,19.2125725,0,0,0,0.367452051,0.00963532264,534.150048,1309.74445,5781.4,0,3040.2
11.5,-7.39824254,0,19.2167076,0,0,0,0.367500236,0.00963885498,534.079127,1307.07388,5780,0,3040
11.505,-7.4008966,0,19.2208381,0,0,0,0.36754844,0.00964238537,534.008249,1304.40366,5778.6,0,3039.8
11.51,-7.4035498,0,19.2249641,0,0,0,0.36759666,0.0096459138,533.937415,1301.73379,5777.2,0,3039.6
11.515,-7.40620214,0,19.2290856,0,0,0,0.367644899,0.00964944028,533.866625,1299.06428,5775.8,0,3039.4
11.52,-7.40885363,0,19.2332025,0,0,0,0.367693155,0.00965296481,533.795878,1296.39513,5774.4,0,3039.2
11.525,-7.41150425,0,19.2373149,0,0,0,0.367741428,0.00965648739,533.725175,1293.72633,5773,0,3039
11.53,-7.41415402,0,19.2414228,0,0,0,0.367789719,0.00966000803,533.654514,1291.05788,5771.6,0,3038.8
11.535,-7.41680294,0,19.2455262,0,0,0,0.367838028,0.00966352672,533.583897,1288.38978,5770.2,0,3038.6
11.54,-7.41945101,0,19.2496251,0,0,0,0.367886355,0.00966704347,533.513323,1285.72204,5768.8,0,3038.4
11.545,-7.42209823,0,19.2537195,0,0,0,0.367934699,0.00967055829,533.442793,1283.05465,5767.4,0,3038.2
11.55,-7.42474459,0,19.2578094,0,0,0,0.36798306,0.00967407116,533.372305,1280.38761,5766,0,3038
11.555,-7.42739011,0,19.2618948,0,0,0,0.368031439,0.0096775821,533.30186,1277.72092,5764.6,0,3037.8
11.56,-7.43003479,0,19.2659758,0,0,0,0.368079836,0.00968109111,533.231459,1275.05459,5763.2,0,3037.6
11.565,-7.43267861,0,19.2700522,0,0,0,0.36812825,0.00968459819,533.1611,1272.38861,5761.8,0,3037.4
11.57,-7.4353216,0,19.2741242,0,0,0,0.368176682,0.00968810334,533.090784,1269.72298,5760.4,0,3037.2
11.575,-7.43796374,0,19.2781917,0,0,0,0.368225131,0.00969160656,533.020511,1267.0577,5759,0,3037
11.58,-7.44060504,0,19.2822547,0,0,0,0.368273598,0.00969510786,532.95028,1264.39277,5757.6,0,3036.8
11.585,-7.4432455,0,19.2863133,0,0,0,0.368322082,0.00969860723,532.880092,1261.7282,5756.2,0,3036.6
11.59,-7.44588513,0,19.2903675,0,0,0,0.368370584,0.00970210469,532.809947,1259.06397,5754.8,0,3036.4
11.595,-7.44852392,0,19.2944172,0,0,0,0.368419103,0.00970560022,532.739844,1256.4001,5753.4,0,3036.2
11.6,-7.45116187,0,19.2984624,0,0,0,0.36846764,0.00970909384,532.669783,1253.73657,5752,0,3036
11.605,-7.45379899,0,19.3025033,0,0,0,0.368516194,0.00971258555,532.599765,1251.0734,5750.6,0,3035.8
11.61,-7.45643528,0,19.3065396,0,0,0,0.368564766,0.00971607534,532.52979,1248.41058,5749.2,0,3035.6
11.615,-7.45907073,0,19.3105716,0,0,0,0.368613355,0.00971956323,532.459856,1245.7481,5747.8,0,3035.4
11.62,-7.46170536,0,19.3145992,0,0,0,0.368661962,0.00972304921,532.389965,1243.08598,5746.4,0,3035.2
11.625,-7.46433916,0,19.3186223,0,0,0,0.368710586,0.00972653328,532.320116,1240.4242,5745,0,3035
11.63,-7.46697213,0,19.322641,0,0,0,0.368759227,0.00973001545,532.250309,1237.76278,5743.6,0,3034.8
11.635,-7.46960428,0,19.3266554,0,0,0,0.368807886,0.00973349571,532.180544,1235.1017,5742.2,0,3034.6
11.64,-7.4722356,0,19.3306653,0,0,0,0.368856562,0.00973697408,532.110822,1232.44097,5740.8,0,3034.4
11.645,-7.47486611,0,19.3346708,0,0,0,0.368905255,0.00974045055,532.041141,1229.78059,5739.4,0,3034.2
11.65,-7.47749579,0,19.338672,0,0,0,0.368953966,0.00974392512,531.971501,1227.12056,5738,0,3034
11.655,-7.48012465,0,19.3426687,0,0,0,0.369002695,0.0097473978,531.901904,1224.46088,5736.6,0,3033.8
11.66,-7.48275269,0,19.3466611,0,0,0,0.36905144,0.00975086859,531.832349,1221.80154,5735.2,0,3033.6
11.665,-7.48537991,0,19.3506491,0,0,0,0.369100203,0.00975433749,531.762835,1219.14255,5733.8,0,3033.4
11.67,-7.48800632,0,19.3546328,0,0,0,0.369148984,0.00975780451,531.693362,1216.48391,5732.4,0,3033.2
11.675,-7.49063192,0,19.3586121,0,0,0,0.369197781,0.00976126964,531.623932,1213.82562,5731,0,3033
11.68,-7.4932567,0,19.362587,0,0,0,0.369246596,0.00976473288,531.554542,1211.16767,5729.6,0,3032.8
11.685,-7.49588067,0,19.3665576,0,0,0,0.369295429,0.00976819425,531.485195,1208.51007,5728.2,0,3032.6
11.69,-7.49850383,0,19.3705238,0,0,0,0.369344278,0.00977165374,531.415888,1205.85282,5726.8,0,3032.4
11.695,-7.50112618,0,19.3744857,0,0,0,0.369393145,0.00977511135,531.346623,1203.19591,5725.4,0,3032.2
11.7,-7.50374773,0,19.3784432,0,0,0,0.369442029,0.00977856708,531.2774,1200.53935,5724,0,3032
11.705,-7.50636847,0,19.3823965,0,0,0,0.369490931,0.00978202094,531.208217,1197.88314,5722.6,0,3031.8
11.71,-7.5089884,0,19.3863454,0,0,0,0.36953985,0.00978547294,531.139076,1195.22727,5721.2,0,3031.6
11.715,-7.51160754,0,19.39029,0,0,0,0.369588786,0.00978892306,531.069976,1192.57175,5719.8,0,3031.4
11.72,-7.51422587,0,19.3942302,0,0,0,0.369637739,0.00979237132,531.000916,1189.91657,5718.4,0,3031.2
11.725,-7.51684339,0,19.3981662,0,0,0,0.369686709,0.00979581771,530.931898,1187.26174,5717,0,3031
11.73,-7.51946012,0,19.4020978,0,0,0,0.369735697,0.00979926224,530.862921,1184.60725,5715.6,0,3030.8
11.735,-7.52207606,0,19.4060252,0,0,0,0.369784702,0.00980270491,530.793985,1181.95311,5714.2,0,3030.6
11.74,-7.52469119,0,19.4099482,0,0,0,0.369833724,0.00980614572,530.725089,1179.29931,5712.8,0,3030.4
11.745,-7.52730553,0,19.413867,0,0,0,0.369882763,0.00980958468,530.656234,1176.64586,5711.4,0,3030.2
11.75,-7.52991908,0,19.4177815,0,0,0,0.36993182,0.00981302178,530.58742,1173.99275,5710,0,3030
11.755,-7.53253184,0,19.4216917,0,0,0,0.369980894,0.00981645703,530.518647,1171.33999,5708.6,0,3029.8
11.76,-7.5351438,0,19.4255976,0,0,0,0.370029984,0.00981989043,530.449914,1168.68756,5707.2,0,3029.6
11.765,-7.53775498,0,19.4294993,0,0,0,0.370079092,0.00982332199,530.381222,1166.03549,5705.8,0,3029.4
11.77,-7.54036536,0,19.4333967,0,0,0,0.370128218,0.00982675169,530.31257,1163.38375,5704.4,0,3029.2
11.775,-7.54297496,0,19.4372898,0,0,0,0.37017736,0.00983017956,530.243958,1160.73236,5703,0,3029
11.78,-7.54558378,0,19.4411787,0,0,0,0.370226519,0.00983360558,530.175387,1158.08131,5701.6,0,3028.8
11.785,-7.54819181,0,19.4450633,0,0,0,0.370275696,0.00983702976,530.106857,1155.43061,5700.2,0,3028.6
11.79,-7.55079905,0,19.4489437,0,0,0,0.37032489,0.0098404521,530.038366,1152.78024,5698.8,0,3028.4
11.795,-7.55340552,0,19.4528199,0,0,0,0.3703741,0.00984387261,529.969916,1150.13022,5697.4,0,3028.2
11.8,-7.5560112,0,19.4566918,0,0,0,0.370423328,0.00984729129,529.901506,1147.48054,5696,0,3028
11.805,-7.55861611,0,19.4605595,0,0,0,0.370472573,0.00985070813,529.833136,1144.83121,5694.6,0,3027.8
11.81,-7.56122024,0,19.4644229,0,0,0,0.370521835,0.00985412314,529.764806,1142.18221,5693.2,0,3027.6
11.815,-7.56382359,0,19.4682822,0,0,0,0.370571115,0.00985753633,529.696516,1139.53356,5691.8,0,3027.4
11.82,-7.56642617,0,19.4721372,0,0,0,0.370620411,0.00986094769,529.628265,1136.88525,5690.4,0,3027.2
11.825,-7.56902797,0,19.475988,0,0,0,0.370669724,0.00986435723,529.560055,1134.23728,5689,0,3027
11.83,-7.57162901,0,19.4798347,0,0,0,0.370719054,0.00986776494,529.491885,1131.58965,5687.6,0,3026.8
11.835,-7.57422927,0,19.4836771,0,0,0,0.370768402,0.00987117084,529.423754,1128.94236,5686.2,0,3026.6
11.84,-7.57682876,0,19.4875153,0,0,0,0.370817766,0.00987457492,529.355663,1126.29541,5684.8,0,3026.4
11.845,-7.57942748,0,19.4913494,0,0,0,0.370867147,0.00987797718,529.287612,1123.6488,5683.4,0,3026.2
11.85,-7.58202544,0,19.4951792,0,0,0,0.370916546,0.00988137764,529.2196,1121.00253,5682,0,3026
11.855,-7.58462263,0,19.4990049,0,0,0,0.370965961,0.00988477628,529.151628,1118.35661,5680.6,0,3025.8
11.86,-7.58721906,0,19.5028264,0,0,0,0.371015394,0.00988817311,529.083695,1115.71102,5679.2,0,3025.6
11.865,-7.58981473,0,19.5066437,0,0,0,0.371064843,0.00989156813,529.015802,1113.06577,5677.8,0,3025.4
11.87,-7.59240963,0,19.5104569,0,0,0,0.371114309,0.00989496135,528.947948,1110.42086,5676.4,0,3025.2
11.875,-7.59500377,0,19.5142659,0,0,0,0.371163792,0.00989835276,528.880133,1107.77629,5675,0,3025
11.88,-7.59759716,0,19.5180708,0,0,0,0.371213293,0.00990174238,528.812358,1105.13206,5673.6,0,3024.8
11.885,-7.60018979,0,19.5218715,0,0,0,0.37126281,0.00990513019,528.744622,1102.48817,5672.2,0,3024.6
11.89,-7.60278166,0,19.5256681,0,0,0,0.371312344,0.00990851621,528.676925,1099.84461,5670.8,0,3024.4
11.895,-7.60537277,0,19.5294605,0,0,0,0.371361895,0.00991190044,528.609267,1097.2014,5669.4,0,3024.2
11.9,-7.60796314,0,19.5332488,0,0,0,0.371411463,0.00991528287,528.541648,1094.55852,5668,0,3024
11.905,-7.61055275,0,19.537033,0,0,0,0.371461048,0.00991866351,528.474068,1091.91598,5666.6,0,3023.8
11.91,-7.61314161,0,19.540813,0,0,0,0.37151065,0.00992204236,528.406527,1089.27378,5665.2,0,3023.6
11.915,-7.61572972,0,19.544589,0,0,0,0.371560268,0.00992541942,528.339025,1086.63191,5663.8,0,3023.4
11.92,-7.61831708,0,19.5483608,0,0,0,0.371609904,0.0099287947,528.271562,1083.99039,5662.4,0,3023.2
11.925,-7.62090369,0,19.5521285,0,0,0,0.371659556,0.0099321682,528.204137,1081.3492,5661,0,3023
11.93,-7.62348956,0,19.5558921,0,0,0,0.371709225,0.00993553992,528.136752,1078.70835,5659.6,0,3022.8
11.935,-7.62607469,0,19.5596516,0,0,0,0.371758912,0.00993890985,528.069405,1076.06783,5658.2,0,3022.6
11.94,-7.62865907,0,19.563407,0,0,0,0.371808614,0.00994227802,528.002096,1073.42765,5656.8,0,3022.4
11.945,-7.63124271,0,19.5671583,0,0,0,0.371858334,0.0099456444,527.934826,1070.78781,5655.4,0,3022.2
11.95,-7.63382561,0,19.5709056,0,0,0,0.371908071,0.00994900902,527.867595,1068.1483,5654,0,3022
11.955,-7.63640778,0,19.5746487,0,0,0,0.371957824,0.00995237186,527.800402,1065.50913,5652.6,0,3021.8
11.96,-7.6389892,0,19.5783878,0,0,0,0.372007595,0.00995573293,527.733248,1062.8703,5651.2,0,3021.6
11.965,-7.64156989,0,19.5821229,0,0,0,0.372057382,0.00995909224,527.666131,1060.2318,5649.8,0,3021.4
11.97,-7.64414984,0,19.5858538,0,0,0,0.372107186,0.00996244979,527.599054,1057.59364,5648.4,0,3021.2
11.975,-7.64672906,0,19.5895807,0,0,0,0.372157006,0.00996580557,527.532014,1054.95581,5647,0,3021
11.98,-7.64930754,0,19.5933035,0,0,0,0.372206844,0.00996915959,527.465013,1052.31832,5645.6,0,3020.8
11.985,-7.6518853,0,19.5970223,0,0,0,0.372256698,0.00997251185,527.398049,1049.68116,5644.2,0,3020.6
11.99,-7.65446233,0,19.6007371,0,0,0,0.372306569,0.00997586236,527.331124,1047.04434,5642.8,0,3020.4
11.995,-7.65703862,0,19.6044478,0,0,0,0.372356456,0.00997921111,527.264237,1044.40785,5641.4,0,3020.2
12,-7.65961419,0,19.6081545,0,0,0,0.372406361,0.00998255811,527.197388,1041.77169,5640,0,3020
12.005,-7.66218904,0,19.6118571,0,0,0,0.372456282,0.00998590336,527.130577,1039.13587,5638.6,0,3019.8
12.01,-7.66476316,0,19.6155557,0,0,0,0.37250622,0.00998924686,527.063803,1036.50039,5637.2,0,3019.6
12.015,-7.66733655,0,19.6192503,0,0,0,0.372556174,0.00999258861,526.997068,1033.86524,5635.8,0,3019.4
12.02,-7.66990923,0,19.6229409,0,0,0,0.372606146,0.00999592862,526.93037,1031.23042,5634.4,0,3019.2
12.025,-7.67248118,0,19.6266275,0,0,0,0.372656134,0.00999926689,526.86371,1028.59593,5633,0,3019
12.03,-7.67505242,0,19.63031,0,0,0,0.372706138,0.0100026034,526.797088,1025.96178,5631.6,0,3018.8
12.035,-7.67762293,0,19.6339886,0,0,0,0.37275616,0.0100059382,526.730503,1023.32796,5630.2,0,3018.6
12.04,-7.68019273,0,19.6376632,0,0,0,0.372806198,0.0100092713,526.663956,1020.69448,5628.8,0,3018.4
12.045,-7.68276182,0,19.6413337,0,0,0,0.372856252,0.0100126026,526.597446,1018.06132,5627.4,0,3018.2
12.05,-7.68533019,0,19.6450003,0,0,0,0.372906324,0.0100159322,526.530974,1015.4285,5626,0,3018
12.055,-7.68789785,0,19.6486629,0,0,0,0.372956412,0.01001926,526.46454,1012.79601,5624.6,0,3017.8
12.06,-7.69046479,0,19.6523216,0,0,0,0.373006516,0.0100225862,526.398142,1010.16386,5623.2,0,3017.6
12.065,-7.69303103,0,19.6559762,0,0,0,0.373056637,0.0100259106,526.331782,1007.53203,5621.8,0,3017.4
12.07,-7.69559656,0,19.6596269,0,0,0,0.373106775,0.0100292332,526.265459,1004.90054,5620.4,0,3017.2
12.075,-7.69816138,0,19.6632737,0,0,0,0.37315693,0.0100325542,526.199174,1002.26938,5619,0,3017
12.08,-7.70072549,0,19.6669165,0,0,0,0.373207101,0.0100358734,526.132925,999.638546,5617.6,0,3016.8
12.085,-7.7032889,0,19.6705553,0,0,0,0.373257289,0.010039191,526.066714,997.008047,5616.2,0,3016.6
12.09,-7.70585161,0,19.6741902,0,0,0,0.373307493,0.0100425068,526.00054,994.377879,5614.8,0,3016.4
12.095,-7.70841361,0,19.6778211,0,0,0,0.373357714,0.0100458209,525.934403,991.748041,5613.4,0,3016.2
12.1,-7.71097491,0,19.6814481,0,0,0,0.373407951,0.0100491332,525.868302,989.118535,5612,0,3016
12.105,-7.71353551,0,19.6850712,0,0,0,0.373458205,0.0100524439,525.802239,986.489358,5610.6,0,3015.8
12.11,-7.71609542,0,19.6886903,0,0,0,0.373508475,0.0100557529,525.736213,983.860512,5609.2,0,3015.6
12.115,-7.71865462,0,19.6923055,0,0,0,0.373558762,0.0100590601,525.670223,981.231996,5607.8,0,3015.4
12.12,-7.72121314,0,19.6959168,0,0,0,0.373609066,0.0100623657,525.60427,978.60381,5606.4,0,3015.2
12.125,-7.72377095,0,19.6995242,0,0,0,0.373659386,0.0100656695,525.538354,975.975953,5605,0,3015
12.13,-7.72632808,0,19.7031277,0,0,0,0.373709723,0.0100689717,525.472474,973.348426,5603.6,0,3014.8
12.135,-7.72888451,0,19.7067273,0,0,0,0.373760076,0.0100722721,525.406631,970.721228,5602.2,0,3014.6
12.14,-7.73144025,0,19.710323,0,0,0,0.373810445,0.0100755709,525.340825,968.09436,5600.8,0,3014.4
12.145,-7.7339953,0,19.7139148,0,0,0,0.373860831,0.010078868,525.275055,965.46782,5599.4,0,3014.2
12.15,-7.73654967,0,19.7175027,0,0,0,0.373911234,0.0100821633,525.209322,962.841609,5598,0,3014
12.155,-7.73910335,0,19.7210867,0,0,0,0.373961653,0.010085457,525.143625,960.215727,5596.6,0,3013.8
