t,x,y,z,vx,vy,vz
2.935,8178.2,0,3382.6,-280,0,-40
2.94,8176.8,0,3382.4,-280,0,-40
2.945,8175.4,0,3382.2,-280,0,-40
2.95,8174,0,3382,-280,0,-40
2.955,8172.6,0,3381.8,-280,0,-40
2.96,8171.2,0,3381.6,-280,0,-40
2.965,8169.8,0,3381.4,-280,0,-40
2.97,8168.4,0,3381.2,-280,0,-40
2.975,8167,0,3381,-280,0,-40
2.98,8165.6,0,3380.8,-280,0,-40
2.985,8164.2,0,3380.6,-280,0,-40
2.99,8162.8,0,3380.4,-280,0,-40
2.995,8161.4,0,3380.2,-280,0,-40
3,8160,0,3380,-280,0,-40
3.005,8158.6,0,3379.8,-280,0,-40
3.01,8157.2,0,3379.6,-280,0,-40
3.015,8155.8,0,3379.4,-280,0,-40
3.02,8154.4,0,3379.2,-280,0,-40
3.025,8153,0,3379,-280,0,-40
3.03,8151.6,0,3378.8,-280,0,-40
3.035,8150.2,0,3378.6,-280,0,-40
3.04,8148.8,0,3378.4,-280,0,-40
3.045,8147.4,0,3378.2,-280,0,-40
3.05,8146,0,3378,-280,0,-40
3.055,8144.6,0,3377.8,-280,0,-40
3.06,8143.2,0,3377.6,-280,0,-40
3.065,8141.8,0,3377.4,-280,0,-40
3.07,8140.4,0,3377.2,-280,0,-40
3.075,8139,0,3377,-280,0,-40
3.08,8137.6,0,3376.8,-280,0,-40
3.085,8136.2,0,3376.6,-280,0,-40
3.09,8134.8,0,3376.4,-280,0,-40
3.095,8133.4,0,3376.2,-280,0,-40
3.1,8132,0,3376,-280,0,-40
3.105,8130.6,0,3375.8,-280,0,-40
3.11,8129.2,0,3375.6,-280,0,-40
3.115,8127.8,0,3375.4,-280,0,-40
3.12,8126.4,0,3375.2,-280,0,-40
3.125,8125,0,3375,-280,0,-40
3.13,8123.6,0,3374.8,-280,0,-40
3.135,8122.2,0,3374.6,-280,0,-40
3.14,8120.8,0,3374.4,-280,0,-40
3.145,8119.4,0,3374.2,-280,0,-40
3.15,8118,0,3374,-280,0,-40
3.155,8116.6,0,3373.8,-280,0,-40
3.16,8115.2,0,3373.6,-280,0,-40
3.165,8113.8,0,3373.4,-280,0,-40
3.17,8112.4,0,3373.2,-280,0,-40
3.175,8111,0,3373,-280,0,-40
3.18,8109.6,0,3372.8,-280,0,-40
3.185,8108.2,0,3372.6,-280,0,-40
3.19,8106.8,0,3372.4,-280,0,-40
3.195,8105.4,0,3372.2,-280,0,-40
3.2,8104,0,3372,-280,0,-40
3.205,8102.6,0,3371.8,-280,0,-40
3.21,8101.2,0,3371.6,-280,0,-40
3.215,8099.8,0,3371.4,-280,0,-40
3.22,8098.4,0,3371.2,-280,0,-40
3.225,8097,0,3371,-280,0,-40
3.23,8095.6,0,3370.8,-280,0,-40
3.235,8094.2,0,3370.6,-280,0,-40
3.24,8092.8,0,3370.4,-280,0,-40
3.245,8091.4,0,3370.2,-280,0,-40
3.25,8090,0,3370,-280,0,-40
3.255,8088.6,0,3369.8,-280,0,-40
3.26,8087.2,0,3369.6,-280,0,-40
3.265,8085.8,0,3369.4,-280,0,-40
3.27,8084.4,0,3369.2,-280,0,-40
3.275,8083,0,3369,-280,0,-40
3.28,8081.6,0,3368.8,-280,0,-40
3.285,8080.2,0,3368.6,-280,0,-40
3.29,8078.8,0,3368.4,-280,0,-40
3.295,8077.4,0,3368.2,-280,0,-40
3.3,8076,0,3368,-280,0,-40
3.305,8074.6,0,3367.8,-280,0,-40
3.31,8073.2,0,3367.6,-280,0,-40
3.315,8071.8,0,3367.4,-280,0,-40
3.32,8070.4,0,3367.2,-280,0,-40
3.325,8069,0,3367,-280,0,-40
3.33,8067.6,0,3366.8,-280,0,-40
3.335,8066.2,0,3366.6,-280,0,-40
3.34,8064.8,0,3366.4,-280,0,-40
3.345,8063.4,0,3366.2,-280,0,-40
3.35,8062,0,3366,-280,0,-40
3.355,8060.6,0,3365.8,-280,0,-40
3.36,8059.2,0,3365.6,-280,0,-40
3.365,8057.8,0,3365.4,-280,0,-40
3.37,8056.4,0,3365.2,-280,0,-40
3.375,8055,0,3365,-280,0,-40
3.38,8053.6,0,3364.8,-280,0,-40
3.385,8052.2,0,3364.6,-280,0,-40
3.39,8050.8,0,3364.4,-280,0,-40
3.395,8049.4,0,3364.2,-280,0,-40
3.4,8048,0,3364,-280,0,-40
3.405,8046.6,0,3363.8,-280,0,-40
3.41,8045.2,0,3363.6,-280,0,-40
3.415,8043.8,0,3363.4,-280,0,-40
3.42,8042.4,0,3363.2,-280,0,-40
3.425,8041,0,3363,-280,0,-40
3.43,8039.6,0,3362.8,-280,0,-40
3.435,8038.2,0,3362.6,-280,0,-40
3.44,8036.8,0,3362.4,-280,0,-40
3.445,8035.4,0,3362.2,-280,0,-40
3.45,8034,0,3362,-280,0,-40
3.455,8032.6,0,3361.8,-280,0,-40
3.46,8031.2,0,3361.6,-280,0,-40
3.465,8029.8,0,3361.4,-280,0,-40
3.47,8028.4,0,3361.2,-280,0,-40
3.475,8027,0,3361,-280,0,-40
3.48,8025.6,0,3360.8,-280,0,-40
3.485,8024.2,0,3360.6,-280,0,-40
3.49,8022.8,0,3360.4,-280,0,-40
3.495,8021.4,0,3360.2,-280,0,-40
3.5,8020,0,3360,-280,0,-40
3.505,8018.6,0,3359.8,-280,0,-40
3.51,8017.2,0,3359.6,-280,0,-40
3.515,8015.8,0,3359.4,-280,0,-40
3.52,8014.4,0,3359.2,-280,0,-40
3.525,8013,0,3359,-280,0,-40
3.53,8011.6,0,3358.8,-280,0,-40
3.535,8010.2,0,3358.6,-280,0,-40
3.54,8008.8,0,3358.4,-280,0,-40
3.545,8007.4,0,3358.2,-280,0,-40
3.55,8006,0,3358,-280,0,-40
3.555,8004.6,0,3357.8,-280,0,-40
3.56,8003.2,0,3357.6,-280,0,-40
3.565,8001.8,0,3357.4,-280,0,-40
3.57,8000.4,0,3357.2,-280,0,-40
3.575,7999,0,3357,-280,0,-40
3.58,7997.6,0,3356.8,-280,0,-40
3.585,7996.2,0,3356.6,-280,0,-40
3.59,7994.8,0,3356.4,-280,0,-40
3.595,7993.4,0,3356.2,-280,0,-40
3.6,7992,0,3356,-280,0,-40
3.605,7990.6,0,3355.8,-280,0,-40
3.61,7989.2,0,3355.6,-280,0,-40
3.615,7987.8,0,3355.4,-280,0,-40
3.62,7986.4,0,3355.2,-280,0,-40
3.625,7985,0,3355,-280,0,-40
3.63,7983.6,0,3354.8,-280,0,-40
3.635,7982.2,0,3354.6,-280,0,-40
3.64,7980.8,0,3354.4,-280,0,-40
3.645,7979.4,0,3354.2,-280,0,-40
3.65,7978,0,3354,-280,0,-40
3.655,7976.6,0,3353.8,-280,0,-40
3.66,7975.2,0,3353.6,-280,0,-40
3.665,7973.8,0,3353.4,-280,0,-40
3.67,7972.4,0,3353.2,-280,0,-40
3.675,7971,0,3353,-280,0,-40
3.68,7969.6,0,3352.8,-280,0,-40
3.685,7968.2,0,3352.6,-280,0,-40
3.69,7966.8,0,3352.4,-280,0,-40
3.695,7965.4,0,3352.2,-280,0,-40
3.7,7964,0,3352,-280,0,-40
3.705,7962.6,0,3351.8,-280,0,-40
3.71,7961.2,0,3351.6,-280,0,-40
3.715,7959.8,0,3351.4,-280,0,-40
3.72,7958.4,0,3351.2,-280,0,-40
3.725,7957,0,3351,-280,0,-40
3.73,7955.6,0,3350.8,-280,0,-40
3.735,7954.2,0,3350.6,-280,0,-40
3.74,7952.8,0,3350.4,-280,0,-40
3.745,7951.4,0,3350.2,-280,0,-40
3.75,7950,0,3350,-280,0,-40
3.755,7948.6,0,3349.8,-280,0,-40
3.76,7947.2,0,3349.6,-280,0,-40
3.765,7945.8,0,3349.4,-280,0,-40
3.77,7944.4,0,3349.2,-280,0,-40
3.775,7943,0,3349,-280,0,-40
3.78,7941.6,0,3348.8,-280,0,-40
3.785,7940.2,0,3348.6,-280,0,-40
3.79,7938.8,0,3348.4,-280,0,-40
3.795,7937.4,0,3348.2,-280,0,-40
3.8,7936,0,3348,-280,0,-40
3.805,7934.6,0,3347.8,-280,0,-40
3.81,7933.2,0,3347.6,-280,0,-40
3.815,7931.8,0,3347.4,-280,0,-40
3.82,7930.4,0,3347.2,-280,0,-40
3.825,7929,0,3347,-280,0,-40
3.83,7927.6,0,3346.8,-280,0,-40
3.835,7926.2,0,3346.6,-280,0,-40
3.84,7924.8,0,3346.4,-280,0,-40
3.845,7923.4,0,3346.2,-280,0,-40
3.85,7922,0,3346,-280,0,-40
3.855,7920.6,0,3345.8,-280,0,-40
3.86,7919.2,0,3345.6,-280,0,-40
3.865,7917.8,0,3345.4,-280,0,-40
3.87,7916.4,0,3345.2,-280,0,-40
3.875,7915,0,3345,-280,0,-40
3.88,7913.6,0,3344.8,-280,0,-40
3.885,7912.2,0,3344.6,-280,0,-40
3.89,7910.8,0,3344.4,-280,0,-40
3.895,7909.4,0,3344.2,-280,0,-40
3.9,7908,0,3344,-280,0,-40
3.905,7906.6,0,3343.8,-280,0,-40
3.91,7905.2,0,3343.6,-280,0,-40
3.915,7903.8,0,3343.4,-280,0,-40
3.92,7902.4,0,3343.2,-280,0,-40
3.925,7901,0,3343,-280,0,-40
3.93,7899.6,0,3342.8,-280,0,-40
3.935,7898.2,0,3342.6,-280,0,-40
3.94,7896.8,0,3342.4,-280,0,-40
3.945,7895.4,0,3342.2,-280,0,-40
3.95,7894,0,3342,-280,0,-40
3.955,7892.6,0,3341.8,-280,0,-40
3.96,7891.2,0,3341.6,-280,0,-40
3.965,7889.8,0,3341.4,-280,0,-40
3.97,7888.4,0,3341.2,-280,0,-40
3.975,7887,0,3341,-280,0,-40
3.98,7885.6,0,3340.8,-280,0,-40
3.985,7884.2,0,3340.6,-280,0,-40
3.99,7882.8,0,3340.4,-280,0,-40
3.995,7881.4,0,3340.2,-280,0,-40
4,7880,0,3340,-280,0,-40
4.005,7878.6,0,3339.8,-280,0,-40
4.01,7877.2,0,3339.6,-280,0,-40
4.015,7875.8,0,3339.4,-280,0,-40
4.02,7874.4,0,3339.2,-280,0,-40
4.025,7873,0,3339,-280,0,-40
4.03,7871.6,0,3338.8,-280,0,-40
4.035,7870.2,0,3338.6,-280,0,-40
4.04,7868.8,0,3338.4,-280,0,-40
4.045,7867.4,0,3338.2,-280,0,-40
4.05,7866,0,3338,-280,0,-40
4.055,7864.6,0,3337.8,-280,0,-40
4.06,7863.2,0,3337.6,-280,0,-40
4.065,7861.8,0,3337.4,-280,0,-40
4.07,7860.4,0,3337.2,-280,0,-40
4.075,7859,0,3337,-280,0,-40
4.08,7857.6,0,3336.8,-280,0,-40
4.085,7856.2,0,3336.6,-280,0,-40
4.09,7854.8,0,3336.4,-280,0,-40
4.095,7853.4,0,3336.2,-280,0,-40
4.1,7852,0,3336,-280,0,-40
4.105,7850.6,0,3335.8,-280,0,-40
4.11,7849.2,0,3335.6,-280,0,-40
4.115,7847.8,0,3335.4,-280,0,-40
4.12,7846.4,0,3335.2,-280,0,-40
4.125,7845,0,3335,-280,0,-40
4.13,7843.6,0,3334.8,-280,0,-40
4.135,7842.2,0,3334.6,-280,0,-40
4.14,7840.8,0,3334.4,-280,0,-40
4.145,7839.4,0,3334.2,-280,0,-40
4.15,7838,0,3334,-280,0,-40
4.155,7836.6,0,3333.8,-280,0,-40
4.16,7835.2,0,3333.6,-280,0,-40
4.165,7833.8,0,3333.4,-280,0,-40
4.17,7832.4,0,3333.2,-280,0,-40
4.175,7831,0,3333,-280,0,-40
4.18,7829.6,0,3332.8,-280,0,-40
4.185,7828.2,0,3332.6,-280,0,-40
4.19,7826.8,0,3332.4,-280,0,-40
4.195,7825.4,0,3332.2,-280,0,-40
4.2,7824,0,3332,-280,0,-40
4.205,7822.6,0,3331.8,-280,0,-40
4.21,7821.2,0,3331.6,-280,0,-40
4.215,7819.8,0,3331.4,-280,0,-40
4.22,7818.4,0,3331.2,-280,0,-40
4.225,7817,0,3331,-280,0,-40
4.23,7815.6,0,3330.8,-280,0,-40
4.235,7814.2,0,3330.6,-280,0,-40
4.24,7812.8,0,3330.4,-280,0,-40
4.245,7811.4,0,3330.2,-280,0,-40
4.25,7810,0,3330,-280,0,-40
4.255,7808.6,0,3329.8,-280,0,-40
4.26,7807.2,0,3329.6,-280,0,-40
4.265,7805.8,0,3329.4,-280,0,-40
4.27,7804.4,0,3329.2,-280,0,-40
4.275,7803,0,3329,-280,0,-40
4.28,7801.6,0,3328.8,-280,0,-40
4.285,7800.2,0,3328.6,-280,0,-40
4.29,7798.8,0,3328.4,-280,0,-40
4.295,7797.4,0,3328.2,-280,0,-40
4.3,7796,0,3328,-280,0,-40
4.305,7794.6,0,3327.8,-280,0,-40
4.31,7793.2,0,3327.6,-280,0,-40
4.315,7791.8,0,3327.4,-280,0,-40
4.32,7790.4,0,3327.2,-280,0,-40
4.325,7789,0,3327,-280,0,-40
4.33,7787.6,0,3326.8,-280,0,-40
4.335,7786.2,0,3326.6,-280,0,-40
4.34,7784.8,0,3326.4,-280,0,-40
4.345,7783.4,0,3326.2,-280,0,-40
4.35,7782,0,3326,-280,0,-40
4.355,7780.6,0,3325.8,-280,0,-40
4.36,7779.2,0,3325.6,-280,0,-40
4.365,7777.8,0,3325.4,-280,0,-40
4.37,7776.4,0,3325.2,-280,0,-40
4.375,7775,0,3325,-280,0,-40
4.38,7773.6,0,3324.8,-280,0,-40
4.385,7772.2,0,3324.6,-280,0,-40
4.39,7770.8,0,3324.4,-280,0,-40
4.395,7769.4,0,3324.2,-280,0,-40
4.4,7768,0,3324,-280,0,-40
4.405,7766.6,0,3323.8,-280,0,-40
4.41,7765.2,0,3323.6,-280,0,-40
4.415,7763.8,0,3323.4,-280,0,-40
4.42,7762.4,0,3323.2,-280,0,-40
4.425,7761,0,3323,-280,0,-40
4.43,7759.6,0,3322.8,-280,0,-40
4.435,7758.2,0,3322.6,-280,0,-40
4.44,7756.8,0,3322.4,-280,0,-40
4.445,7755.4,0,3322.2,-280,0,-40
4.45,7754,0,3322,-280,0,-40
4.455,7752.6,0,3321.8,-280,0,-40
4.46,7751.2,0,3321.6,-280,0,-40
4.465,7749.8,0,3321.4,-280,0,-40
4.47,7748.4,0,3321.2,-280,0,-40
4.475,7747,0,3321,-280,0,-40
4.48,7745.6,0,3320.8,-280,0,-40
4.485,7744.2,0,3320.6,-280,0,-40
4.49,7742.8,0,3320.4,-280,0,-40
4.495,7741.4,0,3320.2,-280,0,-40
4.5,7740,0,3320,-280,0,-40
4.505,7738.6,0,3319.8,-280,0,-40
4.51,7737.2,0,3319.6,-280,0,-40
4.515,7735.8,0,3319.4,-280,0,-40
4.52,7734.4,0,3319.2,-280,0,-40
4.525,7733,0,3319,-280,0,-40
4.53,7731.6,0,3318.8,-280,0,-40
4.535,7730.2,0,3318.6,-280,0,-40
4.54,7728.8,0,3318.4,-280,0,-40
4.545,7727.4,0,3318.2,-280,0,-40
4.55,7726,0,3318,-280,0,-40
4.555,7724.6,0,3317.8,-280,0,-40
4.56,7723.2,0,3317.6,-280,0,-40
4.565,7721.8,0,3317.4,-280,0,-40
4.57,7720.4,0,3317.2,-280,0,-40
4.575,7719,0,3317,-280,0,-40
4.58,7717.6,0,3316.8,-280,0,-40
4.585,7716.2,0,3316.6,-280,0,-40
4.59,7714.8,0,3316.4,-280,0,-40
4.595,7713.4,0,3316.2,-280,0,-40
4.6,7712,0,3316,-280,0,-40
4.605,7710.6,0,3315.8,-280,0,-40
4.61,7709.2,0,3315.6,-280,0,-40
4.615,7707.8,0,3315.4,-280,0,-40
4.62,7706.4,0,3315.2,-280,0,-40
4.625,7705,0,3315,-280,0,-40
4.63,7703.6,0,3314.8,-280,0,-40
4.635,7702.2,0,3314.6,-280,0,-40
4.64,7700.8,0,3314.4,-280,0,-40
4.645,7699.4,0,3314.2,-280,0,-40
4.65,7698,0,3314,-280,0,-40
4.655,7696.6,0,3313.8,-280,0,-40
4.66,7695.2,0,3313.6,-280,0,-40
4.665,7693.8,0,3313.4,-280,0,-40
4.67,7692.4,0,3313.2,-280,0,-40
4.675,7691,0,3313,-280,0,-40
4.68,7689.6,0,3312.8,-280,0,-40
4.685,7688.2,0,3312.6,-280,0,-40
4.69,7686.8,0,3312.4,-280,0,-40
4.695,7685.4,0,3312.2,-280,0,-40
4.7,7684,0,3312,-280,0,-40
4.705,7682.6,0,3311.8,-280,0,-40
4.71,7681.2,0,3311.6,-280,0,-40
4.715,7679.8,0,3311.4,-280,0,-40
4.72,7678.4,0,3311.2,-280,0,-40
4.725,7677,0,3311,-280,0,-40
4.73,7675.6,0,3310.8,-280,0,-40
4.735,7674.2,0,3310.6,-280,0,-40
4.74,7672.8,0,3310.4,-280,0,-40
4.745,7671.4,0,3310.2,-280,0,-40
4.75,7670,0,3310,-280,0,-40
4.755,7668.6,0,3309.8,-280,0,-40
4.76,7667.2,0,3309.6,-280,0,-40
4.765,7665.8,0,3309.4,-280,0,-40
4.77,7664.4,0,3309.2,-280,0,-40
4.775,7663,0,3309,-280,0,-40
4.78,7661.6,0,3308.8,-280,0,-40
4.785,7660.2,0,3308.6,-280,0,-40
4.79,7658.8,0,3308.4,-280,0,-40
4.795,7657.4,0,3308.2,-280,0,-40
4.8,7656,0,3308,-280,0,-40
4.805,7654.6,0,3307.8,-280,0,-40
4.81,7653.2,0,3307.6,-280,0,-40
4.815,7651.8,0,3307.4,-280,0,-40
4.82,7650.4,0,3307.2,-280,0,-40
4.825,7649,0,3307,-280,0,-40
4.83,7647.6,0,3306.8,-280,0,-40
4.835,7646.2,0,3306.6,-280,0,-40
4.84,7644.8,0,3306.4,-280,0,-40
4.845,7643.4,0,3306.2,-280,0,-40
4.85,7642,0,3306,-280,0,-40
4.855,7640.6,0,3305.8,-280,0,-40
4.86,7639.2,0,3305.6,-280,0,-40
4.865,7637.8,0,3305.4,-280,0,-40
4.87,7636.4,0,3305.2,-280,0,-40
4.875,7635,0,3305,-280,0,-40
4.88,7633.6,0,3304.8,-280,0,-40
4.885,7632.2,0,3304.6,-280,0,-40
4.89,7630.8,0,3304.4,-280,0,-40
4.895,7629.4,0,3304.2,-280,0,-40
4.9,7628,0,3304,-280,0,-40
4.905,7626.6,0,3303.8,-280,0,-40
4.91,7625.2,0,3303.6,-280,0,-40
4.915,7623.8,0,3303.4,-280,0,-40
4.92,7622.4,0,3303.2,-280,0,-40
4.925,7621,0,3303,-280,0,-40
4.93,7619.6,0,3302.8,-280,0,-40
4.935,7618.2,0,3302.6,-280,0,-40
4.94,7616.8,0,3302.4,-280,0,-40
4.945,7615.4,0,3302.2,-280,0,-40
4.95,7614,0,3302,-280,0,-40
4.955,7612.6,0,3301.8,-280,0,-40
4.96,7611.2,0,3301.6,-280,0,-40
4.965,7609.8,0,3301.4,-280,0,-40
4.97,7608.4,0,3301.2,-280,0,-40
4.975,7607,0,3301,-280,0,-40
4.98,7605.6,0,3300.8,-280,0,-40
4.985,7604.2,0,3300.6,-280,0,-40
4.99,7602.8,0,3300.4,-280,0,-40
4.995,7601.4,0,3300.2,-280,0,-40
5,7600,0,3300,-280,0,-40
5.005,7598.6,0,3299.8,-280,0,-40
5.01,7597.2,0,3299.6,-280,0,-40
5.015,7595.8,0,3299.4,-280,0,-40
5.02,7594.4,0,3299.2,-280,0,-40
5.025,7593,0,3299,-280,0,-40
5.03,7591.6,0,3298.8,-280,0,-40
5.035,7590.2,0,3298.6,-280,0,-40
5.04,7588.8,0,3298.4,-280,0,-40
5.045,7587.4,0,3298.2,-280,0,-40
5.05,7586,0,3298,-280,0,-40
5.055,7584.6,0,3297.8,-280,0,-40
5.06,7583.2,0,3297.6,-280,0,-40
5.065,7581.8,0,3297.4,-280,0,-40
5.07,7580.4,0,3297.2,-280,0,-40
5.075,7579,0,3297,-280,0,-40
5.08,7577.6,0,3296.8,-280,0,-40
5.085,7576.2,0,3296.6,-280,0,-40
5.09,7574.8,0,3296.4,-280,0,-40
5.095,7573.4,0,3296.2,-280,0,-40
5.1,7572,0,3296,-280,0,-40
5.105,7570.6,0,3295.8,-280,0,-40
5.11,7569.2,0,3295.6,-280,0,-40
5.115,7567.8,0,3295.4,-280,0,-40
5.12,7566.4,0,3295.2,-280,0,-40
5.125,7565,0,3295,-280,0,-40
5.13,7563.6,0,3294.8,-280,0,-40
5.135,7562.2,0,3294.6,-280,0,-40
5.14,7560.8,0,3294.4,-280,0,-40
5.145,7559.4,0,3294.2,-280,0,-40
5.15,7558,0,3294,-280,0,-40
5.155,7556.6,0,3293.8,-280,0,-40
5.16,7555.2,0,3293.6,-280,0,-40
5.165,7553.8,0,3293.4,-280,0,-40
5.17,7552.4,0,3293.2,-280,0,-40
5.175,7551,0,3293,-280,0,-40
5.18,7549.6,0,3292.8,-280,0,-40
5.185,7548.2,0,3292.6,-280,0,-40
5.19,7546.8,0,3292.4,-280,0,-40
5.195,7545.4,0,3292.2,-280,0,-40
5.2,7544,0,3292,-280,0,-40
5.205,7542.6,0,3291.8,-280,0,-40
5.21,7541.2,0,3291.6,-280,0,-40
5.215,7539.8,0,3291.4,-280,0,-40
5.22,7538.4,0,3291.2,-280,0,-40
5.225,7537,0,3291,-280,0,-40
5.23,7535.6,0,3290.8,-280,0,-40
5.235,7534.2,0,3290.6,-280,0,-40
5.24,7532.8,0,3290.4,-280,0,-40
5.245,7531.4,0,3290.2,-280,0,-40
5.25,7530,0,3290,-280,0,-40
5.255,7528.6,0,3289.8,-280,0,-40
5.26,7527.2,0,3289.6,-280,0,-40
5.265,7525.8,0,3289.4,-280,0,-40
5.27,7524.4,0,3289.2,-280,0,-40
5.275,7523,0,3289,-280,0,-40
5.28,7521.6,0,3288.8,-280,0,-40
5.285,7520.2,0,3288.6,-280,0,-40
5.29,7518.8,0,3288.4,-280,0,-40
5.295,7517.4,0,3288.2,-280,0,-40
5.3,7516,0,3288,-280,0,-40
5.305,7514.6,0,3287.8,-280,0,-40
5.31,7513.2,0,3287.6,-280,0,-40
5.315,7511.8,0,3287.4,-280,0,-40
5.32,7510.4,0,3287.2,-280,0,-40
5.325,7509,0,3287,-280,0,-40
5.33,7507.6,0,3286.8,-280,0,-40
5.335,7506.2,0,3286.6,-280,0,-40
5.34,7504.8,0,3286.4,-280,0,-40
5.345,7503.4,0,3286.2,-280,0,-40
5.35,7502,0,3286,-280,0,-40
5.355,7500.6,0,3285.8,-280,0,-40
5.36,7499.2,0,3285.6,-280,0,-40
5.365,7497.8,0,3285.4,-280,0,-40
5.37,7496.4,0,3285.2,-280,0,-40
5.375,7495,0,3285,-280,0,-40
5.38,7493.6,0,3284.8,-280,0,-40
5.385,7492.2,0,3284.6,-280,0,-40
5.39,7490.8,0,3284.4,-280,0,-40
5.395,7489.4,0,3284.2,-280,0,-40
5.4,7488,0,3284,-280,0,-40
5.405,7486.6,0,3283.8,-280,0,-40
5.41,7485.2,0,3283.6,-280,0,-40
5.415,7483.8,0,3283.4,-280,0,-40
5.42,7482.4,0,3283.2,-280,0,-40
5.425,7481,0,3283,-280,0,-40
5.43,7479.6,0,3282.8,-280,0,-40
5.435,7478.2,0,3282.6,-280,0,-40
5.44,7476.8,0,3282.4,-280,0,-40
5.445,7475.4,0,3282.2,-280,0,-40
5.45,7474,0,3282,-280,0,-40
5.455,7472.6,0,3281.8,-280,0,-40
5.46,7471.2,0,3281.6,-280,0,-40
5.465,7469.8,0,3281.4,-280,0,-40
5.47,7468.4,0,3281.2,-280,0,-40
5.475,7467,0,3281,-280,0,-40
5.48,7465.6,0,3280.8,-280,0,-40
5.485,7464.2,0,3280.6,-280,0,-40
5.49,7462.8,0,3280.4,-280,0,-40
5.495,7461.4,0,3280.2,-280,0,-40
5.5,7460,0,3280,-280,0,-40
5.505,7458.6,0,3279.8,-280,0,-40
5.51,7457.2,0,3279.6,-280,0,-40
5.515,7455.8,0,3279.4,-280,0,-40
5.52,7454.4,0,3279.2,-280,0,-40
5.525,7453,0,3279,-280,0,-40
5.53,7451.6,0,3278.8,-280,0,-40
5.535,7450.2,0,3278.6,-280,0,-40
5.54,7448.8,0,3278.4,-280,0,-40
5.545,7447.4,0,3278.2,-280,0,-40
5.55,7446,0,3278,-280,0,-40
5.555,7444.6,0,3277.8,-280,0,-40
5.56,7443.2,0,3277.6,-280,0,-40
5.565,7441.8,0,3277.4,-280,0,-40
5.57,7440.4,0,3277.2,-280,0,-40
5.575,7439,0,3277,-280,0,-40
5.58,7437.6,0,3276.8,-280,0,-40
5.585,7436.2,0,3276.6,-280,0,-40
5.59,7434.8,0,3276.4,-280,0,-40
5.595,7433.4,0,3276.2,-280,0,-40
5.6,7432,0,3276,-280,0,-40
5.605,7430.6,0,3275.8,-280,0,-40
5.61,7429.2,0,3275.6,-280,0,-40
5.615,7427.8,0,3275.4,-280,0,-40
5.62,7426.4,0,3275.2,-280,0,-40
5.625,7425,0,3275,-280,0,-40
5.63,7423.6,0,3274.8,-280,0,-40
5.635,7422.2,0,3274.6,-280,0,-40
5.64,7420.8,0,3274.4,-280,0,-40
5.645,7419.4,0,3274.2,-280,0,-40
5.65,7418,0,3274,-280,0,-40
5.655,7416.6,0,3273.8,-280,0,-40
5.66,7415.2,0,3273.6,-280,0,-40
5.665,7413.8,0,3273.4,-280,0,-40
5.67,7412.4,0,3273.2,-280,0,-40
5.675,7411,0,3273,-280,0,-40
5.68,7409.6,0,3272.8,-280,0,-40
5.685,7408.2,0,3272.6,-280,0,-40
5.69,7406.8,0,3272.4,-280,0,-40
5.695,7405.4,0,3272.2,-280,0,-40
5.7,7404,0,3272,-280,0,-40
5.705,7402.6,0,3271.8,-280,0,-40
5.71,7401.2,0,3271.6,-280,0,-40
5.715,7399.8,0,3271.4,-280,0,-40
5.72,7398.4,0,3271.2,-280,0,-40
5.725,7397,0,3271,-280,0,-40
5.73,7395.6,0,3270.8,-280,0,-40
5.735,7394.2,0,3270.6,-280,0,-40
5.74,7392.8,0,3270.4,-280,0,-40
5.745,7391.4,0,3270.2,-280,0,-40
5.75,7390,0,3270,-280,0,-40
5.755,7388.6,0,3269.8,-280,0,-40
5.76,7387.2,0,3269.6,-280,0,-40
5.765,7385.8,0,3269.4,-280,0,-40
5.77,7384.4,0,3269.2,-280,0,-40
5.775,7383,0,3269,-280,0,-40
5.78,7381.6,0,3268.8,-280,0,-40
5.785,7380.2,0,3268.6,-280,0,-40
5.79,7378.8,0,3268.4,-280,0,-40
5.795,7377.4,0,3268.2,-280,0,-40
5.8,7376,0,3268,-280,0,-40
5.805,7374.6,0,3267.8,-280,0,-40
5.81,7373.2,0,3267.6,-280,0,-40
5.815,7371.8,0,3267.4,-280,0,-40
5.82,7370.4,0,3267.2,-280,0,-40
5.825,7369,0,3267,-280,0,-40
5.83,7367.6,0,3266.8,-280,0,-40
5.835,7366.2,0,3266.6,-280,0,-40
5.84,7364.8,0,3266.4,-280,0,-40
5.845,7363.4,0,3266.2,-280,0,-40
5.85,7362,0,3266,-280,0,-40
5.855,7360.6,0,3265.8,-280,0,-40
5.86,7359.2,0,3265.6,-280,0,-40
5.865,7357.8,0,3265.4,-280,0,-40
5.87,7356.4,0,3265.2,-280,0,-40
5.875,7355,0,3265,-280,0,-40
5.88,7353.6,0,3264.8,-280,0,-40
5.885,7352.2,0,3264.6,-280,0,-40
5.89,7350.8,0,3264.4,-280,0,-40
5.895,7349.4,0,3264.2,-280,0,-40
5.9,7348,0,3264,-280,0,-40
5.905,7346.6,0,3263.8,-280,0,-40
5.91,7345.2,0,3263.6,-280,0,-40
5.915,7343.8,0,3263.4,-280,0,-40
5.92,7342.4,0,3263.2,-280,0,-40
5.925,7341,0,3263,-280,0,-40
5.93,7339.6,0,3262.8,-280,0,-40
5.935,7338.2,0,3262.6,-280,0,-40
5.94,7336.8,0,3262.4,-280,0,-40
