t,x,y,z,vx,vy,vz
5.945,7335.4,0,3262.2,-280,0,-40
5.95,7334,0,3262,-280,0,-40
5.955,7332.6,0,3261.8,-280,0,-40
5.96,7331.2,0,3261.6,-280,0,-40
5.965,7329.8,0,3261.4,-280,0,-40
5.97,7328.4,0,3261.2,-280,0,-40
5.975,7327,0,3261,-280,0,-40
5.98,7325.6,0,3260.8,-280,0,-40
5.985,7324.2,0,3260.6,-280,0,-40
5.99,7322.8,0,3260.4,-280,0,-40
5.995,7321.4,0,3260.2,-280,0,-40
6,7320,0,3260,-280,0,-40
6.005,7318.6,0,3259.8,-280,0,-40
6.01,7317.2,0,3259.6,-280,0,-40
6.015,7315.8,0,3259.4,-280,0,-40
6.02,7314.4,0,3259.2,-280,0,-40
6.025,7313,0,3259,-280,0,-40
6.03,7311.6,0,3258.8,-280,0,-40
6.035,7310.2,0,3258.6,-280,0,-40
6.04,7308.8,0,3258.4,-280,0,-40
6.045,7307.4,0,3258.2,-280,0,-40
6.05,7306,0,3258,-280,0,-40
6.055,7304.6,0,3257.8,-280,0,-40
6.06,7303.2,0,3257.6,-280,0,-40
6.065,7301.8,0,3257.4,-280,0,-40
6.07,7300.4,0,3257.2,-280,0,-40
6.075,7299,0,3257,-280,0,-40
6.08,7297.6,0,3256.8,-280,0,-40
6.085,7296.2,0,3256.6,-280,0,-40
6.09,7294.8,0,3256.4,-280,0,-40
6.095,7293.4,0,3256.2,-280,0,-40
6.1,7292,0,3256,-280,0,-40
6.105,7290.6,0,3255.8,-280,0,-40
6.11,7289.2,0,3255.6,-280,0,-40
6.115,7287.8,0,3255.4,-280,0,-40
6.12,7286.4,0,3255.2,-280,0,-40
6.125,7285,0,3255,-280,0,-40
6.13,7283.6,0,3254.8,-280,0,-40
6.135,7282.2,0,3254.6,-280,0,-40
6.14,7280.8,0,3254.4,-280,0,-40
6.145,7279.4,0,3254.2,-280,0,-40
6.15,7278,0,3254,-280,0,-40
6.155,7276.6,0,3253.8,-280,0,-40
6.16,7275.2,0,3253.6,-280,0,-40
6.165,7273.8,0,3253.4,-280,0,-40
6.17,7272.4,0,3253.2,-280,0,-40
6.175,7271,0,3253,-280,0,-40
6.18,7269.6,0,3252.8,-280,0,-40
6.185,7268.2,0,3252.6,-280,0,-40
6.19,7266.8,0,3252.4,-280,0,-40
6.195,7265.4,0,3252.2,-280,0,-40
6.2,7264,0,3252,-280,0,-40
6.205,7262.6,0,3251.8,-280,0,-40
6.21,7261.2,0,3251.6,-280,0,-40
6.215,7259.8,0,3251.4,-280,0,-40
6.22,7258.4,0,3251.2,-280,0,-40
6.225,7257,0,3251,-280,0,-40
6.23,7255.6,0,3250.8,-280,0,-40
6.235,7254.2,0,3250.6,-280,0,-40
6.24,7252.8,0,3250.4,-280,0,-40
6.245,7251.4,0,3250.2,-280,0,-40
6.25,7250,0,3250,-280,0,-40
6.255,7248.6,0,3249.8,-280,0,-40
6.26,7247.2,0,3249.6,-280,0,-40
6.265,7245.8,0,3249.4,-280,0,-40
6.27,7244.4,0,3249.2,-280,0,-40
6.275,7243,0,3249,-280,0,-40
6.28,7241.6,0,3248.8,-280,0,-40
6.285,7240.2,0,3248.6,-280,0,-40
6.29,7238.8,0,3248.4,-280,0,-40
6.295,7237.4,0,3248.2,-280,0,-40
6.3,7236,0,3248,-280,0,-40
6.305,7234.6,0,3247.8,-280,0,-40
6.31,7233.2,0,3247.6,-280,0,-40
6.315,7231.8,0,3247.4,-280,0,-40
6.32,7230.4,0,3247.2,-280,0,-40
6.325,7229,0,3247,-280,0,-40
6.33,7227.6,0,3246.8,-280,0,-40
6.335,7226.2,0,3246.6,-280,0,-40
6.34,7224.8,0,3246.4,-280,0,-40
6.345,7223.4,0,3246.2,-280,0,-40
6.35,7222,0,3246,-280,0,-40
6.355,7220.6,0,3245.8,-280,0,-40
6.36,7219.2,0,3245.6,-280,0,-40
6.365,7217.8,0,3245.4,-280,0,-40
6.37,7216.4,0,3245.2,-280,0,-40
6.375,7215,0,3245,-280,0,-40
6.38,7213.6,0,3244.8,-280,0,-40
6.385,7212.2,0,3244.6,-280,0,-40
6.39,7210.8,0,3244.4,-280,0,-40
6.395,7209.4,0,3244.2,-280,0,-40
6.4,7208,0,3244,-280,0,-40
6.405,7206.6,0,3243.8,-280,0,-40
6.41,7205.2,0,3243.6,-280,0,-40
6.415,7203.8,0,3243.4,-280,0,-40
6.42,7202.4,0,3243.2,-280,0,-40
6.425,7201,0,3243,-280,0,-40
6.43,7199.6,0,3242.8,-280,0,-40
6.435,7198.2,0,3242.6,-280,0,-40
6.44,7196.8,0,3242.4,-280,0,-40
6.445,7195.4,0,3242.2,-280,0,-40
6.45,7194,0,3242,-280,0,-40
6.455,7192.6,0,3241.8,-280,0,-40
6.46,7191.2,0,3241.6,-280,0,-40
6.465,7189.8,0,3241.4,-280,0,-40
6.47,7188.4,0,3241.2,-280,0,-40
6.475,7187,0,3241,-280,0,-40
6.48,7185.6,0,3240.8,-280,0,-40
6.485,7184.2,0,3240.6,-280,0,-40
6.49,7182.8,0,3240.4,-280,0,-40
6.495,7181.4,0,3240.2,-280,0,-40
6.5,7180,0,3240,-280,0,-40
6.505,7178.6,0,3239.8,-280,0,-40
6.51,7177.2,0,3239.6,-280,0,-40
6.515,7175.8,0,3239.4,-280,0,-40
6.52,7174.4,0,3239.2,-280,0,-40
6.525,7173,0,3239,-280,0,-40
6.53,7171.6,0,3238.8,-280,0,-40
6.535,7170.2,0,3238.6,-280,0,-40
6.54,7168.8,0,3238.4,-280,0,-40
6.545,7167.4,0,3238.2,-280,0,-40
6.55,7166,0,3238,-280,0,-40
6.555,7164.6,0,3237.8,-280,0,-40
6.56,7163.2,0,3237.6,-280,0,-40
6.565,7161.8,0,3237.4,-280,0,-40
6.57,7160.4,0,3237.2,-280,0,-40
6.575,7159,0,3237,-280,0,-40
6.58,7157.6,0,3236.8,-280,0,-40
6.585,7156.2,0,3236.6,-280,0,-40
6.59,7154.8,0,3236.4,-280,0,-40
6.595,7153.4,0,3236.2,-280,0,-40
6.6,7152,0,3236,-280,0,-40
6.605,7150.6,0,3235.8,-280,0,-40
6.61,7149.2,0,3235.6,-280,0,-40
6.615,7147.8,0,3235.4,-280,0,-40
6.62,7146.4,0,3235.2,-280,0,-40
6.625,7145,0,3235,-280,0,-40
6.63,7143.6,0,3234.8,-280,0,-40
6.635,7142.2,0,3234.6,-280,0,-40
6.64,7140.8,0,3234.4,-280,0,-40
6.645,7139.4,0,3234.2,-280,0,-40
6.65,7138,0,3234,-280,0,-40
6.655,7136.6,0,3233.8,-280,0,-40
6.66,7135.2,0,3233.6,-280,0,-40
6.665,7133.8,0,3233.4,-280,0,-40
6.67,7132.4,0,3233.2,-280,0,-40
6.675,7131,0,3233,-280,0,-40
6.68,7129.6,0,3232.8,-280,0,-40
6.685,7128.2,0,3232.6,-280,0,-40
6.69,7126.8,0,3232.4,-280,0,-40
6.695,7125.4,0,3232.2,-280,0,-40
6.7,7124,0,3232,-280,0,-40
6.705,7122.6,0,3231.8,-280,0,-40
6.71,7121.2,0,3231.6,-280,0,-40
6.715,7119.8,0,3231.4,-280,0,-40
6.72,7118.4,0,3231.2,-280,0,-40
6.725,7117,0,3231,-280,0,-40
6.73,7115.6,0,3230.8,-280,0,-40
6.735,7114.2,0,3230.6,-280,0,-40
6.74,7112.8,0,3230.4,-280,0,-40
6.745,7111.4,0,3230.2,-280,0,-40
6.75,7110,0,3230,-280,0,-40
6.755,7108.6,0,3229.8,-280,0,-40
6.76,7107.2,0,3229.6,-280,0,-40
6.765,7105.8,0,3229.4,-280,0,-40
6.77,7104.4,0,3229.2,-280,0,-40
6.775,7103,0,3229,-280,0,-40
6.78,7101.6,0,3228.8,-280,0,-40
6.785,7100.2,0,3228.6,-280,0,-40
6.79,7098.8,0,3228.4,-280,0,-40
6.795,7097.4,0,3228.2,-280,0,-40
6.8,7096,0,3228,-280,0,-40
6.805,7094.6,0,3227.8,-280,0,-40
6.81,7093.2,0,3227.6,-280,0,-40
6.815,7091.8,0,3227.4,-280,0,-40
6.82,7090.4,0,3227.2,-280,0,-40
6.825,7089,0,3227,-280,0,-40
6.83,7087.6,0,3226.8,-280,0,-40
6.835,7086.2,0,3226.6,-280,0,-40
6.84,7084.8,0,3226.4,-280,0,-40
6.845,7083.4,0,3226.2,-280,0,-40
6.85,7082,0,3226,-280,0,-40
6.855,7080.6,0,3225.8,-280,0,-40
6.86,7079.2,0,3225.6,-280,0,-40
6.865,7077.8,0,3225.4,-280,0,-40
6.87,7076.4,0,3225.2,-280,0,-40
6.875,7075,0,3225,-280,0,-40
6.88,7073.6,0,3224.8,-280,0,-40
6.885,7072.2,0,3224.6,-280,0,-40
6.89,7070.8,0,3224.4,-280,0,-40
6.895,7069.4,0,3224.2,-280,0,-40
6.9,7068,0,3224,-280,0,-40
6.905,7066.6,0,3223.8,-280,0,-40
6.91,7065.2,0,3223.6,-280,0,-40
6.915,7063.8,0,3223.4,-280,0,-40
6.92,7062.4,0,3223.2,-280,0,-40
6.925,7061,0,3223,-280,0,-40
6.93,7059.6,0,3222.8,-280,0,-40
6.935,7058.2,0,3222.6,-280,0,-40
6.94,7056.8,0,3222.4,-280,0,-40
6.945,7055.4,0,3222.2,-280,0,-40
6.95,7054,0,3222,-280,0,-40
6.955,7052.6,0,3221.8,-280,0,-40
6.96,7051.2,0,3221.6,-280,0,-40
6.965,7049.8,0,3221.4,-280,0,-40
6.97,7048.4,0,3221.2,-280,0,-40
6.975,7047,0,3221,-280,0,-40
6.98,7045.6,0,3220.8,-280,0,-40
6.985,7044.2,0,3220.6,-280,0,-40
6.99,7042.8,0,3220.4,-280,0,-40
6.995,7041.4,0,3220.2,-280,0,-40
7,7040,0,3220,-280,0,-40
7.005,7038.6,0,3219.8,-280,0,-40
7.01,7037.2,0,3219.6,-280,0,-40
7.015,7035.8,0,3219.4,-280,0,-40
7.02,7034.4,0,3219.2,-280,0,-40
7.025,7033,0,3219,-280,0,-40
7.03,7031.6,0,3218.8,-280,0,-40
7.035,7030.2,0,3218.6,-280,0,-40
7.04,7028.8,0,3218.4,-280,0,-40
7.045,7027.4,0,3218.2,-280,0,-40
7.05,7026,0,3218,-280,0,-40
7.055,7024.6,0,3217.8,-280,0,-40
7.06,7023.2,0,3217.6,-280,0,-40
7.065,7021.8,0,3217.4,-280,0,-40
7.07,7020.4,0,3217.2,-280,0,-40
7.075,7019,0,3217,-280,0,-40
7.08,7017.6,0,3216.8,-280,0,-40
7.085,7016.2,0,3216.6,-280,0,-40
7.09,7014.8,0,3216.4,-280,0,-40
7.095,7013.4,0,3216.2,-280,0,-40
7.1,7012,0,3216,-280,0,-40
7.105,7010.6,0,3215.8,-280,0,-40
7.11,7009.2,0,3215.6,-280,0,-40
7.115,7007.8,0,3215.4,-280,0,-40
7.12,7006.4,0,3215.2,-280,0,-40
7.125,7005,0,3215,-280,0,-40
7.13,7003.6,0,3214.8,-280,0,-40
7.135,7002.2,0,3214.6,-280,0,-40
7.14,7000.8,0,3214.4,-280,0,-40
7.145,6999.4,0,3214.2,-280,0,-40
7.15,6998,0,3214,-280,0,-40
7.155,6996.6,0,3213.8,-280,0,-40
7.16,6995.2,0,3213.6,-280,0,-40
7.165,6993.8,0,3213.4,-280,0,-40
7.17,6992.4,0,3213.2,-280,0,-40
7.175,6991,0,3213,-280,0,-40
7.18,6989.6,0,3212.8,-280,0,-40
7.185,6988.2,0,3212.6,-280,0,-40
7.19,6986.8,0,3212.4,-280,0,-40
7.195,6985.4,0,3212.2,-280,0,-40
7.2,6984,0,3212,-280,0,-40
7.205,6982.6,0,3211.8,-280,0,-40
7.21,6981.2,0,3211.6,-280,0,-40
7.215,6979.8,0,3211.4,-280,0,-40
7.22,6978.4,0,3211.2,-280,0,-40
7.225,6977,0,3211,-280,0,-40
7.23,6975.6,0,3210.8,-280,0,-40
7.235,6974.2,0,3210.6,-280,0,-40
7.24,6972.8,0,3210.4,-280,0,-40
7.245,6971.4,0,3210.2,-280,0,-40
7.25,6970,0,3210,-280,0,-40
7.255,6968.6,0,3209.8,-280,0,-40
7.26,6967.2,0,3209.6,-280,0,-40
7.265,6965.8,0,3209.4,-280,0,-40
7.27,6964.4,0,3209.2,-280,0,-40
7.275,6963,0,3209,-280,0,-40
7.28,6961.6,0,3208.8,-280,0,-40
7.285,6960.2,0,3208.6,-280,0,-40
7.29,6958.8,0,3208.4,-280,0,-40
7.295,6957.4,0,3208.2,-280,0,-40
7.3,6956,0,3208,-280,0,-40
7.305,6954.6,0,3207.8,-280,0,-40
7.31,6953.2,0,3207.6,-280,0,-40
7.315,6951.8,0,3207.4,-280,0,-40
7.32,6950.4,0,3207.2,-280,0,-40
7.325,6949,0,3207,-280,0,-40
7.33,6947.6,0,3206.8,-280,0,-40
7.335,6946.2,0,3206.6,-280,0,-40
7.34,6944.8,0,3206.4,-280,0,-40
7.345,6943.4,0,3206.2,-280,0,-40
7.35,6942,0,3206,-280,0,-40
7.355,6940.6,0,3205.8,-280,0,-40
7.36,6939.2,0,3205.6,-280,0,-40
7.365,6937.8,0,3205.4,-280,0,-40
7.37,6936.4,0,3205.2,-280,0,-40
7.375,6935,0,3205,-280,0,-40
7.38,6933.6,0,3204.8,-280,0,-40
7.385,6932.2,0,3204.6,-280,0,-40
7.39,6930.8,0,3204.4,-280,0,-40
7.395,6929.4,0,3204.2,-280,0,-40
7.4,6928,0,3204,-280,0,-40
7.405,6926.6,0,3203.8,-280,0,-40
7.41,6925.2,0,3203.6,-280,0,-40
7.415,6923.8,0,3203.4,-280,0,-40
7.42,6922.4,0,3203.2,-280,0,-40
7.425,6921,0,3203,-280,0,-40
7.43,6919.6,0,3202.8,-280,0,-40
7.435,6918.2,0,3202.6,-280,0,-40
7.44,6916.8,0,3202.4,-280,0,-40
7.445,6915.4,0,3202.2,-280,0,-40
7.45,6914,0,3202,-280,0,-40
7.455,6912.6,0,3201.8,-280,0,-40
7.46,6911.2,0,3201.6,-280,0,-40
7.465,6909.8,0,3201.4,-280,0,-40
7.47,6908.4,0,3201.2,-280,0,-40
7.475,6907,0,3201,-280,0,-40
7.48,6905.6,0,3200.8,-280,0,-40
7.485,6904.2,0,3200.6,-280,0,-40
7.49,6902.8,0,3200.4,-280,0,-40
7.495,6901.4,0,3200.2,-280,0,-40
7.5,6900,0,3200,-280,0,-40
7.505,6898.6,0,3199.8,-280,0,-40
7.51,6897.2,0,3199.6,-280,0,-40
7.515,6895.8,0,3199.4,-280,0,-40
7.52,6894.4,0,3199.2,-280,0,-40
7.525,6893,0,3199,-280,0,-40
7.53,6891.6,0,3198.8,-280,0,-40
7.535,6890.2,0,3198.6,-280,0,-40
7.54,6888.8,0,3198.4,-280,0,-40
7.545,6887.4,0,3198.2,-280,0,-40
7.55,6886,0,3198,-280,0,-40
7.555,6884.6,0,3197.8,-280,0,-40
7.56,6883.2,0,3197.6,-280,0,-40
7.565,6881.8,0,3197.4,-280,0,-40
7.57,6880.4,0,3197.2,-280,0,-40
7.575,6879,0,3197,-280,0,-40
7.58,6877.6,0,3196.8,-280,0,-40
7.585,6876.2,0,3196.6,-280,0,-40
7.59,6874.8,0,3196.4,-280,0,-40
7.595,6873.4,0,3196.2,-280,0,-40
7.6,6872,0,3196,-280,0,-40
7.605,6870.6,0,3195.8,-280,0,-40
7.61,6869.2,0,3195.6,-280,0,-40
7.615,6867.8,0,3195.4,-280,0,-40
7.62,6866.4,0,3195.2,-280,0,-40
7.625,6865,0,3195,-280,0,-40
7.63,6863.6,0,3194.8,-280,0,-40
7.635,6862.2,0,3194.6,-280,0,-40
7.64,6860.8,0,3194.4,-280,0,-40
7.645,6859.4,0,3194.2,-280,0,-40
7.65,6858,0,3194,-280,0,-40
7.655,6856.6,0,3193.8,-280,0,-40
7.66,6855.2,0,3193.6,-280,0,-40
7.665,6853.8,0,3193.4,-280,0,-40
7.67,6852.4,0,3193.2,-280,0,-40
7.675,6851,0,3193,-280,0,-40
7.68,6849.6,0,3192.8,-280,0,-40
7.685,6848.2,0,3192.6,-280,0,-40
7.69,6846.8,0,3192.4,-280,0,-40
7.695,6845.4,0,3192.2,-280,0,-40
7.7,6844,0,3192,-280,0,-40
7.705,6842.6,0,3191.8,-280,0,-40
7.71,6841.2,0,3191.6,-280,0,-40
7.715,6839.8,0,3191.4,-280,0,-40
7.72,6838.4,0,3191.2,-280,0,-40
7.725,6837,0,3191,-280,0,-40
7.73,6835.6,0,3190.8,-280,0,-40
7.735,6834.2,0,3190.6,-280,0,-40
7.74,6832.8,0,3190.4,-280,0,-40
7.745,6831.4,0,3190.2,-280,0,-40
7.75,6830,0,3190,-280,0,-40
7.755,6828.6,0,3189.8,-280,0,-40
7.76,6827.2,0,3189.6,-280,0,-40
7.765,6825.8,0,3189.4,-280,0,-40
7.77,6824.4,0,3189.2,-280,0,-40
7.775,6823,0,3189,-280,0,-40
7.78,6821.6,0,3188.8,-280,0,-40
7.785,6820.2,0,3188.6,-280,0,-40
7.79,6818.8,0,3188.4,-280,0,-40
7.795,6817.4,0,3188.2,-280,0,-40
7.8,6816,0,3188,-280,0,-40
7.805,6814.6,0,3187.8,-280,0,-40
7.81,6813.2,0,3187.6,-280,0,-40
7.815,6811.8,0,3187.4,-280,0,-40
7.82,6810.4,0,3187.2,-280,0,-40
7.825,6809,0,3187,-280,0,-40
7.83,6807.6,0,3186.8,-280,0,-40
7.835,6806.2,0,3186.6,-280,0,-40
7.84,6804.8,0,3186.4,-280,0,-40
7.845,6803.4,0,3186.2,-280,0,-40
7.85,6802,0,3186,-280,0,-40
7.855,6800.6,0,3185.8,-280,0,-40
7.86,6799.2,0,3185.6,-280,0,-40
7.865,6797.8,0,3185.4,-280,0,-40
7.87,6796.4,0,3185.2,-280,0,-40
7.875,6795,0,3185,-280,0,-40
7.88,6793.6,0,3184.8,-280,0,-40
7.885,6792.2,0,3184.6,-280,0,-40
7.89,6790.8,0,3184.4,-280,0,-40
7.895,6789.4,0,3184.2,-280,0,-40
7.9,6788,0,3184,-280,0,-40
7.905,6786.6,0,3183.8,-280,0,-40
7.91,6785.2,0,3183.6,-280,0,-40
7.915,6783.8,0,3183.4,-280,0,-40
7.92,6782.4,0,3183.2,-280,0,-40
7.925,6781,0,3183,-280,0,-40
7.93,6779.6,0,3182.8,-280,0,-40
7.935,6778.2,0,3182.6,-280,0,-40
7.94,6776.8,0,3182.4,-280,0,-40
7.945,6775.4,0,3182.2,-280,0,-40
7.95,6774,0,3182,-280,0,-40
7.955,6772.6,0,3181.8,-280,0,-40
7.96,6771.2,0,3181.6,-280,0,-40
7.965,6769.8,0,3181.4,-280,0,-40
7.97,6768.4,0,3181.2,-280,0,-40
7.975,6767,0,3181,-280,0,-40
7.98,6765.6,0,3180.8,-280,0,-40
7.985,6764.2,0,3180.6,-280,0,-40
7.99,6762.8,0,3180.4,-280,0,-40
7.995,6761.4,0,3180.2,-280,0,-40
8,6760,0,3180,-280,0,-40
8.005,6758.6,0,3179.8,-280,0,-40
8.01,6757.2,0,3179.6,-280,0,-40
8.015,6755.8,0,3179.4,-280,0,-40
8.02,6754.4,0,3179.2,-280,0,-40
8.025,6753,0,3179,-280,0,-40
8.03,6751.6,0,3178.8,-280,0,-40
8.035,6750.2,0,3178.6,-280,0,-40
8.04,6748.8,0,3178.4,-280,0,-40
8.045,6747.4,0,3178.2,-280,0,-40
8.05,6746,0,3178,-280,0,-40
8.055,6744.6,0,3177.8,-280,0,-40
8.06,6743.2,0,3177.6,-280,0,-40
8.065,6741.8,0,3177.4,-280,0,-40
8.07,6740.4,0,3177.2,-280,0,-40
8.075,6739,0,3177,-280,0,-40
8.08,6737.6,0,3176.8,-280,0,-40
8.085,6736.2,0,3176.6,-280,0,-40
8.09,6734.8,0,3176.4,-280,0,-40
8.095,6733.4,0,3176.2,-280,0,-40
8.1,6732,0,3176,-280,0,-40
8.105,6730.6,0,3175.8,-280,0,-40
8.11,6729.2,0,3175.6,-280,0,-40
8.115,6727.8,0,3175.4,-280,0,-40
8.12,6726.4,0,3175.2,-280,0,-40
8.125,6725,0,3175,-280,0,-40
8.13,6723.6,0,3174.8,-280,0,-40
8.135,6722.2,0,3174.6,-280,0,-40
8.14,6720.8,0,3174.4,-280,0,-40
8.145,6719.4,0,3174.2,-280,0,-40
8.15,6718,0,3174,-280,0,-40
8.155,6716.6,0,3173.8,-280,0,-40
8.16,6715.2,0,3173.6,-280,0,-40
8.165,6713.8,0,3173.4,-280,0,-40
8.17,6712.4,0,3173.2,-280,0,-40
8.175,6711,0,3173,-280,0,-40
8.18,6709.6,0,3172.8,-280,0,-40
8.185,6708.2,0,3172.6,-280,0,-40
8.19,6706.8,0,3172.4,-280,0,-40
8.195,6705.4,0,3172.2,-280,0,-40
8.2,6704,0,3172,-280,0,-40
8.205,6702.6,0,3171.8,-280,0,-40
8.21,6701.2,0,3171.6,-280,0,-40
8.215,6699.8,0,3171.4,-280,0,-40
8.22,6698.4,0,3171.2,-280,0,-40
8.225,6697,0,3171,-280,0,-40
8.23,6695.6,0,3170.8,-280,0,-40
8.235,6694.2,0,3170.6,-280,0,-40
8.24,6692.8,0,3170.4,-280,0,-40
8.245,6691.4,0,3170.2,-280,0,-40
8.25,6690,0,3170,-280,0,-40
8.255,6688.6,0,3169.8,-280,0,-40
8.26,6687.2,0,3169.6,-280,0,-40
8.265,6685.8,0,3169.4,-280,0,-40
8.27,6684.4,0,3169.2,-280,0,-40
8.275,6683,0,3169,-280,0,-40
8.28,6681.6,0,3168.8,-280,0,-40
8.285,6680.2,0,3168.6,-280,0,-40
8.29,6678.8,0,3168.4,-280,0,-40
8.295,6677.4,0,3168.2,-280,0,-40
8.3,6676,0,3168,-280,0,-40
8.305,6674.6,0,3167.8,-280,0,-40
8.31,6673.2,0,3167.6,-280,0,-40
8.315,6671.8,0,3167.4,-280,0,-40
8.32,6670.4,0,3167.2,-280,0,-40
8.325,6669,0,3167,-280,0,-40
8.33,6667.6,0,3166.8,-280,0,-40
8.335,6666.2,0,3166.6,-280,0,-40
8.34,6664.8,0,3166.4,-280,0,-40
8.345,6663.4,0,3166.2,-280,0,-40
8.35,6662,0,3166,-280,0,-40
8.355,6660.6,0,3165.8,-280,0,-40
8.36,6659.2,0,3165.6,-280,0,-40
8.365,6657.8,0,3165.4,-280,0,-40
8.37,6656.4,0,3165.2,-280,0,-40
8.375,6655,0,3165,-280,0,-40
8.38,6653.6,0,3164.8,-280,0,-40
8.385,6652.2,0,3164.6,-280,0,-40
8.39,6650.8,0,3164.4,-280,0,-40
8.395,6649.4,0,3164.2,-280,0,-40
8.4,6648,0,3164,-280,0,-40
8.405,6646.6,0,3163.8,-280,0,-40
8.41,6645.2,0,3163.6,-280,0,-40
8.415,6643.8,0,3163.4,-280,0,-40
8.42,6642.4,0,3163.2,-280,0,-40
8.425,6641,0,3163,-280,0,-40
8.43,6639.6,0,3162.8,-280,0,-40
8.435,6638.2,0,3162.6,-280,0,-40
8.44,6636.8,0,3162.4,-280,0,-40
8.445,6635.4,0,3162.2,-280,0,-40
8.45,6634,0,3162,-280,0,-40
8.455,6632.6,0,3161.8,-280,0,-40
8.46,6631.2,0,3161.6,-280,0,-40
8.465,6629.8,0,3161.4,-280,0,-40
8.47,6628.4,0,3161.2,-280,0,-40
8.475,6627,0,3161,-280,0,-40
8.48,6625.6,0,3160.8,-280,0,-40
8.485,6624.2,0,3160.6,-280,0,-40
8.49,6622.8,0,3160.4,-280,0,-40
8.495,6621.4,0,3160.2,-280,0,-40
8.5,6620,0,3160,-280,0,-40
8.505,6618.6,0,3159.8,-280,0,-40
8.51,6617.2,0,3159.6,-280,0,-40
8.515,6615.8,0,3159.4,-280,0,-40
8.52,6614.4,0,3159.2,-280,0,-40
8.525,6613,0,3159,-280,0,-40
8.53,6611.6,0,3158.8,-280,0,-40
8.535,6610.2,0,3158.6,-280,0,-40
8.54,6608.8,0,3158.4,-280,0,-40
8.545,6607.4,0,3158.2,-280,0,-40
8.55,6606,0,3158,-280,0,-40
8.555,6604.6,0,3157.8,-280,0,-40
8.56,6603.2,0,3157.6,-280,0,-40
8.565,6601.8,0,3157.4,-280,0,-40
8.57,6600.4,0,3157.2,-280,0,-40
8.575,6599,0,3157,-280,0,-40
8.58,6597.6,0,3156.8,-280,0,-40
8.585,6596.2,0,3156.6,-280,0,-40
8.59,6594.8,0,3156.4,-280,0,-40
8.595,6593.4,0,3156.2,-280,0,-40
8.6,6592,0,3156,-280,0,-40
8.605,6590.6,0,3155.8,-280,0,-40
8.61,6589.2,0,3155.6,-280,0,-40
8.615,6587.8,0,3155.4,-280,0,-40
8.62,6586.4,0,3155.2,-280,0,-40
8.625,6585,0,3155,-280,0,-40
8.63,6583.6,0,3154.8,-280,0,-40
8.635,6582.2,0,3154.6,-280,0,-40
8.64,6580.8,0,3154.4,-280,0,-40
8.645,6579.4,0,3154.2,-280,0,-40
8.65,6578,0,3154,-280,0,-40
8.655,6576.6,0,3153.8,-280,0,-40
8.66,6575.2,0,3153.6,-280,0,-40
8.665,6573.8,0,3153.4,-280,0,-40
8.67,6572.4,0,3153.2,-280,0,-40
8.675,6571,0,3153,-280,0,-40
8.68,6569.6,0,3152.8,-280,0,-40
8.685,6568.2,0,3152.6,-280,0,-40
8.69,6566.8,0,3152.4,-280,0,-40
8.695,6565.4,0,3152.2,-280,0,-40
8.7,6564,0,3152,-280,0,-40
8.705,6562.6,0,3151.8,-280,0,-40
8.71,6561.2,0,3151.6,-280,0,-40
8.715,6559.8,0,3151.4,-280,0,-40
8.72,6558.4,0,3151.2,-280,0,-40
8.725,6557,0,3151,-280,0,-40
8.73,6555.6,0,3150.8,-280,0,-40
8.735,6554.2,0,3150.6,-280,0,-40
8.74,6552.8,0,3150.4,-280,0,-40
8.745,6551.4,0,3150.2,-280,0,-40
8.75,6550,0,3150,-280,0,-40
8.755,6548.6,0,3149.8,-280,0,-40
8.76,6547.2,0,3149.6,-280,0,-40
8.765,6545.8,0,3149.4,-280,0,-40
8.77,6544.4,0,3149.2,-280,0,-40
8.775,6543,0,3149,-280,0,-40
8.78,6541.6,0,3148.8,-280,0,-40
8.785,6540.2,0,3148.6,-280,0,-40
8.79,6538.8,0,3148.4,-280,0,-40
8.795,6537.4,0,3148.2,-280,0,-40
8.8,6536,0,3148,-280,0,-40
8.805,6534.6,0,3147.8,-280,0,-40
8.81,6533.2,0,3147.6,-280,0,-40
8.815,6531.8,0,3147.4,-280,0,-40
8.82,6530.4,0,3147.2,-280,0,-40
8.825,6529,0,3147,-280,0,-40
8.83,6527.6,0,3146.8,-280,0,-40
8.835,6526.2,0,3146.6,-280,0,-40
8.84,6524.8,0,3146.4,-280,0,-40
8.845,6523.4,0,3146.2,-280,0,-40
8.85,6522,0,3146,-280,0,-40
8.855,6520.6,0,3145.8,-280,0,-40
8.86,6519.2,0,3145.6,-280,0,-40
8.865,6517.8,0,3145.4,-280,0,-40
8.87,6516.4,0,3145.2,-280,0,-40
8.875,6515,0,3145,-280,0,-40
8.88,6513.6,0,3144.8,-280,0,-40
8.885,6512.2,0,3144.6,-280,0,-40
8.89,6510.8,0,3144.4,-280,0,-40
8.895,6509.4,0,3144.2,-280,0,-40
8.9,6508,0,3144,-280,0,-40
8.905,6506.6,0,3143.8,-280,0,-40
8.91,6505.2,0,3143.6,-280,0,-40
8.915,6503.8,0,3143.4,-280,0,-40
8.92,6502.4,0,3143.2,-280,0,-40
8.925,6501,0,3143,-280,0,-40
8.93,6499.6,0,3142.8,-280,0,-40
8.935,6498.2,0,3142.6,-280,0,-40
8.94,6496.8,0,3142.4,-280,0,-40
8.945,6495.4,0,3142.2,-280,0,-40
8.95,6494,0,3142,-280,0,-40
8.955,6492.6,0,3141.8,-280,0,-40
